fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	bagging_fraction	bagging_freq	min_gain_to_split	min_data_in_leaf	num_leaves	max_bin	lambda_l1	lambda_l2	ratio_corte	iteracion_bayesiana	ganancia
20211120 225043	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	198	TRUE	0.0772112887068652	0.633040470168344	0.440976799814962	52	5.39393354603089	3644	287	16	41.9139528233791	28.7003108416684	0.0413873616027717	1	5768750
20211120 225141	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	166	TRUE	0.0638561918716878	0.490051603609463	0.628601355638239	33	8.63077310888912	4678	222	59	58.2743513252353	35.0992320541991	0.0433791100733934	2	5821250
20211120 225209	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	203	TRUE	0.053631811184343	0.616793097302434	0.321516701575019	92	2.4939877485449	4891	626	48	62.5339758832706	7.70540009252727	0.0424250792933477	3	5713750
20211120 225303	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	252	TRUE	0.0649580881008878	0.188847564625903	0.525633688253001	65	4.35836993559496	4179	428	40	72.9761936335126	76.0679731407436	0.0421907559438628	4	5748750
20211120 225330	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	157	TRUE	0.0596981963715516	0.684549638818135	0.460339306706446	45	10.3154991645715	4463	456	32	56.6177283204161	86.3766502786893	0.0437222264065677	5	5770000
20211120 225404	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	146	TRUE	0.0814079891266301	0.122113602834288	0.720087474111351	73	12.208644871891	2419	702	79	83.657208160148	66.5474609675584	0.0503083862653042	6	5836250
20211120 225524	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	416	TRUE	0.0370904281623662	0.220554879714618	0.268313526206766	47	8.03931231232127	5277	806	23	5.9139002172742	58.9967821585014	0.05617483869348	7	4810000
20211120 225645	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	478	TRUE	0.0425378292985261	0.706787938707275	0.557114808029728	43	3.48374241901911	2674	527	14	76.2592554138973	55.1486357825343	0.0493710928673646	8	5626250
20211120 225804	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	220	TRUE	0.0729224329879507	0.451372505624895	0.966772640548879	81	9.41918623389211	3284	485	66	16.0201930964831	15.6235898798332	0.0493208807210464	9	5633750
20211120 225845	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	113	TRUE	0.0868931377436966	0.428298536380753	0.409260381701752	51	9.30415933820768	2405	886	49	49.9653130106162	30.0597474625101	0.0427096147891508	10	5921250
20211120 225949	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	196	TRUE	0.0753886611745693	0.588525713939453	0.765004214519286	58	11.5485133790353	7210	369	75	86.0605055728229	72.1028452168684	0.0506766086716377	11	5531250
20211120 230047	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	108	TRUE	0.0518244750862941	0.661890516920248	0.578564339256845	55	5.66487111820607	197	755	89	46.0491000587353	96.2653003999731	0.0419564325943779	12	5783750
20211120 230136	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	259	TRUE	0.0440727587295696	0.166049595270888	0.191349130745512	27	3.16444908210542	3056	254	58	39.1443043027539	19.5963954541367	0.0518900688743274	13	4700000
20211120 230230	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	184	TRUE	0.0602242690701969	0.260191394407302	0.985635153515614	63	5.18634032297996	4313	729	97	27.9925695084967	74.2336370307021	0.0482580569573113	14	5792500
20211120 230354	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	466	TRUE	0.0246056039431132	0.915117244710564	0.745458392691798	29	13.7637384218106	6250	637	21	71.3550832035253	64.4328685378423	0.0447515754060907	15	5716250
20211120 230446	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	317	TRUE	0.0304838866987266	0.794787592208595	0.372538100624806	61	12.4126980413566	1400	128	36	60.8291597384959	53.2481842301786	0.0512038362079787	16	5402500
20211120 230519	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	227	TRUE	0.0289563614106737	0.751851371211233	0.225335315002012	7	0.833390601648716	901	571	26	33.4818493574858	46.0077803838067	0.0458143991698258	17	5657500
20211120 230556	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	381	TRUE	0.089555052950047	0.763627800893737	0.337376327044913	74	2.6752128021908	5893	197	54	26.4139596722089	60.9916995838284	0.0381570468563012	18	5801250
20211120 230844	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	661	TRUE	0.0408753442326561	0.511625690373476	0.430619845518377	66	3.90560352330795	5053	937	84	98.0315337347565	43.2191358553246	0.0469525411530383	19	5487500
20211120 230908	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	107	TRUE	0.0697080600485206	0.952851827978156	0.286700245804386	24	14.5412454947073	728	423	44	8.46848788787611	94.0301806532079	0.0428435138459993	20	5401250
20211120 230936	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	141	TRUE	0.0919250850472599	0.909732682515751	0.606713318132097	37	7.6163593736419	6428	885	9	69.148093292024	69.3198548036162	0.0442243478697497	21	5845000
20211120 231025	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	146	TRUE	0.0799933724794537	0.280214131191606	0.93391901707917	18	1.93744662878453	2085	550	45	67.0207212795503	50.5354598775739	0.0411279321801277	22	5807500
