semilla	subsamping	oficial	meseta	ganancia
999983	0.1	1	21602	14747500
999983	0.1	0	5000	9200000
999983	0.1	0	5500	9375000
999983	0.1	0	6000	1e+07
999983	0.1	0	6500	10275000
999983	0.1	0	7000	10700000
999983	0.1	0	7500	11025000
999983	0.1	0	8000	11100000
999983	0.1	0	8500	11425000
999983	0.1	0	9000	11650000
999983	0.1	0	9500	11775000
999983	0.1	0	10000	11700000
999983	0.1	0	10500	12375000
999983	0.1	0	11000	1.3e+07
999983	0.1	0	11500	13025000
999983	0.1	0	12000	13250000
999983	0.1	0	12500	13275000
999983	0.1	0	13000	13150000
999983	0.1	0	13500	13175000
999983	0.1	0	14000	13550000
999983	0.1	0	14500	13825000
999983	0.1	0	15000	13800000
687683	0.1	1	21602	14547500
687683	0.1	0	5000	9300000
687683	0.1	0	5500	9675000
687683	0.1	0	6000	1e+07
687683	0.1	0	6500	10125000
687683	0.1	0	7000	10250000
687683	0.1	0	7500	10325000
687683	0.1	0	8000	10700000
687683	0.1	0	8500	11225000
687683	0.1	0	9000	11800000
687683	0.1	0	9500	11925000
687683	0.1	0	10000	12850000
687683	0.1	0	10500	13225000
687683	0.1	0	11000	13350000
687683	0.1	0	11500	13475000
687683	0.1	0	12000	13650000
687683	0.1	0	12500	13875000
687683	0.1	0	13000	13950000
687683	0.1	0	13500	14125000
687683	0.1	0	14000	14300000
687683	0.1	0	14500	14175000
687683	0.1	0	15000	14250000
771941	0.1	1	21602	14847500
771941	0.1	0	5000	8850000
771941	0.1	0	5500	9575000
771941	0.1	0	6000	9850000
771941	0.1	0	6500	10125000
771941	0.1	0	7000	10200000
771941	0.1	0	7500	10425000
771941	0.1	0	8000	10700000
771941	0.1	0	8500	11375000
771941	0.1	0	9000	11550000
771941	0.1	0	9500	12075000
771941	0.1	0	10000	12700000
771941	0.1	0	10500	12725000
771941	0.1	0	11000	12900000
771941	0.1	0	11500	12925000
771941	0.1	0	12000	13350000
771941	0.1	0	12500	13975000
771941	0.1	0	13000	1.4e+07
771941	0.1	0	13500	14025000
771941	0.1	0	14000	14200000
771941	0.1	0	14500	14425000
771941	0.1	0	15000	15050000
273313	0.1	1	21602	14547500
273313	0.1	0	5000	9100000
273313	0.1	0	5500	9675000
273313	0.1	0	6000	10300000
273313	0.1	0	6500	10375000
273313	0.1	0	7000	10450000
273313	0.1	0	7500	10375000
273313	0.1	0	8000	10600000
273313	0.1	0	8500	11175000
273313	0.1	0	9000	11450000
273313	0.1	0	9500	12225000
273313	0.1	0	10000	12350000
273313	0.1	0	10500	12325000
273313	0.1	0	11000	12650000
273313	0.1	0	11500	12725000
273313	0.1	0	12000	12900000
273313	0.1	0	12500	12975000
273313	0.1	0	13000	13250000
273313	0.1	0	13500	13575000
273313	0.1	0	14000	13550000
273313	0.1	0	14500	13775000
273313	0.1	0	15000	13800000
346469	0.1	1	21602	14947500
346469	0.1	0	5000	9250000
346469	0.1	0	5500	9325000
346469	0.1	0	6000	9500000
346469	0.1	0	6500	9875000
346469	0.1	0	7000	10250000
346469	0.1	0	7500	10775000
346469	0.1	0	8000	10800000
346469	0.1	0	8500	11025000
346469	0.1	0	9000	11350000
346469	0.1	0	9500	11825000
346469	0.1	0	10000	12100000
346469	0.1	0	10500	12425000
346469	0.1	0	11000	12550000
346469	0.1	0	11500	12675000
346469	0.1	0	12000	13150000
346469	0.1	0	12500	13225000
346469	0.1	0	13000	13600000
346469	0.1	0	13500	13725000
346469	0.1	0	14000	14050000
346469	0.1	0	14500	14075000
346469	0.1	0	15000	14350000
964823	0.1	1	21602	14747500
964823	0.1	0	5000	9100000
964823	0.1	0	5500	9375000
964823	0.1	0	6000	9500000
964823	0.1	0	6500	9775000
964823	0.1	0	7000	9800000
964823	0.1	0	7500	10325000
964823	0.1	0	8000	10500000
964823	0.1	0	8500	11075000
964823	0.1	0	9000	11450000
964823	0.1	0	9500	11725000
964823	0.1	0	10000	12300000
964823	0.1	0	10500	12625000
964823	0.1	0	11000	12800000
964823	0.1	0	11500	13125000
964823	0.1	0	12000	13350000
964823	0.1	0	12500	13525000
964823	0.1	0	13000	1.4e+07
964823	0.1	0	13500	14175000
964823	0.1	0	14000	14450000
964823	0.1	0	14500	14475000
964823	0.1	0	15000	14600000
721577	0.1	1	21602	14497500
721577	0.1	0	5000	8900000
721577	0.1	0	5500	8925000
721577	0.1	0	6000	9350000
721577	0.1	0	6500	9975000
721577	0.1	0	7000	10150000
721577	0.1	0	7500	10425000
721577	0.1	0	8000	10400000
721577	0.1	0	8500	10675000
721577	0.1	0	9000	10750000
721577	0.1	0	9500	11175000
721577	0.1	0	10000	11650000
721577	0.1	0	10500	11925000
721577	0.1	0	11000	12900000
721577	0.1	0	11500	13025000
721577	0.1	0	12000	13350000
721577	0.1	0	12500	13725000
721577	0.1	0	13000	1.4e+07
721577	0.1	0	13500	14075000
721577	0.1	0	14000	14150000
721577	0.1	0	14500	14475000
721577	0.1	0	15000	14700000
217849	0.1	1	21602	14597500
217849	0.1	0	5000	8950000
217849	0.1	0	5500	9525000
217849	0.1	0	6000	9900000
217849	0.1	0	6500	10175000
217849	0.1	0	7000	10300000
217849	0.1	0	7500	10375000
217849	0.1	0	8000	10750000
217849	0.1	0	8500	11275000
217849	0.1	0	9000	11800000
217849	0.1	0	9500	12325000
217849	0.1	0	10000	12600000
217849	0.1	0	10500	12875000
217849	0.1	0	11000	13050000
217849	0.1	0	11500	13375000
217849	0.1	0	12000	13750000
217849	0.1	0	12500	13775000
217849	0.1	0	13000	1.4e+07
217849	0.1	0	13500	14225000
217849	0.1	0	14000	14150000
217849	0.1	0	14500	14225000
217849	0.1	0	15000	14650000
180263	0.1	1	21602	14097500
180263	0.1	0	5000	8750000
180263	0.1	0	5500	9325000
180263	0.1	0	6000	9750000
180263	0.1	0	6500	10275000
180263	0.1	0	7000	10350000
180263	0.1	0	7500	10375000
180263	0.1	0	8000	10250000
180263	0.1	0	8500	10375000
180263	0.1	0	9000	10900000
