semilla	subsamping	oficial	meseta	ganancia
999983	0.1	1	9809	12938750
999983	0.1	0	5000	10300000
999983	0.1	0	5500	10625000
999983	0.1	0	6000	10800000
999983	0.1	0	6500	11525000
999983	0.1	0	7000	12050000
999983	0.1	0	7500	12075000
999983	0.1	0	8000	12300000
999983	0.1	0	8500	12525000
999983	0.1	0	9000	12500000
999983	0.1	0	9500	12775000
999983	0.1	0	10000	12950000
999983	0.1	0	10500	12825000
999983	0.1	0	11000	12950000
999983	0.1	0	11500	12925000
999983	0.1	0	12000	12750000
999983	0.1	0	12500	12525000
999983	0.1	0	13000	12300000
999983	0.1	0	13500	12025000
999983	0.1	0	14000	11850000
999983	0.1	0	14500	11475000
999983	0.1	0	15000	11150000
687683	0.1	1	9809	13288750
687683	0.1	0	5000	10400000
687683	0.1	0	5500	10775000
687683	0.1	0	6000	11450000
687683	0.1	0	6500	11575000
687683	0.1	0	7000	12150000
687683	0.1	0	7500	12325000
687683	0.1	0	8000	12750000
687683	0.1	0	8500	13175000
687683	0.1	0	9000	13300000
687683	0.1	0	9500	13225000
687683	0.1	0	10000	13300000
687683	0.1	0	10500	13275000
687683	0.1	0	11000	13100000
687683	0.1	0	11500	12875000
687683	0.1	0	12000	12900000
687683	0.1	0	12500	12425000
687683	0.1	0	13000	1.2e+07
687683	0.1	0	13500	11575000
687683	0.1	0	14000	11200000
687683	0.1	0	14500	10675000
687683	0.1	0	15000	10250000
771941	0.1	1	9809	12888750
771941	0.1	0	5000	10350000
771941	0.1	0	5500	10775000
771941	0.1	0	6000	11300000
771941	0.1	0	6500	11825000
771941	0.1	0	7000	12150000
771941	0.1	0	7500	12525000
771941	0.1	0	8000	12550000
771941	0.1	0	8500	13125000
771941	0.1	0	9000	13150000
771941	0.1	0	9500	13075000
771941	0.1	0	10000	12750000
771941	0.1	0	10500	12675000
771941	0.1	0	11000	12800000
771941	0.1	0	11500	12525000
771941	0.1	0	12000	12300000
771941	0.1	0	12500	11925000
771941	0.1	0	13000	11650000
771941	0.1	0	13500	11425000
771941	0.1	0	14000	1.1e+07
771941	0.1	0	14500	10825000
771941	0.1	0	15000	10450000
273313	0.1	1	9809	13138750
273313	0.1	0	5000	10950000
273313	0.1	0	5500	11075000
273313	0.1	0	6000	11350000
273313	0.1	0	6500	12025000
273313	0.1	0	7000	12450000
273313	0.1	0	7500	12725000
273313	0.1	0	8000	1.3e+07
273313	0.1	0	8500	13325000
273313	0.1	0	9000	13200000
273313	0.1	0	9500	13225000
273313	0.1	0	10000	13050000
273313	0.1	0	10500	12675000
273313	0.1	0	11000	12450000
273313	0.1	0	11500	12175000
273313	0.1	0	12000	11950000
273313	0.1	0	12500	11775000
273313	0.1	0	13000	11550000
273313	0.1	0	13500	11225000
273313	0.1	0	14000	11200000
273313	0.1	0	14500	10925000
273313	0.1	0	15000	10450000
346469	0.1	1	9809	13138750
346469	0.1	0	5000	10700000
346469	0.1	0	5500	11325000
346469	0.1	0	6000	11750000
346469	0.1	0	6500	12275000
346469	0.1	0	7000	12650000
346469	0.1	0	7500	12525000
