Feature	Gain	Cover	Frequency
ctrx_quarter	0.264814145195156	0.0347778853823463	0.0371750590801672
cpayroll_trx	0.0646966605406384	0.0261756020552782	0.0114524631885112
mcuentas_saldo	0.0581052492205328	0.0270170499172924	0.0425377204144701
mtarjeta_visa_consumo	0.0418816890934789	0.0169086412947402	0.0179967278676604
mactivos_margen	0.0231365638966682	0.0219931236372514	0.023722959461916
mcaja_ahorro	0.0230933511431678	0.0150562501758044	0.0219960007271405
mrentabilidad_annual	0.020621245917327	0.0211312016156112	0.0299945464461007
mprestamos_personales	0.0196092186105718	0.0220939859638394	0.00899836393383021
Visa_status	0.0192844516087153	0.0158400753796596	0.00409016542446828
cliente_edad	0.0185630138318665	0.0375827927410106	0.0450827122341392
ctarjeta_visa_transacciones	0.0178948654718555	0.0158970607563288	0.0198145791674241
Visa_mpagominimo	0.0172210992072309	0.0298929318167164	0.0364479185602618
Visa_fechaalta	0.0157416851141777	0.0174751129345742	0.029630976186148
Master_fechaalta	0.0155462414349246	0.0202170487668442	0.028631157971278
mpayroll	0.0146287499384039	0.0337207022216671	0.0193601163424832
Visa_Fvencimiento	0.014588823111481	0.0190566880621794	0.0256317033266679
numero_de_cliente	0.0137864670527212	0.017902609473175	0.026177058716597
chomebanking_transacciones	0.0125081240667728	0.0145618056652582	0.023722959461916
Master_Fvencimiento	0.0122231195224407	0.0151885827512461	0.0256317033266679
mcuenta_corriente	0.011531364429006	0.0156086634337082	0.0187238683875659
mtransferencias_recibidas	0.0112713472491264	0.0173839960024549	0.0184511906926013
Master_mfinanciacion_limite	0.010496040877122	0.0103766683274572	0.0199054717324123
mrentabilidad	0.0104731081523471	0.0117524254020545	0.0183602981276132
Visa_mpagospesos	0.0103056476499851	0.0194035649120784	0.0198145791674241
Visa_mconsumospesos	0.0100396289059074	0.0180537525932673	0.0203599345573532
cproductos	0.00972488575607658	0.0104508030206236	0.0118160334484639
mpasivos_margen	0.00959337650361396	0.00978961512100466	0.0157244137429558
Visa_msaldototal	0.00952242818575015	0.00877795104382113	0.00999818214870024
mcomisiones_mantenimiento	0.00896508714688966	0.0071307120545386	0.00899836393383021
cliente_antiguedad	0.00879328275990904	0.0098713112664553	0.0186329758225777
ccomisiones_mantenimiento	0.00787550139109222	0.00923499643951786	0.00363570259952736
mcaja_ahorro_dolares	0.00758117557980557	0.00810823980262796	0.0149972732230504
Visa_cconsumos	0.00744100974496673	0.0169474653423591	0.015815306307944
Visa_mconsumosdolares	0.00714611655823681	0.00672106894494242	0.0120887111434285
mtransferencias_emitidas	0.00698899281643242	0.0197271559259654	0.0240865297218688
mcomisiones_otras	0.00669311877112943	0.00583542907249754	0.0114524631885112
Visa_mfinanciacion_limite	0.00662471102555719	0.00570576496411825	0.0122704962734048
thomebanking	0.00602482398627521	0.00387739482238863	0.00445373568442101
mcuenta_debitos_automaticos	0.00599798413630866	0.0113211147218027	0.00927104162879477
cprestamos_personales	0.0054137970265114	0.00710500836778045	0.00236320668969278
mcomisiones	0.00536445405446187	0.0046273223793556	0.00899836393383021
mttarjeta_visa_debitos_automaticos	0.00529278247557255	0.0077143330108697	0.00936193419378295
mautoservicio	0.00522849044424516	0.00922521762954032	0.0137247773132158
tcallcenter	0.0048941889936913	0.00343780186959056	0.0022723141247046
ctarjeta_master	0.00487886822127671	0.000230569397764338	0.00045446282494092
ctarjeta_debito_transacciones	0.00476155618353176	0.0151183218702823	0.0150881657880385
Master_msaldopesos	0.0045770201392903	0.00771562666842591	0.00545355389929104
ccomisiones_otras	0.00450105358522506	0.00444179947431915	0.00790765315397201
Master_status	0.0044711279515232	0.0097551136081354	0.00236320668969278
Master_mlimitecompra	0.00441012073492436	0.00840746375011014	0.00863479367387748
ccallcenter_transacciones	0.00435319290219255	0.00536721096274055	0.00299945464461007
Visa_msaldopesos	0.00432647450879074	0.0038696519716278	0.00918014906380658
ctransferencias_recibidas	0.00410884334166451	0.00602268719717121	0.00863479367387748
mpagomiscuentas	0.00398361949471514	0.0163906746527982	0.00872568623886566
mplazo_fijo_dolares	0.00342341560170333	0.0193101781121806	0.00390838029449191
Visa_fultimo_cierre	0.00332781828872074	0.016411542638064	0.00627158698418469
Master_msaldototal	0.00330885780146924	0.00688183334475627	0.00536266133430285
ctarjeta_visa_debitos_automaticos	0.00328030101944315	0.00838305610773026	0.00645337211416106
ctransferencias_emitidas	0.00326194892087599	0.0100676082862681	0.00990728958371205
ctarjeta_debito	0.00301780461934449	0.00311894153702533	0.00545355389929104
Master_mpagospesos	0.0030057438867859	0.0122588064097199	0.00663515724413743
Visa_mlimitecompra	0.00298186352391086	0.00523394991351768	0.00581712415924377
ccajas_otras	0.00279098694606734	0.0115673703141417	0.00190874386475186
Master_fultimo_cierre	0.0026734516377095	0.00851493996062484	0.00499909107435012
mtarjeta_master_consumo	0.00266078597462107	0.00536182629217444	0.00309034720959825
ccaja_ahorro	0.00262956899787229	0.0113793913692061	0.00345391746955099
ccuenta_debitos_automaticos	0.00247809135453601	0.00555716858316345	0.00372659516451554
Master_mconsumospesos	0.00229922608564558	0.00738010631788577	0.00499909107435012
ccaja_seguridad	0.00212320966107624	0.00725571231261373	0.00236320668969278
Visa_mpagosdolares	0.00207138684951251	0.0112487605978927	0.00490819850936193
Master_cconsumos	0.00173461476930649	0.00703445629452535	0.00372659516451554
mdescubierto_preacordado	0.00171740594424839	0.00826272686042546	0.00254499181966915
mextraccion_autoservicio	0.0016353904251158	0.00627221034890959	0.00409016542446828
tpaquete4	0.00159291405969573	0.0070032557565643	0.00181785129976368
matm	0.00146144149278261	0.00210332726933343	0.00299945464461007
ctarjeta_master_transacciones	0.00132086122271407	0.00132895149401158	0.00163606616978731
Visa_mpagado	0.0011531467863049	0.00707917817945315	0.00236320668969278
cextraccion_autoservicio	0.00114815042555623	0.00191622667491568	0.00236320668969278
cinversion2	0.00111162908835871	0.00773691950801821	0.00127249590983458
cpagomiscuentas	0.000926181326931012	0.00130479208112589	0.00272677694964552
Visa_msaldodolares	0.000791688866792452	0.00453425063996965	0.00263588438465734
Visa_mconsumototal	0.000782974542037476	0.00107153989536673	0.00127249590983458
mforex_sell	0.000773892524199101	0.00215729570291951	0.00136338847482276
matm_other	0.0007380396976005	0.00301138417456061	0.00309034720959825
ccajas_extracciones	0.000709060303158334	0.00174505811774472	0.00199963642974005
catm_trx	0.000691048835988599	0.00132510393685175	0.00154517360479913
ccajas_consultas	0.000685307318983914	0.0074890814526538	0.00163606616978731
cseguro_vida	0.000615958775413458	0.0024061362235489	0.000818033084893656
active_quarter	0.000586791011187054	0.000865170486463097	0.00109071077985821
Master_mpagosdolares	0.000502361205578808	0.000424069062123453	0.000636247954917288
mttarjeta_master_debitos_automaticos	0.000419432413354837	0.00278993243706335	0.000818033084893656
ccheques_depositados	0.00032835037887938	0.0032933466249089	0.000545355389929104
Master_mconsumosdolares	0.000300630159371957	0.000599808383538246	0.000636247954917288
Master_msaldodolares	0.000273108623412005	0.000284234704948874	0.000363570259952736
minversion2	0.000202070037656759	0.00111178171528896	0.000181785129976368
catm_trx_other	0.000140604622340251	0.000946243671356227	0.000363570259952736
Master_mconsumototal	0.000137607603303117	0.000265039881946826	0.000181785129976368
ccajas_depositos	0.000128659488794637	0.00379863208124905	0.000636247954917288
cforex	0.000128141401291162	9.69646461649074e-05	0.000272677694964552
mcheques_depositados	5.44509767136312e-05	0.000541102108164164	9.0892564988184e-05
cplazo_fijo	4.128978537374e-05	0.000485529730154133	9.0892564988184e-05
cforex_sell	4.12796181614732e-05	2.10493837422355e-05	9.0892564988184e-05
cseguro_vivienda	4.09046561867616e-05	0.000419290644360446	0.000272677694964552
mcaja_ahorro_adicional	3.93217220506754e-05	0.000377583315693724	9.0892564988184e-05
ctarjeta_master_debitos_automaticos	3.33175640303572e-05	8.43550652248654e-05	9.0892564988184e-05
Master_mpagado	2.87663211513541e-05	0.000381540666668282	0.000363570259952736
tcuentas	2.6608901786519e-05	0.00112349623795671	0.000181785129976368
cseguro_accidentes_personales	1.30832966125849e-05	1.67817458999499e-05	9.0892564988184e-05
Master_delinquency	9.05902531100095e-06	3.68119566228029e-05	9.0892564988184e-05
ctarjeta_visa	7.3282267413515e-09	1.88582810916661e-05	9.0892564988184e-05
Visa_cadelantosefectivo	3.9241385702893e-10	0.000187129236282459	0.000272677694964552
Visa_madelantodolares	2.3104389220367e-10	0.000122114590205268	0.000181785129976368
