Feature	Gain	Cover	Frequency
ctrx_quarter	0.238124079585853	0.0310300260187211	0.0294331773270931
cpayroll_trx	0.0661690581418997	0.02192308751736	0.0094123764950598
mcuentas_saldo	0.0479122038443069	0.0257647225492704	0.0367654706188248
mtarjeta_visa_consumo	0.0408003063025965	0.0155250963054615	0.0154446177847114
mcaja_ahorro	0.0270310992664576	0.0196760846949253	0.0245969838793552
ctarjeta_visa_transacciones	0.0261694222041968	0.0116394772405589	0.0170566822672907
mprestamos_personales	0.0229937054843829	0.0231044192268678	0.00951638065522621
mrentabilidad_annual	0.0226968342603917	0.0217513577978948	0.0285491419656786
mactivos_margen	0.0207872710964458	0.0202768999843415	0.0227249089963599
cliente_edad	0.0199197408919704	0.0364897352858251	0.0414976599063963
Visa_mpagominimo	0.0175686482836451	0.0251983106498119	0.0313052522100884
mcuenta_corriente	0.0174564277968935	0.0185792201168862	0.0211128445137806
Visa_status	0.0168914641132649	0.0157259169136779	0.00426417056682267
Master_fechaalta	0.016662058505049	0.0195409655036948	0.0289651586063443
Visa_Fvencimiento	0.0158969387437341	0.0245312497175332	0.0287571502860114
Visa_fechaalta	0.0158595021076828	0.0185037087765197	0.0282891315652626
numero_de_cliente	0.0147890531644056	0.0180621123103194	0.0263650546021841
Master_Fvencimiento	0.0145182247922581	0.0160298935211364	0.028393135725429
chomebanking_transacciones	0.0143560693850401	0.0167299834210783	0.0256370254810192
mpayroll	0.0142315309494939	0.0267243137086511	0.0165366614664587
mrentabilidad	0.012055519609844	0.014589632493273	0.0203848153926157
Master_mfinanciacion_limite	0.0117677824206933	0.0129363977390665	0.022516900676027
mpasivos_margen	0.0117212268091781	0.0111166197883892	0.0182527301092044
mtransferencias_recibidas	0.0112950889878664	0.0185140981996762	0.0203848153926157
cliente_antiguedad	0.0110680728503852	0.0125672903959231	0.0224128965158606
Visa_mpagospesos	0.0108740317977426	0.0168204408165351	0.0197607904316173
Visa_mconsumospesos	0.0105168930203997	0.0185911565524881	0.0207488299531981
mcaja_ahorro_dolares	0.00997863174746205	0.0106260404737383	0.0168486739469579
cproductos	0.00932688386342857	0.0115541610159402	0.0115964638585543
Visa_mconsumosdolares	0.00809259613220728	0.00962338240274981	0.0147165886635465
Visa_msaldopesos	0.00767865741324873	0.00695627877645501	0.0107124284971399
Visa_cconsumos	0.00755668906492155	0.0119224986322073	0.0144045761830473
mtransferencias_emitidas	0.00749248229668912	0.0204416983825739	0.0245969838793552
ccomisiones_mantenimiento	0.00703067205565861	0.00771973445732942	0.00384815392615705
Visa_msaldototal	0.00701969298355392	0.00905114023163274	0.012532501300052
mcomisiones_mantenimiento	0.00677271571640349	0.00987149901115607	0.00956838273530941
Visa_mfinanciacion_limite	0.00641538558596231	0.00676406373991103	0.0118564742589704
mcomisiones_otras	0.00640121785784278	0.00576541177606912	0.0114404576183047
mcomisiones	0.00576903842764637	0.0045591666153253	0.00956838273530941
ctarjeta_debito_transacciones	0.00572498994860356	0.0136625550506678	0.0137805512220489
thomebanking	0.00550971027451646	0.00238755797351977	0.00369214768590744
mttarjeta_visa_debitos_automaticos	0.00536750650520234	0.00900097066842358	0.0108164326573063
mcuenta_debitos_automaticos	0.00517280606040408	0.0117600862613132	0.00800832033281331
Master_msaldopesos	0.00500637332752174	0.0118485065890794	0.00707228289131565
mautoservicio	0.00488580325125332	0.00964191127819377	0.0136245449817993
ccallcenter_transacciones	0.0048377031027171	0.00498255041139414	0.00239209568382735
Master_mlimitecompra	0.00476000437594461	0.00908958878198287	0.00894435777431097
Master_status	0.00471890766333367	0.00455808698204712	0.00130005200208008
ccomisiones_otras	0.00461890826445293	0.00568449723018319	0.00800832033281331
ctransferencias_recibidas	0.00438446799048071	0.00701756339732273	0.00878835153406136
tcallcenter	0.00414367516552145	0.0038160891700493	0.00218408736349454
Visa_mlimitecompra	0.00406663073225795	0.00630505078588012	0.00748829953198128
ctransferencias_emitidas	0.00376747302591847	0.0118933812880316	0.0093603744149766
ctarjeta_master	0.00341137166238014	0.000249760624074899	0.00046801872074883
mtarjeta_master_consumo	0.00333324243573652	0.00508226594566228	0.00322412896515861
mpagomiscuentas	0.00318581947414462	0.0108106602838714	0.00603224128965159
Master_msaldototal	0.00310505866855049	0.00667817431442704	0.00494019760790432
ctarjeta_visa_debitos_automaticos	0.00308173673713857	0.00823388177591057	0.00546021840873635
Master_mpagospesos	0.00300994016434121	0.00997135438123971	0.00660426417056682
ccaja_ahorro	0.00299956992677512	0.0102203037056283	0.00343213728549142
mplazo_fijo_dolares	0.00297179351777605	0.0169571145789036	0.00353614144565783
Visa_fultimo_cierre	0.00293637133139986	0.0155438846960225	0.00587623504940198
ccuenta_debitos_automaticos	0.00291870069208978	0.00517786829130353	0.00395215808632345
ctarjeta_debito	0.00282312865401996	0.00300423517962865	0.00499219968798752
Visa_mpagosdolares	0.00257841789183359	0.0096542924168845	0.0046281851274051
Master_fultimo_cierre	0.00224959135169692	0.00365039884607485	0.00369214768590744
Master_mconsumospesos	0.00216613267920343	0.00650443650226004	0.00525221008840354
ccajas_otras	0.00215314563395217	0.0121072192249101	0.00218408736349454
cprestamos_personales	0.00213773620255243	0.0106013600821947	0.00296411856474259
mdescubierto_preacordado	0.00213479831357949	0.00792508650183707	0.00280811232449298
ccaja_seguridad	0.00195553756746625	0.00811434356995962	0.00249609984399376
mextraccion_autoservicio	0.00190707116018123	0.00610766686329136	0.00431617264690588
Master_cconsumos	0.00184555634695021	0.00905409064136144	0.00410816432657306
Visa_mconsumototal	0.00174033468135298	0.00269599672925287	0.00322412896515861
matm	0.00165227369758228	0.00295923702202851	0.00343213728549142
cextraccion_autoservicio	0.00146998464884406	0.00243795681707506	0.00322412896515861
Visa_mpagado	0.0013885340528185	0.00833073256563429	0.00244409776391056
ctarjeta_master_transacciones	0.0011820427861634	0.00200126846202038	0.0016120644825793
cpagomiscuentas	0.00114168940532756	0.00274691964217073	0.003068122724909
ccajas_extracciones	0.00103051693948813	0.00178697448401387	0.00182007280291212
mforex_sell	0.000910197166512535	0.00301959570303688	0.00213208528341134
tpaquete4	0.000898341612084231	0.00561226888202544	0.00135205408216329
catm_trx	0.000882499305415002	0.00163848900447362	0.00202808112324493
cinversion2	0.000829800405043196	0.00474082467769057	0.000832033281331253
Visa_msaldodolares	0.00080795806140799	0.00453521563763012	0.00239209568382735
ccajas_consultas	0.000772767297005425	0.00396614559789515	0.00114404576183047
cseguro_vida	0.000741958742567532	0.00415963175459978	0.00124804992199688
mttarjeta_master_debitos_automaticos	0.000710874237057004	0.0033940747571466	0.0015080603224129
Master_mconsumosdolares	0.000572558447415278	0.000658833295242771	0.00093603744149766
Master_mpagosdolares	0.000551507641837851	0.000607160811962584	0.00109204368174727
matm_other	0.000526917472194115	0.00214291332464054	0.00223608944357774
active_quarter	0.000523651849369841	0.00305973362121203	0.00124804992199688
Master_mconsumototal	0.00033435916757023	0.000742229611908181	0.000676027041081643
cforex	0.000265674599165815	0.000225359904162327	0.000520020800832033
catm_trx_other	0.000230239883681462	0.00109342033371868	0.00078003120124805
ccajas_depositos	0.000212513248533293	0.0051606382512269	0.00093603744149766
Master_mpagado	0.000150870219888029	0.000185982894388604	0.000208008320332813
cplazo_fijo	0.000148345179537613	0.00132603406333697	0.000416016640665627
minversion2	0.000146282050053295	0.000592989522877111	0.000104004160166407
cseguro_vivienda	0.000119496487176417	0.000406080688629158	0.000364014560582423
Master_msaldodolares	0.000107920169805706	0.000103453307822829	0.000208008320332813
cseguro_accidentes_personales	0.000102983238698964	0.000178031149637292	0.00015600624024961
ccheques_depositados	0.000100863477543355	0.000889484284315667	0.00015600624024961
tcuentas	8.5330712624187e-05	0.00385443189870122	0.000676027041081643
ctarjeta_master_debitos_automaticos	5.85859177028255e-05	0.000101200817389473	0.000104004160166407
Master_madelantopesos	4.3147004492012e-05	5.84475915299582e-05	0.000104004160166407
mcaja_ahorro_adicional	2.23821394865555e-05	0.000212440838505689	5.20020800832033e-05
Visa_cadelantosefectivo	3.15060829850241e-10	0.000254350010343756	0.00031201248049922
Visa_madelantodolares	7.84937492848881e-11	2.73649872446115e-05	5.20020800832033e-05
