Feature	Gain	Cover	Frequency
ctrx_quarter	0.183152262058134	0.0245466275675592	0.0148953301127214
mtarjeta_visa_consumo	0.110465804520457	0.0188562111131489	0.0181159420289855
cpayroll_trx	0.0860090973292079	0.0442451091308748	0.0193236714975845
mcaja_ahorro	0.0787946474521405	0.0191590924276385	0.0177133655394525
mpayroll	0.064994458237204	0.0271753187058765	0.0169082125603865
ctarjeta_visa_transacciones	0.0620214114250335	0.0145260373591789	0.0161030595813205
mcuentas_saldo	0.061816172670142	0.055669910995588	0.0531400966183575
mpasivos_margen	0.0363698215801981	0.0191674321447828	0.0213365539452496
mprestamos_personales	0.0323615471178153	0.0546069802358785	0.0314009661835749
mactivos_margen	0.0226993417400297	0.0458729481509089	0.0426731078904992
mautoservicio	0.0181350577381993	0.00896303620979781	0.00966183574879227
Visa_mpagominimo	0.0164091810862542	0.0377846929446468	0.0402576489533011
mrentabilidad_annual	0.0157614936943971	0.0354581044740095	0.0410628019323672
Visa_msaldototal	0.0138183679455742	0.00621288846361477	0.00966183574879227
cproductos	0.0128171488954705	0.0291502702773235	0.0269726247987118
mcuenta_corriente	0.0124582442411895	0.0084476867698301	0.0165056360708535
ccomisiones_mantenimiento	0.0106134727532328	0.00467857721983026	0.00644122383252818
mtransferencias_recibidas	0.00841367213113857	0.0197352418890083	0.0257648953301127
Master_fechaalta	0.00826149216287398	0.027490863276374	0.03743961352657
tcallcenter	0.0081735734172652	0.0191298398964462	0.00966183574879227
Visa_status	0.0076976537174531	0.0296520630665229	0.0144927536231884
Visa_fechaalta	0.00767463896879605	0.0327052724454041	0.0289855072463768
mcuenta_debitos_automaticos	0.00670536991781567	0.0180892399076063	0.0165056360708535
ccallcenter_transacciones	0.00660691460046068	0.0178409704214535	0.00885668276972625
cprestamos_personales	0.00649648944274175	0.00364519815561357	0.00322061191626409
Visa_msaldopesos	0.00637955462610214	0.0106445772708439	0.0124798711755234
thomebanking	0.00604244437241156	0.0145804770655893	0.0173107890499195
mtarjeta_master_consumo	0.0052458977926738	0.0189433089060081	0.00966183574879227
cliente_edad	0.00457705196493884	0.0230745220075751	0.0273752012882448
mcomisiones_mantenimiento	0.0045427332388464	0.0126339092194208	0.0136876006441224
chomebanking_transacciones	0.00441854518088163	0.0250386176032405	0.0225442834138486
ccomisiones_otras	0.00428496460928977	0.00466043474916787	0.00684380032206119
Visa_Fvencimiento	0.00386874145093346	0.0129747106335352	0.0213365539452496
mcomisiones	0.00371182950495129	0.00637573219847829	0.0112721417069243
ctarjeta_master	0.00348771647053048	0.00580286534813184	0.00402576489533011
ctarjeta_debito_transacciones	0.00341660565056462	0.00924745130047787	0.0072463768115942
Visa_mconsumospesos	0.00333871820547002	0.016738357361445	0.0225442834138486
Visa_mpagospesos	0.00274725141440146	0.00808823881369765	0.0144927536231884
Master_mfinanciacion_limite	0.00259219388205826	0.0114936178501126	0.0148953301127214
Master_Fvencimiento	0.00257660721292482	0.00840746761304657	0.0177133655394525
mdescubierto_preacordado	0.00254745335807521	0.0176173840391633	0.00805152979066022
Visa_mconsumosdolares	0.00240130268957302	0.00937750171023625	0.0140901771336554
Master_status	0.00233347461768118	0.00800184180296701	0.00483091787439614
numero_de_cliente	0.00218371811646475	0.0103253402752128	0.0157004830917874
mcomisiones_otras	0.00208525618781423	0.00620060633472948	0.0112721417069243
