fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	bagging_fraction	bagging_freq	min_gain_to_split	min_data_in_leaf	num_leaves	max_bin	lambda_l1	lambda_l2	ratio_corte	iteracion_bayesiana	ganancia
20211119 035842	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	103	TRUE	0.0772112887068652	0.633040470168344	0.440976799814962	52	5.39393354603089	3644	287	16	41.9139528233791	28.7003108416684	0.045345752470856	1	5777500
20211119 035929	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	120	TRUE	0.0638561918716878	0.490051603609463	0.628601355638239	33	8.63077310888912	4678	222	59	58.2743513252353	35.0992320541991	0.049479885851054	2	5710000
20211119 040000	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	228	TRUE	0.053631811184343	0.616793097302434	0.321516701575019	92	2.4939877485449	4891	626	48	62.5339758832706	7.70540009252727	0.0418560083017415	3	5298750
20211119 040054	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	255	TRUE	0.0649580881008878	0.188847564625903	0.525633688253001	65	4.35836993559496	4179	428	40	72.9761936335126	76.0679731407436	0.0455047576008637	4	5753750
20211119 040132	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	270	TRUE	0.0596981963715516	0.684549638818135	0.460339306706446	45	10.3154991645715	4463	456	32	56.6177283204161	86.3766502786893	0.0469441724619852	5	5738750
20211119 040216	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	216	TRUE	0.0814079891266301	0.122113602834288	0.720087474111351	73	12.208644871891	2419	702	79	83.657208160148	66.5474609675584	0.0374540768078465	6	6056250
20211119 040344	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	478	TRUE	0.0370904281623662	0.220554879714618	0.268313526206766	47	8.03931231232127	5277	806	23	5.9139002172742	58.9967821585014	0.0423748671470295	7	5271250
20211119 040431	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	244	TRUE	0.0425378292985261	0.706787938707275	0.557114808029728	43	3.48374241901911	2674	527	14	76.2592554138973	55.1486357825343	0.0416133162612036	8	5935000
20211119 040530	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	150	TRUE	0.0729224329879507	0.451372505624895	0.966772640548879	81	9.41918623389211	3284	485	66	16.0201930964831	15.6235898798332	0.0408601340664307	9	5947500
20211119 040628	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	192	TRUE	0.0868931377436966	0.428298536380753	0.409260381701752	51	9.30415933820768	2405	886	49	49.9653130106162	30.0597474625101	0.045086323048212	10	5616250
20211119 040742	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	237	TRUE	0.0753886611745693	0.588525713939453	0.765004214519286	58	11.5485133790353	7210	369	75	86.0605055728229	72.1028452168684	0.0413120433832944	11	5730000
20211119 040924	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	248	TRUE	0.0518244750862941	0.661890516920248	0.578564339256845	55	5.66487111820607	197	755	89	46.0491000587353	96.2653003999731	0.0364414651904296	12	6157500
20211119 041015	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	279	TRUE	0.0440727587295696	0.166049595270888	0.191349130745512	27	3.16444908210542	3056	254	58	39.1443043027539	19.5963954541367	0.0501744872084557	13	4656250
20211119 041158	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	428	TRUE	0.0602242690701969	0.260191394407302	0.985635153515614	63	5.18634032297996	4313	729	97	27.9925695084967	74.2336370307021	0.0511368866795545	14	5862500
20211119 041325	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	467	TRUE	0.0246056039431132	0.915117244710564	0.745458392691798	29	13.7637384218106	6250	637	21	71.3550832035253	64.4328685378423	0.0429020946833706	15	5842500
20211119 041421	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	363	TRUE	0.0304838866987266	0.794787592208595	0.372538100624806	61	12.4126980413566	1400	128	36	60.8291597384959	53.2481842301786	0.042249336781234	16	5740000
20211119 041506	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	337	TRUE	0.0289563614106737	0.751851371211233	0.225335315002012	7	0.833390601648716	901	571	26	33.4818493574858	46.0077803838067	0.0400985831806047	17	5861250
20211119 041531	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	220	TRUE	0.089555052950047	0.763627800893737	0.337376327044913	74	2.6752128021908	5893	197	54	26.4139596722089	60.9916995838284	0.0435799586586662	18	5541250
20211119 041715	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	380	TRUE	0.0408753442326561	0.511625690373476	0.430619845518377	66	3.90560352330795	5053	937	84	98.0315337347565	43.2191358553246	0.0355711213209142	19	5687500
20211119 041737	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	85	TRUE	0.0697080600485206	0.952851827978156	0.286700245804386	24	14.5412454947073	728	423	44	8.46848788787611	94.0301806532079	0.0410777200338095	20	5465000
20211119 041814	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	213	TRUE	0.0919250850472599	0.909732682515751	0.606713318132097	37	7.6163593736419	6428	885	9	69.148093292024	69.3198548036162	0.0333199434276485	21	6373750
20211119 041910	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	176	TRUE	0.0799933724794537	0.280214131191606	0.93391901707917	18	1.93744662878453	2085	550	45	67.0207212795503	50.5354598775739	0.0463332580151139	22	5830000
20211119 042022	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	345	TRUE	0.0468172300169244	0.30299030306167	0.185910197612247	31	13.055709465465	7093	340	7	31.0906454542419	81.5684952313313	0.0516390081427364	23	4787500
20211119 042106	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	396	TRUE	0.0340719167562202	0.878602939317934	0.369276376652415	35	6.73730829221313	6006	188	77	50.3600267902948	7.24404454580508	0.0460905659745759	24	5466250
20211119 042144	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	63	TRUE	0.0929944719681516	0.567022794033401	0.640880738156848	80	11.736900498101	1608	153	19	53.4001173713477	26.2498806545045	0.0465592126735457	25	5196250
20211119 042301	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	155	TRUE	0.0850392989874817	0.404582544335281	0.896013501686393	94	1.63401116579189	240	692	94	94.3773648224305	3.04205855820328	0.0451114291213711	26	6012500
20211119 042333	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	232	TRUE	0.0553383309738711	0.994182112956769	0.487574170288281	99	9.90944048939855	7622	958	99	13.4226591500919	11.5191996115027	0.0438393880813102	27	5502500
20211119 042447	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	249	TRUE	0.095226138769649	0.463403324764222	0.676180879769963	90	14.6651832688367	6825	314	92	2.74123185314238	41.8358747725142	0.0395964617174228	28	5986250
20211119 042652	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	404	TRUE	0.0273561875359155	0.841173230904387	0.917231267439201	39	10.992735707463	1636	1006	68	36.4807679527439	48.9147520752158	0.0448352623166211	29	5903750
20211119 042756	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	456	TRUE	0.0336579369953834	0.71586252931389	0.534466689323308	13	0.332291825761786	5419	505	62	80.807887588162	98.1852931599133	0.044316403471333	30	5531250
20211119 042940	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	337	TRUE	0.0705758534870111	0.544159007313428	0.804572753501707	10	8.38159732252825	7974	111	33	10.7493611704558	20.9478068456519	0.0477308294209703	31	5921250
20211119 043008	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	59	TRUE	0.0669820741354488	0.329462330547394	0.236560634545749	20	6.92468038052903	504	395	3	78.903603926301	84.0333194943378	0.039646673863741	32	5128750
20211119 043047	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	153	TRUE	0.0976404055687599	0.201722168400302	0.696019458021619	86	6.14297093011555	5745	776	29	19.6754451195011	90.6331924872939	0.0408182906111655	33	5803750
20211119 043245	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	566	TRUE	0.0214674816438928	0.361144300327287	0.151173795727664	97	10.8040980268561	3924	822	81	24.6984934119973	79.614286624128	0.0433958474554995	34	5168750
20211119 043423	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	347	TRUE	0.0394826224381104	0.39123397488147	0.844858482249547	70	13.3588385596813	6671	913	12	95.1867122563999	24.4087509973906	0.0415045232775142	35	5801250
20211119 043504	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	151	TRUE	0.0823455506684259	0.966434905705974	0.779004517733119	9	0.495213480200619	3479	858	72	0.221398339490406	34.4309895724291	0.043529746512348	36	6148750
20211119 043517	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	93	TRUE	0.0560451432415284	0.853456300899852	0.129401025179541	84	4.87104052593349	1055	674	71	89.6817552729044	0.466505853109993	0.0368766371251872	37	5292500
20211119 043625	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	472	TRUE	0.0483056873045862	0.133487197674112	0.112888089407934	5	7.41892948854365	7569	994	38	22.1903235831996	14.1926630306989	0.0433037918539161	38	5082500
20211119 050252	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	213	TRUE	0.0986230524769053	0.819128756229184	0.880011681530159	17	13.8826455186645	1987	604	87	91.6410282830475	87.9820904298685	0.0457976617877198	39	6410000
20211119 050420	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	329	TRUE	0.0237919538500719	0.249241321863956	0.830768281201599	77	1.20638712728396	2841	262	53	43.5122280952055	39.9761258176295	0.0469943846083034	40	5331250
20211119 050504	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	103	TRUE	0.0972931779642318	0.850978438955953	0.836375042593094	21	8.7729709682204	1688	968	89	70.7579215529252	83.1499715660431	0.0458395052429849	41	5603750
20211119 050600	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	277	TRUE	0.0843402370141427	0.955505340406949	0.631937861232122	25	9.02868418423839	2791	783	32	45.9411484561814	53.8410388959927	0.0443917216908103	42	5720000
20211119 050637	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	86	TRUE	0.0973475178455372	0.76994749392024	0.870229682920873	40	13.3418873435778	1576	621	98	91.243321773858	78.778243524311	0.0449022118450453	43	5893750
20211119 050736	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	219	TRUE	0.0989132180075373	0.868042106014637	0.887160124500401	11	13.2195399038586	3099	563	87	48.8006927868497	67.7035357014422	0.0435883273497192	44	5890000
20211119 050806	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	152	TRUE	0.0880264541239278	0.677392617011077	0.616201330251245	44	7.02675112887533	6753	857	27	71.0841981253254	86.193739927155	0.044567464202924	45	5643750
20211119 050854	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	252	TRUE	0.0489507962629542	0.950101772071031	0.609497006885516	36	12.7247444636823	4126	891	15	84.0134829968226	60.8051794209956	0.0436385394960374	46	5932500
20211119 050928	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	148	TRUE	0.0999958190125875	0.924758656444154	0.693915380356081	36	2.81018135592848	6083	894	23	53.3849186838701	83.6117685892641	0.0331274635334287	47	6152500
