fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	early_stopping_rounds	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	gleaf_size	gnum_leaves	acumulaciones	pos_ratio_actual	gan_validate	gan_test	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211119 193803	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	142.8	230	TRUE	0.132305999654324	0.569559280932287	391	255	63.0595028102706	0.464180102245613	10	0.0381553731180906	6675875	5910875	0.0345124819027056	6845000	6295000	24
20211119 194815	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	542.6	222	TRUE	0.177347496672529	0.570066964541559	458	7	61.4644677036621	0.0155596154146927	10	0.0357410057492908	6551500	5791500	0.0318177633836292	6597500	5697500	25
20211119 200033	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	376.3	271	TRUE	0.0561826910031631	0.567526024227271	396	134	62.9284679059603	0.24794233733657	10	0.0384817520691589	6917125	6017125	0.038487610152896	7101250	6251250	26
20211119 200805	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	164.5	224	TRUE	0.164733877169483	0.573987537447584	404	147	62.7340320904239	0.276664419197496	10	0.0372724762119957	6807750	5722750	0.0345626940490238	7187500	6037500	27
20211119 202009	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	155.5	262	TRUE	0.0644789545071198	0.689396130094598	235	623	68.1509172278992	0.682097477916483	10	0.0337099244307198	6734875	5774875	0.0343283706995389	6722500	5972500	28
20211119 203311	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	622.4	280	TRUE	0.0499839408329992	0.337312928651896	1936	47	46.9879180837213	0.422953867061015	10	0.0373737373737374	6722625	6007625	0.0403873030219343	6717500	5967500	29
20211119 205506	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	848.4	349	TRUE	0.0266770293673803	0.570506954452609	412	114	62.5432863793795	0.218199116452489	10	0.0372331433640464	7083625	6223625	0.0347049617969253	7066250	6116250	30
20211119 210510	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	254.2	228	TRUE	0.138694965406894	0.6255821042191	11	392	98.3671285728365	0.0201047020704672	10	0.0378415472036019	6167750	5347750	0.0295916915635225	6580000	5530000	31
20211119 211554	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	754.2	243	TRUE	0.0925861942827748	0.198491893163067	12581	9	27.757502024509	0.480419312293583	10	0.0354706970282778	6261875	5816875	0.04106516699723	6066250	5866250	32
20211119 212234	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	260.3	224	TRUE	0.164516930541	0.662013718123897	1740	67	48.0639211312868	0.541472682296839	10	0.0372691287355745	6758250	5753250	0.0391152619818734	6757500	6007500	33
20211119 213036	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	496.6	243	TRUE	0.0923109847439593	0.857807964563812	2512	30	44.3539152661152	0.349813159835995	10	0.0378490790255496	6756625	5906625	0.0367050789586001	6667500	5917500	34
20211119 215247	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	299.2	242	TRUE	0.0950512956762361	0.120798904492287	11	16047	98.57459214909	0.822903426755748	10	0.0383436686667838	6037750	5077750	0.0375670541370624	6238750	5238750	35
20211119 220018	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	166.8	235	TRUE	0.112996743687922	0.209020589044085	319	669	65.1028161830828	0.99357120455012	10	0.0380198003230315	6636125	5651125	0.0424376323299273	6761250	5661250	36
20211119 220832	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	146.5	232	TRUE	0.123106886641085	0.739860316063417	521	313	60.1785868331604	0.758860719150766	10	0.0369787351560342	6806625	5866625	0.0343367393905919	6921250	5821250	37
20211119 221436	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	231.5	230	TRUE	0.130407606169335	0.761312945929263	3326	65	41.5098623279668	0.997742804165611	10	0.0399069401554903	6554250	5609250	0.0445883859305566	6490000	5740000	38
20211119 221944	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	160.8	221	TRUE	0.189649143937747	0.745480968631758	1667	66	48.4936859105527	0.514521300580518	10	0.0364021323424803	6567750	5717750	0.0311566367904396	6796250	5896250	39
20211119 222648	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	267.3	222	TRUE	0.180709188660132	0.362176299802004	6223	31	35.1063215278648	0.88447009327664	10	0.0391269781493477	6560750	5560750	0.0461616998485267	6605000	5655000	40
20211119 223317	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	211.1	227	TRUE	0.143047165446901	0.853160652756179	2077	102	46.2756492612511	0.981201271375047	10	0.0363694944473735	6637625	5672625	0.0436929359878821	6673750	5923750	41
20211119 224241	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	286	254	TRUE	0.0736480277631944	0.227864002532046	98	411	76.8912127220817	0.187832865938938	10	0.0393797126191492	6723000	5708000	0.037985488689714	7026250	5676250	42
20211119 225443	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	904.9	221	TRUE	0.182974175354769	0.295527386989165	17066	2	24.4837336674705	0.0435307990251784	10	0.039199785761509	5264875	4819875	0.0350564468211527	5163750	4813750	43
20211119 230956	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1356	300	TRUE	0.0396949928540224	0.747427152512455	9450	11	30.7730653745681	0.481248323911696	10	0.0406475693136836	6443625	5853625	0.0354414066095922	6206250	6106250	44
20211119 231712	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	106.4	223	TRUE	0.173644856554945	0.527651091109915	626	250	58.3349197305553	0.727856229287307	10	0.0387897198999105	6731125	5681125	0.0368055032512365	7152500	6102500	45
20211119 233418	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1201.8	332	TRUE	0.0302692509675585	0.165416720178188	1070	48	52.9565288459137	0.2378865412189	10	0.0383796540383119	6912375	6027375	0.0403454595666692	6973750	5923750	46
20211119 234202	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	305.9	251	TRUE	0.0783983245842159	0.203095692278608	1006	122	53.5756631920673	0.571788896290532	10	0.0360431154963052	6851375	6026375	0.0361443766580469	7001250	6051250	47
20211119 235707	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	205	291	TRUE	0.0437842513430957	0.193466951392218	93	2134	77.4759969807975	0.925107965852045	10	0.0356933042102885	6713625	5718625	0.0293071560677194	6672500	5622500	48
20211120 000503	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	214.1	229	TRUE	0.135626396238385	0.36400545223474	404	196	62.7288661486842	0.36897987964011	10	0.0379746093913451	6692875	5682875	0.0385545596813202	6841250	5991250	49
20211120 001612	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	109.5	221	TRUE	0.184250350141935	0.624385840442032	181	1083	70.767970792409	0.912864599753681	10	0.0361351710978886	6532625	5367625	0.0397345451197978	6765000	5715000	50
20211120 003834	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1008.5	333	TRUE	0.0300163430689508	0.492401831699815	3151	48	42.057138521038	0.694249953537956	10	0.0373829429338957	6726250	5841250	0.0442787443615944	6586250	5886250	51
20211120 004951	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	697.7	233	TRUE	0.120859508982273	0.332369927852275	1444	11	49.9420690272376	0.0759345916428883	10	0.0382248332538308	6595500	5760500	0.0369728770722971	6577500	5727500	52
20211120 014843	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	607.2	382	TRUE	0.0219118227856839	0.394106158206239	17	5845	94.3951280958392	0.463187812016709	10	0.0373352413948934	6563375	5598375	0.0363452252433197	6521250	5521250	53
20211120 015618	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	791.3	230	TRUE	0.132619270358612	0.950628323725401	5283	5	36.7885369541682	0.113712012882859	10	0.0383076832952558	6388125	5913125	0.0445046990200263	6252500	5902500	54
20211120 020636	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	699.6	235	TRUE	0.112139656749936	0.202309902985441	5934	14	35.5964036242478	0.381896020148576	10	0.037105102390935	6497750	5802750	0.0334663955210765	6351250	5751250	55
20211120 021608	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	267.9	235	TRUE	0.113855594904837	0.186227636905201	58	707	82.1248164601438	0.191117319201853	10	0.0378482421564443	6416750	5491750	0.0371151448201987	6706250	5756250	56
20211120 022853	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	812.5	304	TRUE	0.038224068785687	0.821645190026774	2696	34	43.6390929350629	0.430818459506715	10	0.0401688801854502	6670125	6060125	0.0383620797871005	6770000	5970000	57
20211120 024302	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	210.7	254	TRUE	0.0736229764353763	0.506794782704278	202	867	69.6768101063929	0.816332533551019	10	0.0363937636514273	6724000	5664000	0.0409396366314345	6735000	5985000	58
20211120 025058	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	596.4	250	TRUE	0.0795926816358091	0.812421294639236	1361	22	50.5412963249721	0.141918266568023	10	0.0376314930581708	6754125	5999125	0.0427054304436243	6771250	6171250	59
