fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	max_bin	num_iterations	early_stopping_rounds	force_row_wise	learning_rate	feature_fraction	bagging_fraction	bagging_freq	min_gain_to_split	max_bin	lambda_l1	lambda_l2	min_data_in_leaf	num_leaves	gleaf_size	gnum_leaves	acumulaciones	pos_ratio_actual	gan_validate	gan_test	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211122 153517	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	25	221	TRUE	0.187018962516333	0.781928235529922	0.770147668566206	917	26.646586987772	209	182.888952831272	133.849669665797	17	4575	94.277404373046	0.362585298969003	10	0.0491986978316721	5046375	4711375	0.0521620513335509	5158750	4908750	26
20211122 153635	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	19.6	238	TRUE	0.104735317057348	0.94057001189969	0.541007327970001	463	48.7545735368622	7	156.724371808814	193.290794221684	98	888	76.9368819999509	0.405807627134665	10	0.0379084967320261	4427750	4592750	0.0378181148686534	4301250	4501250	27
20211122 153927	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	115.7	241	TRUE	0.0966215414139442	0.107921785218641	0.432043955473346	166	33.8088189184782	116	28.9036026108079	160.419391219039	426	13	62.2043222528882	0.0250406668334035	10	0.0459985103729926	4404375	4524375	0.0481032361728302	4565000	4415000	28
20211122 154410	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	99.3	271	TRUE	0.0556717456071638	0.551715011495398	0.924884416684508	185	42.5402499877964	248	39.5785024832003	41.2902435834985	4209	48	39.1134517090395	0.932213375316234	10	0.047310721130108	5313375	5068375	0.0473584226691103	5226250	5126250	29
20211122 154734	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	336.4	394	TRUE	0.0205375457373448	0.818533670424949	0.51725978128612	214	16.1777090432588	135	143.521169099258	128.117312234826	13488	9	27.0160099398345	0.584064006846922	10	0.0421999615040212	3666750	4001750	0.0433581883457608	3573750	4073750	30
20211122 155049	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	38.7	265	TRUE	0.0607548441132531	0.330559209320927	0.318353293696418	728	45.1953951315954	262	177.153123506578	14.281515768962	2082	11	46.2509227041155	0.102581095880014	10	0.0452955403245378	3419375	3509375	0.0449900831011022	3430000	3530000	31
20211122 155351	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	36.1	220	TRUE	0.192052908004145	0.390393826080253	0.933137268297723	838	48.1691072892863	141	4.2452977260109	81.7734529578593	3658	33	40.5409192647785	0.566613448508142	10	0.0451105922522658	5087000	4887000	0.0412409095093436	5340000	5040000	32
20211122 155641	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	287.9	317	TRUE	0.0341634908083361	0.705144040514715	0.138528650041553	527	0.664618880837224	32	19.28897425998	95.627318834886	12	8079	98.2931898869574	0.451953619440901	10	0.0410308553639125	5381375	4811375	0.0347049617969253	5316250	4866250	33
20211122 155746	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	25.1	227	TRUE	0.143106756360852	0.827018531127251	0.194292197552859	878	40.2822332599317	279	9.1485788335558	93.8631148682907	50	236	83.7342006359249	0.0550600675590686	10	0.0525344580854109	4228125	4073125	0.0606227979881667	4245000	3945000	34
20211122 160130	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	61.5	288	TRUE	0.0452643418182852	0.268260503403144	0.622740607177839	603	35.0605671020458	219	187.516973640304	183.39010435855	12	17818	97.750447856728	0.99672876609891	10	0.0398332956742236	4515250	4390250	0.0386131405186915	4482500	4382500	35
20211122 160328	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	67	247	TRUE	0.0844724585483782	0.999675826363964	0.891125599420047	869	7.05421121965628	294	194.66119851917	36.7924589733593	252	822	67.4485924276523	0.965033695792023	10	0.0471015038537822	5454625	5199625	0.0459273764990418	5440000	5290000	36
20211122 160428	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	18	225	TRUE	0.158683690582402	0.870305344733642	0.149073354652501	33	32.8378237507422	193	67.9639937530737	76.4676809019875	6453	31	34.7331191296689	0.924353310710983	10	0.0416576703237847	3362750	3702750	0.0452327751416401	3443750	3593750	37
20211122 161118	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	1149.6	344	TRUE	0.027608868760406	0.860773703557788	0.787999046365148	724	24.4258827567683	18	11.4668382401578	16.9235516118351	18190	2	23.7886587772518	0.115468814981228	10	0.0467048278978685	4348875	4158875	0.0537102591783619	4227500	3927500	38
20211122 161506	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	83.3	233	TRUE	0.121062012989074	0.501205814392306	0.405219476256752	949	4.98362391459523	45	102.960974425077	185.886317599798	8856	22	31.4506590180099	0.867693632920273	10	0.0456210824065008	3935750	3925750	0.0448729214263597	3847500	4097500	39
20211122 161816	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	63.8	241	TRUE	0.0956660823401762	0.236075291255256	0.749050829253392	142	17.2108876239508	155	132.348300848389	0.896486243000254	24	1594	91.1588657130487	0.178311131299008	10	0.0447256324638263	5209500	4829500	0.0520867331140736	5220000	4770000	40
20211122 162217	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	65.5	235	TRUE	0.114149334353941	0.506188213377905	0.898093292005184	665	5.91993821493972	264	35.1531301694109	71.3273791045656	383	428	63.2653274944727	0.763422560936083	10	0.0421765291690727	5735250	5480250	0.0374331550802139	5808750	5658750	41
20211122 162703	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	113.3	262	TRUE	0.0642785779415206	0.481027825926768	0.823518574530192	885	13.5429274467219	166	23.8947364780116	93.0402496006634	210	705	69.2661635527801	0.689830888872389	10	0.0402893893366139	5787125	5692125	0.0486974132375955	5676250	5676250	42
20211122 162850	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	62.7	231	TRUE	0.128935990856841	0.748127754015015	0.806487931466007	710	10.2509041916132	244	17.6999378367825	147.830266416168	667	130	57.6945017608721	0.403850701445009	10	0.0401973337350305	5685875	5590875	0.0404709899324647	5655000	5755000	43
20211122 163043	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	52.3	234	TRUE	0.114458664846479	0.731723587018335	0.95094004827104	924	20.1429929266747	294	26.8655881456509	80.0623808054908	328	274	64.8253354393365	0.418607340554338	10	0.0442712125396467	5712375	5617375	0.046245386759057	5642500	5692500	44
20211122 163232	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	60.3	241	TRUE	0.0972116394238677	0.727291482976983	0.829327624610002	826	12.4357885661072	235	50.3422706308664	23.9295670247637	528	71	60.0388186474331	0.174298031866625	10	0.043336429749023	5577000	5642000	0.0488564183676031	5552500	5652500	45
20211122 163412	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	43.3	231	TRUE	0.125523000855924	0.868568262425601	0.822503538227778	736	18.2143989523739	292	5.80347619325346	54.8806120319189	509	395	60.4066598928918	0.936328454347361	10	0.0389771785794984	5683125	5583125	0.0492497468470956	5643750	5793750	46
20211122 163730	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	69.3	242	TRUE	0.0944865253618722	0.594516134065079	0.870086345103036	854	18.8790694307034	273	12.4028747371109	132.999948236985	27	5361	89.6577703738791	0.674763235046859	10	0.0418811143749006	5799375	5699375	0.0459441138811479	5887500	5937500	47
20211122 164134	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	91.5	241	TRUE	0.0970215412140423	0.38682903368019	0.871123369909132	933	12.961774520752	288	0.152820732932205	178.098424437112	40	3176	85.9149662533411	0.592196504750438	10	0.0397864310043266	5892250	5747250	0.035399563154327	5962500	5862500	48
20211122 164326	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	48.2	234	TRUE	0.115824353837805	0.743219496743528	0.902814356093452	846	15.8149771917828	260	6.10701505502002	66.0501084035757	37	4057	86.64468482812	0.699702870647439	10	0.0404023666658298	5895250	5710250	0.0393746914045174	5918750	6018750	49
20211122 164541	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	73.1	263	TRUE	0.0627634286415424	0.724555607378127	0.932244569157761	970	18.0037258050953	276	4.15013995673283	38.8578870228795	33	5155	87.8863296077044	0.792948528723114	10	0.0394332722418886	6085000	5845000	0.0373913116249487	6015000	6015000	50
20211122 164932	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	55.7	238	TRUE	0.103095552862421	0.532132690711699	0.922597294624615	995	18.5769695628348	251	33.3136576557064	39.1382499598019	39	3260	86.251318166861	0.592597325522173	10	0.0386457784137983	5852625	5762625	0.0365460738285925	5891250	6141250	51
20211122 165254	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	56.3	234	TRUE	0.1169069498364	0.327578048558656	0.909752240633112	964	19.577328408324	272	30.4400412048681	8.22960472927248	43	4356	85.2242130694602	0.873186612965084	10	0.0373344045257881	5818500	5488500	0.0380022260718201	5823750	5923750	52
20211122 165503	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	75.2	247	TRUE	0.0834928242918945	0.762311995386961	0.904700761007424	998	12.7643593843044	195	42.9773960762891	41.1202552545302	27	4431	89.7075625314057	0.557688648026902	10	0.0390173482965529	5922125	5772125	0.0368975588528198	5938750	6188750	53
20211122 165658	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	56.8	240	TRUE	0.0985994680209729	0.735507709955579	0.959745375253556	1000	19.0013752294651	179	33.1391684764268	18.5455274544635	19	4842	93.5325735747244	0.42887061621431	10	0.0387495501828559	5982125	5677125	0.034621274886395	5978750	5828750	54
20211122 170028	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	200.8	326	TRUE	0.0316757560214675	0.748829523424465	0.883004061480976	998	10.8297826309063	247	46.3114874497873	68.2524446786151	36	3432	87.0536418698183	0.575854200629716	10	0.0438686784999958	5837500	5762500	0.039257529729775	5736250	5936250	55
20211122 170227	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	70.4	244	TRUE	0.0902454791522387	0.773201957741733	0.88296875066257	999	13.8246032157609	114	55.1233852255688	110.689995250591	42	4017	85.4058112730755	0.786473695481562	10	0.0450712594043166	5697875	5562875	0.051668298561422	5682500	5332500	56
20211122 170641	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	78.2	247	TRUE	0.0836533754153909	0.516366670485366	0.81838709217631	886	11.5324087121736	253	24.6062681541495	33.1430012856539	23	5347	91.2452282857164	0.573334441414083	10	0.0388164997112802	5967125	5822125	0.0375754228281155	5937500	5937500	57
20211122 171110	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	80	252	TRUE	0.076200503536689	0.539832674847246	0.915793798097964	834	15.9022696519424	207	44.9574050899279	41.4205143955507	33	6086	87.8031357433935	0.936126891565213	10	0.03831939946273	5871375	5706375	0.0355501995932816	5840000	5740000	58
20211122 171451	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	64.6	249	TRUE	0.0813839159912747	0.318749345819425	0.931624708797838	894	7.12554239600273	253	12.1692407079779	11.7763842997026	29	3159	89.1853660179281	0.427071766109857	10	0.0369544659519805	6040250	5545250	0.0316503895625685	6022500	5472500	59
20211122 171652	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	73.3	247	TRUE	0.0839755131287566	0.983615809815646	0.864116736169937	995	13.9069838148316	205	42.4173048926195	29.7892104444447	146	888	72.8997792897179	0.603888327372595	10	0.0369845932397714	5895750	5750750	0.0365209677554334	5895000	5995000	60
20211122 171851	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	56.1	238	TRUE	0.1028410453261	0.642653856679626	0.902239056459254	470	12.6486185615298	195	42.6679013488467	43.3082708782465	32	3835	88.1697308637833	0.572113197809062	10	0.0407730996794791	5899875	5639875	0.0370398266007214	5817500	6017500	61
20211122 172030	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	36.8	222	TRUE	0.176734298648323	0.735824620508174	0.920493216987607	969	13.3607179290874	217	41.6538956290446	115.199019620644	25	4884	90.6969818902373	0.569214305008294	10	0.039403981823203	5769375	5534375	0.0368389780154486	5897500	5797500	62
20211122 172245	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	87.8	250	TRUE	0.0791939867163167	0.668051119217493	0.907620527687745	178	12.3040157183951	215	0.196521382227833	153.190390619915	142	870	73.2269183868347	0.576098859716333	10	0.0411496907768656	5963625	5768625	0.0369645083812441	5928750	5828750	63
20211122 172444	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	66.5	248	TRUE	0.0817690569124929	0.784341502398721	0.890240891381924	653	17.0242735817257	274	12.9603845147013	25.0554634208662	75	1682	79.5749722162057	0.587850014690937	10	0.0386265304243763	6000500	5800500	0.0363117504791076	6026250	5876250	64
20211122 172915	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	120.2	245	TRUE	0.0872624504428541	0.392310352153459	0.836032012665734	426	4.72055725519458	185	35.5616102851267	177.902555491296	11	9369	99.044745350489	0.480424385747297	10	0.0420786154837522	5929875	5789875	0.0407053132819496	5970000	5870000	65
20211122 173404	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	126.5	264	TRUE	0.0619388843466811	0.394609987221466	0.849597615600845	377	19.9506797395009	277	0.128956629983936	198.612962262845	31	5903	88.4927412433415	0.853054359787341	10	0.0432142468596487	5840250	5760250	0.0458269522064054	5855000	5805000	66
20211122 173551	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	52.2	235	TRUE	0.112090775106128	0.671644799187625	0.897071330816319	991	12.4895770999598	221	88.4803053846059	41.8940121989608	48	2260	83.9568522854633	0.505710031999836	10	0.0462478973663729	5582125	5462125	0.0516850359435281	5580000	5130000	67
20211122 173806	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	95.1	246	TRUE	0.0852673053706576	0.965786126994506	0.755559862940578	139	3.8494701143229	198	37.6777024755242	172.347289712688	39	3108	86.1715099813031	0.565044403637111	10	0.0408735239721155	5969875	5789875	0.0445381737842384	5897500	5697500	68
20211122 174011	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	77.8	247	TRUE	0.0844623598326978	0.71191421597537	0.903533806860763	975	13.8641743873989	229	39.9792210466316	32.759916185371	18	6949	94.0794734826095	0.583077201766317	10	0.039922840668491	5961875	5846875	0.0363284878612136	5973750	6073750	69
20211122 174350	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	48.9	238	TRUE	0.104791272719056	0.443670957251175	0.898749957258555	857	37.9338685315146	250	0.688815917923469	45.2266170038552	54	3145	82.8986226421329	0.791688037226581	10	0.0427246784330463	5793375	5563375	0.0388056204129112	5803750	5903750	70
20211122 174727	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	77.3	236	TRUE	0.108581169891352	0.587712235276573	0.913040611843126	311	12.1524085709225	186	40.6625445341871	194.576036687241	135	722	73.7182782645451	0.454344406065022	10	0.0411664281589717	5711125	5586125	0.0470906245554133	5716250	5716250	71
20211122 174926	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	68.6	247	TRUE	0.0840788417144643	0.849242157982974	0.89618093744743	972	23.9572293489385	250	34.8619344105262	21.2360844511391	34	4066	87.4834520095111	0.644440860640734	10	0.0399830952440729	5787875	5742875	0.037466629844426	5753750	5903750	72
20211122 175220	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	40.2	223	TRUE	0.169450558868762	0.272494494370008	0.903281930000221	562	21.2432918897546	278	0.329653557227451	47.8372520816158	72	2314	79.9279441794936	0.776598551837189	10	0.0385922187910589	5650625	5500625	0.0374164176981078	5811250	6011250	73
20211122 175407	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	47.3	227	TRUE	0.143482286814175	0.69383084541973	0.88106632058988	985	11.7236613765198	163	35.6155892618317	43.5282898770965	44	2722	84.9104871561885	0.558295177373528	10	0.0408367017314822	5810375	5615375	0.0439774714836852	5831250	5931250	74
20211122 175821	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	260.5	254	TRUE	0.0739744537137957	0.10563729738286	0.88705181806614	1000	14.4423427056172	195	42.7246267633637	53.7353826679842	29	3515	89.1095048191479	0.475207257182669	10	0.0417706476530006	5430875	5225875	0.0433330822726017	5577500	5327500	75
20211122 180029	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	82.1	249	TRUE	0.0805553425347118	0.812854778528841	0.766346133260683	956	4.1445515701537	192	39.9179588993284	39.4953700846932	31	4036	88.2738210674011	0.583273113708438	10	0.0405136702568351	6008625	5658625	0.0386298779007975	5880000	5980000	76
20211122 180340	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	37	225	TRUE	0.15962836359941	0.408118413701782	0.781479120959794	225	15.9883170928006	207	0.787803022863785	48.4074632807057	52	3093	83.1650646662752	0.749646947718251	10	0.0390667235737658	5714750	5634750	0.0392993731850401	5880000	6180000	77
20211122 180703	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	38.5	221	TRUE	0.186719764713127	0.492832464908399	0.798483839413236	272	18.1378086906716	257	0.0397335723696305	39.8874528806043	71	2375	80.1214396273803	0.786048814021412	10	0.040220766069979	5852375	5722375	0.0344790071384935	5950000	5750000	78
20211122 181023	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	58.4	231	TRUE	0.126306836195264	0.327006102372042	0.827777939511011	284	16.4734309466558	193	1.64509629021063	75.8980844703861	35	4067	87.1308812740005	0.66359824878729	10	0.0389378457315491	5784000	5499000	0.0386884587381688	5871250	6021250	79
20211122 181335	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	47	226	TRUE	0.153562027393591	0.3478987295472	0.688702851213865	169	9.54091043314676	159	1.37413636515644	43.4494086225093	45	3774	84.5972261730977	0.791632641334112	10	0.0385696233252157	5749000	5599000	0.0436008803862988	5787500	5937500	80
20211122 181648	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	39.6	226	TRUE	0.151303963360648	0.406798393337472	0.793410269815603	549	16.9625346590321	208	0.0558109244222427	36.8870801273972	78	2135	79.1874304023315	0.776167877336048	10	0.0373494681696836	5831250	5521250	0.0391487367460855	5902500	6152500	81
20211122 182009	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	41.5	224	TRUE	0.160325334426269	0.414499175241258	0.917162202265084	514	18.4535527077152	206	3.62447445736296	45.0554347657493	67	2454	80.7122143880511	0.766550860978736	10	0.03713271907141	5848625	5628625	0.0363787000075318	5966250	6166250	82
20211122 182327	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	57.6	223	TRUE	0.171189019571924	0.363964446262867	0.778732720857784	310	12.0284607599427	204	6.51295499822936	169.161567148314	74	2188	79.7773823603135	0.754712027036793	10	0.0416827763969438	5654000	5614000	0.0375670541370624	5738750	5838750	83
20211122 182640	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	42.6	225	TRUE	0.154780945365012	0.377212012516575	0.795530326904759	240	13.7485829862873	198	14.7493982880226	34.8166987914307	132	1139	73.9413610407286	0.700255159691438	10	0.0372013423380449	5773375	5488375	0.0387637769576461	5810000	6010000	84
20211122 182943	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	46.6	224	TRUE	0.164192044948403	0.270566433603659	0.897828558284952	178	22.3082422804468	197	0.222913274113821	56.4056831626165	12	16619	97.7896653393719	0.929707586956222	10	0.0379469927108701	5647000	5522000	0.0376256349744336	5780000	5880000	85
20211122 183241	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	135.5	288	TRUE	0.0454236140535777	0.838796732668867	0.896716423472985	805	8.971727371012	198	40.5550259740191	138.885998864611	27	2046	89.8025588434693	0.257523519562155	10	0.0427338839932046	5867000	5687000	0.0478940188965044	5796250	5596250	86
