fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	early_stopping_rounds	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	seed	gleaf_size	gnum_leaves	semilla	isemilla	num_iterations	pos_actual	pos_ratio_actual	gan_validate	gan_test	pos_acum	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211119 192041	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	278	TRUE	0.0511194221011338	0.572693797350972	361	163	813697	63.8500994863082	0.274420143544714	813697	5	346	4523	0.0378515896328655	6946250	6146250	4163	0.0348388608537739	6846250	5996250	23
20211119 192228	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	278	TRUE	0.0511194221011338	0.572693797350972	361	163	344719	63.8500994863082	0.274420143544714	344719	6	615	4999	0.0418350865741089	6951250	5901250	4786	0.040052555379813	6917500	6267500	23
20211119 192409	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	278	TRUE	0.0511194221011338	0.572693797350972	361	163	127217	63.8500994863082	0.274420143544714	127217	7	571	5030	0.042094515996753	6862500	6062500	4164	0.0348472295448269	6945000	6145000	23
20211119 192606	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	278	TRUE	0.0511194221011338	0.572693797350972	361	163	464371	63.8500994863082	0.274420143544714	464371	8	711	4627	0.0387219335023809	7166250	6016250	4131	0.0345710627400768	6986250	6136250	23
20211119 192737	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	278	TRUE	0.0511194221011338	0.572693797350972	361	163	645137	63.8500994863082	0.274420143544714	645137	9	476	4273	0.0357594168696074	7358750	6408750	4459	0.0373159934054714	7026250	6076250	23
20211119 192933	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	278	TRUE	0.0511194221011338	0.572693797350972	361	163	480803	63.8500994863082	0.274420143544714	480803	10	696	4922	0.0411906973630254	6897500	5947500	4538	0.037977119998661	7027500	6027500	23
20211119 193033	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132305999654324	0.569559280932287	391	255	378821	63.0595028102706	0.464180102245613	378821	1	174	4544	0.0380273321449792	6820000	6020000	4544	0.0380273321449792	6820000	6020000	24
20211119 193109	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132305999654324	0.569559280932287	391	255	964333	63.0595028102706	0.464180102245613	964333	2	42	4582	0.0383453424049944	6572500	6072500	4066	0.0340270978216297	6517500	6017500	24
20211119 193156	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132305999654324	0.569559280932287	391	255	187049	63.0595028102706	0.464180102245613	187049	3	121	4973	0.0416175006067301	6583750	5983750	3414	0.0285707112550526	6582500	5932500	24
20211119 193239	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132305999654324	0.569559280932287	391	255	205151	63.0595028102706	0.464180102245613	205151	4	82	4565	0.0382030746570929	6643750	6043750	4251	0.0355753056664407	6736250	6286250	24
20211119 193324	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132305999654324	0.569559280932287	391	255	813697	63.0595028102706	0.464180102245613	813697	5	105	4622	0.0386800900471157	6772500	6022500	3995	0.0334329207568644	6806250	6206250	24
20211119 193419	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132305999654324	0.569559280932287	391	255	344719	63.0595028102706	0.464180102245613	344719	6	180	4270	0.0357343107964483	6762500	5862500	4229	0.035391194463274	6863750	6013750	24
20211119 193510	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132305999654324	0.569559280932287	391	255	127217	63.0595028102706	0.464180102245613	127217	7	145	4176	0.0349476538374633	6580000	5630000	4026	0.0336923501795084	6817500	6067500	24
20211119 193616	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132305999654324	0.569559280932287	391	255	464371	63.0595028102706	0.464180102245613	464371	8	257	4786	0.040052555379813	6917500	5867500	4072	0.0340773099679479	6860000	6210000	24
20211119 193659	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132305999654324	0.569559280932287	391	255	645137	63.0595028102706	0.464180102245613	645137	9	91	4021	0.0336505067242433	6623750	5573750	4338	0.0363033817880545	6927500	6127500	24
20211119 193802	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	230	TRUE	0.132305999654324	0.569559280932287	391	255	480803	63.0595028102706	0.464180102245613	480803	10	231	5054	0.0422953645820257	6482500	6032500	4124	0.0345124819027056	6845000	6295000	24
20211119 193928	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	222	TRUE	0.177347496672529	0.570066964541559	458	7	378821	61.4644677036621	0.0155596154146927	378821	1	860	4394	0.0367720284870243	6607500	6257500	4394	0.0367720284870243	6607500	6257500	25
20211119 194051	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	222	TRUE	0.177347496672529	0.570066964541559	458	7	964333	61.4644677036621	0.0155596154146927	964333	2	819	3911	0.0327299507084097	6711250	5911250	3936	0.0329391679847355	6680000	5830000	25
20211119 194126	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	222	TRUE	0.177347496672529	0.570066964541559	458	7	187049	61.4644677036621	0.0155596154146927	187049	3	202	4692	0.039265898420828	6185000	5585000	4260	0.035650623885918	6575000	5575000	25
20211119 194200	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	222	TRUE	0.177347496672529	0.570066964541559	458	7	205151	61.4644677036621	0.0155596154146927	205151	4	191	4061	0.0339852543663646	6423750	5973750	3966	0.0331902287163265	6692500	5792500	25
20211119 194309	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	222	TRUE	0.177347496672529	0.570066964541559	458	7	813697	61.4644677036621	0.0155596154146927	813697	5	634	3867	0.0323617283020763	6666250	5666250	3948	0.0330395922773719	6665000	5765000	25
20211119 194342	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	222	TRUE	0.177347496672529	0.570066964541559	458	7	344719	61.4644677036621	0.0155596154146927	344719	6	187	4002	0.0334915015942356	6447500	5497500	3772	0.0315667026520382	6535000	5735000	25
20211119 194543	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	222	TRUE	0.177347496672529	0.570066964541559	458	7	127217	61.4644677036621	0.0155596154146927	127217	7	1319	4178	0.0349643912195693	6977500	5527500	4029	0.0337174562526675	6613750	5763750	25
20211119 194619	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	222	TRUE	0.177347496672529	0.570066964541559	458	7	464371	61.4644677036621	0.0155596154146927	464371	8	217	4847	0.040563045534048	6341250	5891250	4051	0.0339015674558342	6536250	5736250	25
20211119 194704	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	222	TRUE	0.177347496672529	0.570066964541559	458	7	645137	61.4644677036621	0.0155596154146927	645137	9	326	4520	0.0378264835597064	6550000	5650000	4048	0.0338764613826751	6590000	5840000	25
20211119 194814	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	222	TRUE	0.177347496672529	0.570066964541559	458	7	480803	61.4644677036621	0.0155596154146927	480803	10	671	4236	0.0354497753006452	6605000	5955000	3802	0.0318177633836292	6597500	5697500	25
20211119 194940	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	271	TRUE	0.0561826910031631	0.567526024227271	396	134	378821	62.9284679059603	0.24794233733657	378821	1	454	5225	0.0437264107520943	7018750	5868750	5225	0.0437264107520943	7018750	5868750	26
20211119 195042	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	271	TRUE	0.0561826910031631	0.567526024227271	396	134	964333	62.9284679059603	0.24794233733657	964333	2	266	4169	0.0348890730000921	6838750	5738750	4561	0.0381695998928808	7248750	5948750	26
20211119 195150	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	271	TRUE	0.0561826910031631	0.567526024227271	396	134	187049	62.9284679059603	0.24794233733657	187049	3	325	5023	0.0420359351593817	6921250	6121250	4707	0.0393914287866235	7066250	6066250	26
20211119 195232	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	271	TRUE	0.0561826910031631	0.567526024227271	396	134	205151	62.9284679059603	0.24794233733657	205151	4	109	4478	0.0374749985354791	7002500	6152500	4454	0.0372741499502063	7082500	6132500	26
20211119 195409	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	271	TRUE	0.0561826910031631	0.567526024227271	396	134	813697	62.9284679059603	0.24794233733657	813697	5	585	4557	0.0381361251286686	6703750	6053750	4516	0.0377930087954943	7105000	6155000	26
20211119 195541	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	271	TRUE	0.0561826910031631	0.567526024227271	396	134	344719	62.9284679059603	0.24794233733657	344719	6	547	5219	0.0436761986057761	6976250	5926250	4506	0.037709321884964	7117500	6067500	26
20211119 195653	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	271	TRUE	0.0561826910031631	0.567526024227271	396	134	127217	62.9284679059603	0.24794233733657	127217	7	355	4952	0.0414417580946164	6960000	5910000	4541	0.0380022260718201	7123750	6123750	26
20211119 195757	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	271	TRUE	0.0561826910031631	0.567526024227271	396	134	464371	62.9284679059603	0.24794233733657	464371	8	289	4160	0.0348137547806148	6900000	6150000	4419	0.0369812457633502	7076250	6326250	26
20211119 195924	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	271	TRUE	0.0561826910031631	0.567526024227271	396	134	645137	62.9284679059603	0.24794233733657	645137	9	497	4148	0.0347133304879784	6865000	5965000	4506	0.037709321884964	7017500	6167500	26
20211119 200033	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	271	TRUE	0.0561826910031631	0.567526024227271	396	134	480803	62.9284679059603	0.24794233733657	480803	10	336	4052	0.0339099361468873	6985000	6285000	4599	0.038487610152896	7101250	6251250	26
20211119 200132	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	224	TRUE	0.164733877169483	0.573987537447584	404	147	378821	62.7340320904239	0.276664419197496	378821	1	257	4239	0.0354748813738043	6901250	5401250	4239	0.0354748813738043	6901250	5401250	27
20211119 200218	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	224	TRUE	0.164733877169483	0.573987537447584	404	147	964333	62.7340320904239	0.276664419197496	964333	2	176	4778	0.0399856058513888	6627500	5577500	4072	0.0340773099679479	6910000	5810000	27
20211119 200254	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	224	TRUE	0.164733877169483	0.573987537447584	404	147	187049	62.7340320904239	0.276664419197496	187049	3	83	3628	0.0303616111404015	6565000	6065000	4091	0.0342363150979555	6836250	6086250	27
20211119 200331	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	224	TRUE	0.164733877169483	0.573987537447584	404	147	205151	62.7340320904239	0.276664419197496	205151	4	100	4956	0.0414752328588286	7155000	5705000	3927	0.0328638497652582	7041250	6291250	27
20211119 200415	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	224	TRUE	0.164733877169483	0.573987537447584	404	147	813697	62.7340320904239	0.276664419197496	813697	5	162	4231	0.0354079318453801	6711250	5611250	3737	0.0312737984651821	7078750	5978750	27
20211119 200457	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	224	TRUE	0.164733877169483	0.573987537447584	404	147	344719	62.7340320904239	0.276664419197496	344719	6	141	4531	0.0379185391612898	6786250	6136250	4494	0.0376088975923276	7082500	6282500	27
20211119 200547	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	224	TRUE	0.164733877169483	0.573987537447584	404	147	127217	62.7340320904239	0.276664419197496	127217	7	201	4811	0.0402617726561389	7086250	5486250	4445	0.037198831730729	7193750	6293750	27
20211119 200630	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	224	TRUE	0.164733877169483	0.573987537447584	404	147	464371	62.7340320904239	0.276664419197496	464371	8	160	4264	0.0356840986501301	6770000	5970000	4302	0.0360021089101454	7222500	6372500	27
20211119 200718	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	224	TRUE	0.164733877169483	0.573987537447584	404	147	645137	62.7340320904239	0.276664419197496	645137	9	189	3974	0.0332571782447507	6982500	5482500	4539	0.037985488689714	7176250	6176250	27
20211119 200804	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	224	TRUE	0.164733877169483	0.573987537447584	404	147	480803	62.7340320904239	0.276664419197496	480803	10	176	5126	0.0428979103378441	6492500	5792500	4130	0.0345626940490238	7187500	6037500	27
20211119 200910	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	262	TRUE	0.0644789545071198	0.689396130094598	235	623	378821	68.1509172278992	0.682097477916483	378821	1	109	4006	0.0335249763584478	6642500	5742500	4006	0.0335249763584478	6642500	5742500	28
20211119 201025	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	262	TRUE	0.0644789545071198	0.689396130094598	235	623	964333	68.1509172278992	0.682097477916483	964333	2	173	4249	0.0355585682843346	6688750	5738750	3910	0.0327215820173567	6712500	5712500	28
20211119 201130	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	262	TRUE	0.0644789545071198	0.689396130094598	235	623	187049	68.1509172278992	0.682097477916483	187049	3	120	3276	0.0274158318897341	6605000	5255000	3959	0.0331316478789553	6651250	5701250	28
20211119 201241	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	262	TRUE	0.0644789545071198	0.689396130094598	235	623	205151	68.1509172278992	0.682097477916483	205151	4	156	3826	0.0320186119689019	6967500	5917500	3970	0.0332237034805386	6637500	5787500	28
20211119 201338	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	262	TRUE	0.0644789545071198	0.689396130094598	235	623	813697	68.1509172278992	0.682097477916483	813697	5	71	4539	0.037985488689714	6726250	5876250	3644	0.03049551019725	6695000	5795000	28
20211119 201500	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	262	TRUE	0.0644789545071198	0.689396130094598	235	623	344719	68.1509172278992	0.682097477916483	344719	6	205	3673	0.030738202237788	6858750	5708750	3855	0.0322613040094399	6731250	5781250	28
20211119 201613	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	262	TRUE	0.0644789545071198	0.689396130094598	235	623	127217	68.1509172278992	0.682097477916483	127217	7	160	4357	0.0364623869180621	6603750	6053750	3844	0.0321692484078565	6745000	5895000	28
20211119 201732	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	262	TRUE	0.0644789545071198	0.689396130094598	235	623	464371	68.1509172278992	0.682097477916483	464371	8	191	3775	0.0315918087251973	7131250	6181250	3813	0.0319098189852125	6783750	5883750	28
20211119 201852	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	262	TRUE	0.0644789545071198	0.689396130094598	235	623	645137	68.1509172278992	0.682097477916483	645137	9	192	4670	0.0390817872176613	6512500	5712500	3989	0.0333827086105462	6763750	6013750	28
20211119 202008	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	262	TRUE	0.0644789545071198	0.689396130094598	235	623	480803	68.1509172278992	0.682097477916483	480803	10	178	3910	0.0327215820173567	6612500	5562500	4102	0.0343283706995389	6722500	5972500	28
20211119 202143	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	280	TRUE	0.0499839408329992	0.337312928651896	1936	47	378821	46.9879180837213	0.422953867061015	378821	1	760	4408	0.0368891901617668	6690000	6190000	4408	0.0368891901617668	6690000	6190000	29
20211119 202300	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	280	TRUE	0.0499839408329992	0.337312928651896	1936	47	964333	46.9879180837213	0.422953867061015	964333	2	614	5257	0.0439942088657913	6778750	6128750	4627	0.0387219335023809	6666250	6016250	29
20211119 202349	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	280	TRUE	0.0499839408329992	0.337312928651896	1936	47	187049	46.9879180837213	0.422953867061015	187049	3	293	4553	0.0381026503644565	6758750	6108750	4778	0.0399856058513888	6727500	6027500	29
20211119 202521	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	280	TRUE	0.0499839408329992	0.337312928651896	1936	47	205151	46.9879180837213	0.422953867061015	205151	4	793	4965	0.0415505510783058	6693750	6143750	4925	0.0412158034361845	6793750	6043750	29
20211119 202633	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	280	TRUE	0.0499839408329992	0.337312928651896	1936	47	813697	46.9879180837213	0.422953867061015	813697	5	557	4719	0.0394918530792599	6751250	5551250	4848	0.040571414225101	6790000	5890000	29
20211119 202751	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	280	TRUE	0.0499839408329992	0.337312928651896	1936	47	344719	46.9879180837213	0.422953867061015	344719	6	621	3347	0.0280100089544994	6566250	5916250	4676	0.0391319993639795	6755000	6005000	29
20211119 202940	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	280	TRUE	0.0499839408329992	0.337312928651896	1936	47	127217	46.9879180837213	0.422953867061015	127217	7	987	4439	0.0371486195844108	6901250	5901250	4783	0.0400274493066539	6721250	5921250	29
20211119 203051	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	280	TRUE	0.0499839408329992	0.337312928651896	1936	47	464371	46.9879180837213	0.422953867061015	464371	8	539	4671	0.0390901559087143	6711250	6011250	4851	0.0405965202982601	6736250	6036250	29
20211119 203146	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	280	TRUE	0.0499839408329992	0.337312928651896	1936	47	645137	46.9879180837213	0.422953867061015	645137	9	358	4852	0.0406048889893132	6685000	6285000	4849	0.0405797829161541	6788750	6038750	29
20211119 203310	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	280	TRUE	0.0499839408329992	0.337312928651896	1936	47	480803	46.9879180837213	0.422953867061015	480803	10	702	3448	0.0288552467508557	6690000	5840000	4826	0.0403873030219343	6717500	5967500	29
20211119 203528	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	349	TRUE	0.0266770293673803	0.570506954452609	412	114	378821	62.5432863793795	0.218199116452489	378821	1	883	4162	0.0348304921627208	7147500	6347500	4162	0.0348304921627208	7147500	6347500	30
20211119 203809	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	349	TRUE	0.0266770293673803	0.570506954452609	412	114	964333	62.5432863793795	0.218199116452489	964333	2	1142	4206	0.0351987145690543	7092500	5992500	4239	0.0354748813738043	7101250	6151250	30
20211119 204024	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	349	TRUE	0.0266770293673803	0.570506954452609	412	114	187049	62.5432863793795	0.218199116452489	187049	3	895	4071	0.0340689412768949	7061250	6161250	4085	0.0341861029516373	7143750	5993750	30
20211119 204150	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	349	TRUE	0.0266770293673803	0.570506954452609	412	114	205151	62.5432863793795	0.218199116452489	205151	4	427	4937	0.0413162277288209	7128750	6328750	4060	0.0339768856753115	7075000	6075000	30
20211119 204416	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	349	TRUE	0.0266770293673803	0.570506954452609	412	114	813697	62.5432863793795	0.218199116452489	813697	5	983	4874	0.0407890001924799	6807500	6157500	4136	0.034612906195342	7030000	6180000	30
20211119 204613	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	349	TRUE	0.0266770293673803	0.570506954452609	412	114	344719	62.5432863793795	0.218199116452489	344719	6	704	4518	0.0378097461776004	7002500	5952500	4161	0.0348221234716678	6998750	6098750	30
20211119 204931	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	349	TRUE	0.0266770293673803	0.570506954452609	412	114	127217	62.5432863793795	0.218199116452489	127217	7	1469	3934	0.0329224306026294	7282500	6132500	4291	0.035910053308562	7036250	6186250	30
20211119 205124	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	349	TRUE	0.0266770293673803	0.570506954452609	412	114	464371	62.5432863793795	0.218199116452489	464371	8	676	4428	0.0370565639828274	7165000	6515000	4216	0.0352824014795846	7130000	6180000	30
20211119 205335	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	349	TRUE	0.0266770293673803	0.570506954452609	412	114	645137	62.5432863793795	0.218199116452489	645137	9	835	4677	0.0391403680550325	7203750	6303750	4177	0.0349560225285163	7128750	6178750	30
20211119 205505	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	349	TRUE	0.0266770293673803	0.570506954452609	412	114	480803	62.5432863793795	0.218199116452489	480803	10	470	4684	0.0391989488924037	6945000	6345000	4147	0.0347049617969253	7066250	6116250	30
20211119 205631	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	228	TRUE	0.138694965406894	0.6255821042191	11	392	378821	98.3671285728365	0.0201047020704672	378821	1	417	4514	0.0377762714133882	6257500	5157500	4514	0.0377762714133882	6257500	5157500	31
20211119 205717	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	228	TRUE	0.138694965406894	0.6255821042191	11	392	964333	98.3671285728365	0.0201047020704672	964333	2	136	4727	0.0395588026076841	6141250	5241250	4043	0.03383461792741	6346250	5696250	31
20211119 205810	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	228	TRUE	0.138694965406894	0.6255821042191	11	392	187049	98.3671285728365	0.0201047020704672	187049	3	196	4173	0.0349225477643042	6033750	4883750	3595	0.0300854443356515	6206250	5306250	31
20211119 205912	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	228	TRUE	0.138694965406894	0.6255821042191	11	392	205151	98.3671285728365	0.0201047020704672	205151	4	271	4918	0.0411572225988133	6452500	5352500	3772	0.0315667026520382	6435000	5385000	31
20211119 205952	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	228	TRUE	0.138694965406894	0.6255821042191	11	392	813697	98.3671285728365	0.0201047020704672	813697	5	92	5014	0.0419606169399044	5982500	5282500	3794	0.0317508138552049	6557500	5457500	31
20211119 210046	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	228	TRUE	0.138694965406894	0.6255821042191	11	392	344719	98.3671285728365	0.0201047020704672	344719	6	215	4554	0.0381110190555095	6057500	5607500	3864	0.0323366222289172	6520000	5520000	31
20211119 210229	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	228	TRUE	0.138694965406894	0.6255821042191	11	392	127217	98.3671285728365	0.0201047020704672	127217	7	604	3674	0.030746570928841	6007500	5557500	3661	0.0306377779451516	6573750	5673750	31
20211119 210333	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	228	TRUE	0.138694965406894	0.6255821042191	11	392	464371	98.3671285728365	0.0201047020704672	464371	8	292	5158	0.0431657084515411	6152500	5852500	3524	0.0294912672708862	6595000	5645000	31
20211119 210432	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	228	TRUE	0.138694965406894	0.6255821042191	11	392	645137	98.3671285728365	0.0201047020704672	645137	9	247	3888	0.03253747081419	6690000	5390000	3558	0.0297758027666893	6552500	5652500	31
20211119 210510	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	228	TRUE	0.138694965406894	0.6255821042191	11	392	480803	98.3671285728365	0.0201047020704672	480803	10	72	4598	0.038479241461843	5902500	5152500	3536	0.0295916915635225	6580000	5530000	31
20211119 210556	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	243	TRUE	0.0925861942827748	0.198491893163067	12581	9	378821	27.757502024509	0.480419312293583	378821	1	390	3868	0.0323700969931293	6215000	5615000	3868	0.0323700969931293	6215000	5615000	32
20211119 210735	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	243	TRUE	0.0925861942827748	0.198491893163067	12581	9	964333	27.757502024509	0.480419312293583	964333	2	1334	4791	0.0400943988350782	6561250	5961250	4797	0.0401446109813964	6153750	6003750	32
20211119 210934	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	243	TRUE	0.0925861942827748	0.198491893163067	12581	9	187049	27.757502024509	0.480419312293583	187049	3	1648	3640	0.0304620354330379	6350000	5800000	5704	0.0477350137664968	6220000	5970000	32
20211119 211013	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	243	TRUE	0.0925861942827748	0.198491893163067	12581	9	205151	27.757502024509	0.480419312293583	205151	4	356	4733	0.0396090147540023	6233750	5833750	5214	0.0436343551505109	6282500	5932500	32
20211119 211054	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	243	TRUE	0.0925861942827748	0.198491893163067	12581	9	813697	27.757502024509	0.480419312293583	813697	5	379	4590	0.0384122919334187	6112500	5662500	5092	0.042613374842041	6135000	5735000	32
20211119 211145	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	243	TRUE	0.0925861942827748	0.198491893163067	12581	9	344719	27.757502024509	0.480419312293583	344719	6	547	4158	0.0347970173985087	6202500	5502500	5012	0.0419438795577984	6135000	5785000	32
20211119 211238	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	243	TRUE	0.0925861942827748	0.198491893163067	12581	9	127217	27.757502024509	0.480419312293583	127217	7	584	3918	0.0327885315457809	6302500	5852500	4966	0.0415589197693589	6092500	5842500	32
20211119 211325	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	243	TRUE	0.0925861942827748	0.198491893163067	12581	9	464371	27.757502024509	0.480419312293583	464371	8	481	3795	0.0317591825462579	6206250	6106250	3371	0.0282108575397722	6136250	5786250	32
20211119 211458	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	243	TRUE	0.0925861942827748	0.198491893163067	12581	9	645137	27.757502024509	0.480419312293583	645137	9	1220	4481	0.0375001046086382	6348750	5998750	4858	0.0406551011356314	6127500	5877500	32
20211119 211553	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	243	TRUE	0.0925861942827748	0.198491893163067	12581	9	480803	27.757502024509	0.480419312293583	480803	10	603	4411	0.0369142962349259	6086250	5836250	4907	0.04106516699723	6066250	5866250	32
20211119 211633	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	9999	224	TRUE	0.164516930541	0.662013718123897	1740	67	378821	48.0639211312868	0.541472682296839	378821	1	209	3943	0.0329977488221067	6771250	5721250	3943	0.0329977488221067	6771250	5721250	33
