Feature	Gain	Cover	Frequency	pos
canarito33	0.000436513824598256	0.000759760637555174	0.0015525179342589	360
chomebanking_transacciones_lag1	0.00043631528680646	0.000518066887182278	0.00149898283307755	361
Visa_msaldototal	0.000435773501441026	0.000589129417942931	0.00105285698989971	362
cliente_vip	0.000434527612523755	0.000993190649792957	0.000624576180448981	363
Master_fultimo_cierre_avg3	0.000434031391456054	0.000534144607806057	0.00119561725971662	364
canarito121	0.000433203364972129	0.000753664076416868	0.00157036296798601	365
mcomisiones_otras	0.000433038095303681	0.000650367539498265	0.0013026874620793	366
ccajas_transacciones_tend	0.000431956569439935	0.00281231712321034	0.00148113779935044	367
canarito126	0.000431757808915725	0.00140001911237568	0.00162389806916735	368
canarito209	0.000431262431297397	0.000886680542360873	0.00146329276562333	369
canarito21	0.000430522373461801	0.000506640816518722	0.00157036296798601	370
canarito134	0.000430043736962103	0.000884220739538402	0.00149898283307755	371
canarito3	0.000430042147157765	0.000873506307555935	0.00157036296798601	372
canarito142	0.000429623578459667	0.000786782412242518	0.00149898283307755	373
cpagomiscuentas	0.000428542052152526	0.00124043745912212	0.0010350119561726	374
canarito66	0.00042780879731328	0.000563065983346119	0.00148113779935044	375
Visa_msaldopesos_avg3	0.00042748716067693	0.000662153794219609	0.000910096720082801	376
canarito199	0.000426697214563751	0.000709875714862452	0.00158820800171312	377
Visa_fultimo_cierre_lag1	0.000425964705903958	0.000951466230184012	0.00140975766444199	378
canarito181	0.000424640353433837	0.000975399682765747	0.00146329276562333	379
Visa_mpagominimo_lag1	0.00042309223146481	0.000679432381396435	0.00108854705735394	380
canarito10	0.000422745676095689	0.00048185643384472	0.00146329276562333	381
canarito128	0.000422359835465039	0.000964388450010687	0.0015525179342589	382
canarito228	0.000421937421150289	0.00054549401126237	0.00149898283307755	383
ccaja_ahorro_tend	0.000419776482055267	0.00416774097065241	0.000910096720082801	384
canarito13	0.000419016995744675	0.00115582570741418	0.00157036296798601	385
mcaja_ahorro_dolares	0.000418936440272542	0.00148414505207734	0.00149898283307755	386
Visa_mconsumospesos	0.000418117080666243	0.000660300876864369	0.00124915236089796	387
Master_mfinanciacion_limite_tend	0.00041763764427502	0.00159677183630112	0.000927941753809915	388
canarito28	0.000416116243636581	0.000658388371630234	0.00149898283307755	389
canarito48	0.000414420014331478	0.000568827410108211	0.00146329276562333	390
canarito235	0.000414001616996561	0.000698219263036539	0.00146329276562333	391
mautoservicio_avg3	0.000412880255515677	0.00212769756002487	0.00176665833898426	392
canarito227	0.000412743878016352	0.000960229443788091	0.0014276026981691	393
canarito70	0.000412034284912019	0.00190943930492727	0.00171312323780292	394
canarito107	0.000411363910097422	0.000790567191404018	0.00146329276562333	395
canarito231	0.000409978490783713	0.000650129947063939	0.0014276026981691	396
canarito68	0.000409971007200445	0.000580833798394905	0.00149898283307755	397
canarito148	0.000409805552776881	0.000715243557991323	0.00148113779935044	398
canarito189	0.000409011144927493	0.00124670898849082	0.00148113779935044	399
Visa_mpagominimo_tend	0.000408774290029144	0.000861411106761841	0.00123130732717085	400
canarito214	0.000407237052795735	0.0007980908253108	0.00148113779935044	401
canarito192	0.00040707388968154	0.000871211604907476	0.00148113779935044	402
canarito85	0.000406665645016973	0.000520793507067578	0.00140975766444199	403
canarito173	0.000406215136747452	0.000624742094788374	0.00140975766444199	404
mv_fultimo_cierre_avg3	0.000405648303038206	0.0010814729389328	0.00124915236089796	405
canarito17	0.00040559951157776	0.00123091326655506	0.00146329276562333	406
canarito8	0.00040474153129754	0.000649348472906946	0.00153467290053178	407
Visa_mlimitecompra_avg3	0.000404403205415751	0.00106097281088926	0.00128484242835219	408
canarito175	0.000404289063773495	0.000780953806788931	0.00149898283307755	409
canarito95	0.000404257006923924	0.00153096100923658	0.00148113779935044	410
canarito131	0.000404232146422687	0.00108693528767852	0.00153467290053178	411
mpasivos_margen_lag1	0.000404041372186138	0.000618011700798112	0.00121346229344373	412
canarito226	0.000402062158416885	0.000607614564782253	0.00135622256326064	413
canarito207	0.000399053742068454	0.000889670563443334	0.00157036296798601	414
canarito191	0.000398180983087942	0.000984167071316756	0.00151682786680467	415
canarito23	0.000397271969511162	0.000875470809856369	0.00146329276562333	416
Visa_msaldototal_avg3	0.000395868060425685	0.000327209567861297	0.000678111281630322	417
canarito201	0.000394990036777696	0.00160933614931378	0.00153467290053178	418
canarito119	0.000394663513349093	0.00078690348570346	0.00144544773189621	419
canarito90	0.000393242184486377	0.000620524259768142	0.00144544773189621	420
canarito103	0.000392915424210598	0.000564627413497585	0.00133837752953353	421
canarito112	0.000392570848694847	0.00133607866153536	0.00153467290053178	422
canarito39	0.00039240475731265	0.00076651797893016	0.00132053249580642	423
mv_fultimo_cierre_lag1	0.000391828008352949	0.000719037825668571	0.00124915236089796	424
canarito144	0.000390988947968298	0.000552619127507742	0.00148113779935044	425
mvr_msaldodolares2	0.000390324254917922	0.000255971309788994	0.000606731146721867	426
canarito122	0.000388689257774857	0.0009132935517898	0.00140975766444199	427
ccallcenter_transacciones	0.000388213907414257	0.000538224290037	0.000339055640815161	428
canarito57	0.00038803130807026	0.000688757694673417	0.00144544773189621	429
cmobile_app_trx_delta1	0.000387969991089174	0.0020382235133071	0.00137406759698776	430
canarito143	0.000387586640115856	0.000567637550233431	0.00146329276562333	431
mv_Fvencimiento_lag1	0.000384588399605197	0.000465258363017329	0.00110639209108105	432
canarito55	0.00038436357162908	0.000835708235763448	0.00137406759698776	433
canarito164	0.000381916792097292	0.000719719101099267	0.0014276026981691	434
Visa_msaldopesos_tend	0.000381687993550087	0.00132400964904473	0.00128484242835219	435
canarito123	0.00038162949495802	0.000430876156894067	0.00135622256326064	436
canarito58	0.000380114266665293	0.000556488544229713	0.00140975766444199	437
canarito174	0.000379757562920641	0.00075792821539395	0.00139191263071487	438
Visa_mfinanciacion_limite_avg3	0.000379533540472045	0.000937535191363025	0.0013026874620793	439
canarito155	0.000378582190594188	0.000915776127050066	0.00135622256326064	440
mextraccion_autoservicio_avg3	0.000376990886656023	0.00219119888235638	0.0010350119561726	441
canarito11	0.000375468704847979	0.000629088214541517	0.00139191263071487	442
Master_msaldopesos	0.000374781313524485	0.000438600947334703	0.000463970876904957	443
canarito9	0.000374626462138855	0.000587027521934468	0.00128484242835219	444
Master_status_avg3	0.000373332086521603	0.000120474925369133	5.35351011813412e-05	445
canarito220	0.000371577922142198	0.000644390913199012	0.00128484242835219	446
mplazo_fijo_dolares_tend	0.000371313025314167	0.00301068479251606	0.000981476854991256	447
ccomisiones_otras	0.000367717288493072	0.000427606034826729	0.000767336450265891	448
canarito194	0.000366063917274483	0.000573923502146064	0.00139191263071487	449
canarito186	0.000365257282824712	0.00108664114369034	0.00137406759698776	450
canarito159	0.00036498025873309	0.000491213628534615	0.00119561725971662	451
cproductos_lag1	0.000363885609318822	0.000486037073883221	0.000678111281630322	452
canarito30	0.000363871942793379	0.000720194665508549	0.00137406759698776	453
ctarjeta_debito_transacciones_avg3	0.000361108800684528	0.00112406347025921	0.00151682786680467	454
canarito6	0.000359680771728737	0.000629127686767028	0.00135622256326064	455
cmobile_app_trx	0.000357892062431263	0.000766175253741347	0.00107070202362682	456
Visa_mconsumospesos_delta1	0.000357272825118131	0.00115887911178183	0.00114208215853528	457
Visa_mpagospesos_lag1	0.000356076694035196	0.00113126449463056	0.00126699739462508	458
canarito133	0.000355285105703955	0.000658107511564097	0.00126699739462508	459
canarito34	0.000354409100743982	0.00088827878795344	0.00139191263071487	460
canarito62	0.000354125765834418	0.000545645447973705	0.0014276026981691	461
mv_Fvencimiento_avg3	0.000353881589430075	0.000528742985561123	0.00107070202362682	462
canarito182	0.000353300459499664	0.000911230368925588	0.00135622256326064	463
ctarjeta_visa_transacciones_lag1	0.000352821555508622	0.00140732337179838	0.00119561725971662	464
mtransferencias_emitidas	0.000351453889096568	0.000635473985639817	0.00101716692244548	465
Visa_mlimitecompra	0.000350887187765046	0.000622932445064945	0.00108854705735394	466
Master_fultimo_cierre_lag1	0.0003471063069708	0.000513274427648356	0.00110639209108105	467
canarito130	0.000346611722106942	0.000459096900431309	0.00124915236089796	468
canarito29	0.000344130732270692	0.00051303455797025	0.00123130732717085	469
canarito91	0.000342068822714127	0.000429860506168417	0.00119561725971662	470
canarito12	0.000336052213913594	0.000510778568466043	0.00117777222598951	471
Visa_msaldopesos	0.000335173589390601	0.000669688055264028	0.000945786787537028	472
canarito116	0.000335168689868679	0.000455927356630898	0.00117777222598951	473
mv_cconsumos_avg3	0.000334946509849069	0.000985458648080352	0.00101716692244548	474
canarito49	0.000334640755074976	0.000968764173932964	0.00126699739462508	475
mvr_mpagado_avg3	0.000332813329910462	0.00103300028692399	0.000767336450265891	476
mvr_msaldototal_delta1	0.000332008794564975	0.00220896821556769	0.00108854705735394	477
canarito219	0.000331708180296031	0.000479503281939255	0.00123130732717085	478
Visa_mfinanciacion_limite_lag1	0.000331145718726531	0.0015967031394471	0.00110639209108105	479
canarito210	0.000331116136798315	0.000470556750210926	0.00119561725971662	480
canarito2	0.000329891274628629	0.000478672087959743	0.00121346229344373	481
canarito169	0.000329514313753318	0.000591485226632806	0.00123130732717085	482
canarito108	0.000328703445720322	0.000662788386152824	0.00119561725971662	483
canarito26	0.000328247296575973	0.00074053576602815	0.00123130732717085	484
canarito27	0.000327664656361463	0.00047256717692758	0.0013026874620793	485
Visa_fultimo_cierre_avg3	0.000325698635591842	0.00100156597287326	0.00107070202362682	486
canarito71	0.000325492404395952	0.000516145652513654	0.00114208215853528	487
mvr_mpagospesos_lag1	0.000324815532043038	0.000555921130987992	0.0010350119561726	488
canarito56	0.000323191954887462	0.000741256513684356	0.00133837752953353	489
canarito88	0.000320464346352044	0.000520951016428993	0.00114208215853528	490
Visa_mpagospesos_delta1	0.000319174422775821	0.00174611044703456	0.00128484242835219	491
ctarjeta_master_transacciones	0.000318938239134606	0.000161626238626908	0.000196295370998251	492
mcomisiones_mantenimiento_lag1	0.000318555017152472	0.00179952092263856	0.00101716692244548	493
canarito69	0.000317129969770621	0.000635262201968325	0.00115992719226239	494
mcomisiones_otras_lag1	0.000314625475852014	0.000638853794949199	0.00099932188871837	495
Master_mpagospesos_tend	0.000313617487281371	0.00219531310278465	0.00099932188871837	496
mvr_mconsumospesos	0.000312532409836951	0.000464482202429156	0.000963631821264142	497
mpagomiscuentas_avg3	0.000309910736868094	0.000776857045229642	0.000963631821264142	498
canarito47	0.000306548025554206	0.000491712344922322	0.00114208215853528	499
mvr_mconsumospesos_lag1	0.000306111015245884	0.000503271634346977	0.000927941753809915	500
mv_mconsumospesos_avg3	0.000305632852651843	0.00217248601113911	0.00112423712480817	501
canarito232	0.000304905278298592	0.000708352618314608	0.00110639209108105	502
mcaja_ahorro_dolares_lag1	0.000304426202964793	0.00135489552688523	0.00123130732717085	503
mtransferencias_emitidas_lag1	0.000304045821473911	0.000714759643688183	0.00110639209108105	504
mv_mpagado_avg3	0.000303514085985079	0.000652715377834912	0.000588886112994754	505
canarito43	0.000301764290383004	0.000363492513459168	0.00108854705735394	506
mvr_Master_mlimitecompra	0.000300792124693684	0.000421644210612043	0.000820871551447232	507
canarito158	0.000298871658901105	0.000643661815648948	0.00110639209108105	508
Master_mfinanciacion_limite_avg3	0.000298084798687182	0.000388780546549066	0.0010350119561726	509
mv_status03	0.000297762352267715	3.07921313049077e-05	0.000107070202362682	510
Master_fultimo_cierre	0.000297451608514319	0.000495010552996273	0.000945786787537028	511
canarito106	0.000297450793442267	0.000485410452303233	0.00115992719226239	512
Visa_mconsumosdolares	0.000297196041876184	0.000429044493814103	0.000695956315357436	513
tmobile_app_delta1	0.000294904778010607	0.000205587291167935	0.000606731146721867	514
mtarjeta_visa_consumo_lag1	0.000294609314418462	0.00040267628809147	0.000910096720082801	515
Master_mlimitecompra_avg3	0.000293001501780551	0.000308106528876475	0.000927941753809915	516
canarito163	0.000290980739476471	0.000498381632871168	0.00119561725971662	517
canarito171	0.000290925895462192	0.000427388558045789	0.00114208215853528	518
Visa_cconsumos	0.000289536860092523	0.000355313412884526	0.00085656161890146	519
canarito36	0.000288551701987422	0.000680577075936255	0.00112423712480817	520
Master_mconsumospesos_tend	0.000286647065086968	0.000926318247586552	0.000695956315357436	521
mv_mlimitecompra_avg3	0.000286592763604215	0.000555776905548624	0.000963631821264142	522
mv_status06_avg3	0.000286181579762264	5.81763672938193e-05	3.56900674542275e-05	523
mautoservicio_tend	0.000285600946026801	0.0018480269742228	0.00115992719226239	524
mcaja_ahorro_dolares_tend	0.000283997415165521	0.000833418846683808	0.000820871551447232	525
canarito72	0.000283432668467635	0.000519661716909176	0.00107070202362682	526
mvr_mpagospesos_delta1	0.000281644976292067	0.000522090776940624	0.000963631821264142	527
tmobile_app	0.000280903143594494	0.000393587049086294	0.000803026517720119	528
mvr_mconsumospesos_avg3	0.000280629290913345	0.000521821303093385	0.000963631821264142	529
mvr_mconsumosdolares	0.000280581350785247	0.000714248402459689	0.000767336450265891	530
tmobile_app_avg3	0.00027955892805236	0.000365796704623375	0.000767336450265891	531
canarito162	0.000278169076841712	0.000426366455129431	0.00105285698989971	532
mpayroll_lag1	0.000276817758534144	0.00117211407308756	0.000695956315357436	533
Visa_fultimo_cierre	0.000273839560841003	0.000368457663979701	0.00085656161890146	534
mtarjeta_visa_consumo_delta1	0.000270540953134389	0.000900863975700752	0.000785181483993005	535
canarito98	0.000270115370166532	0.00042879209929521	0.000927941753809915	536
mv_fultimo_cierre_delta1	0.000267359583736005	0.000225962170803599	0.00057104107926764	537
internet_avg3	0.000267209089931965	0.00037387826325613	0.000588886112994754	538
Visa_fultimo_cierre_delta1	0.000266609114448656	0.000141522351001003	0.000481815910632071	539
mv_mconsumosdolares	0.000265310177703498	0.00132838005939819	0.000731646382811664	540
Visa_mconsumototal_avg3	0.00026389011884139	0.000705997568705992	0.000820871551447232	541
ctarjeta_visa_transacciones_avg3	0.000263796843446113	0.000779442855541245	0.000945786787537028	542
cprestamos_personales_tend	0.00026344255503767	0.0016418882105196	0.000517505978086299	543
mvr_msaldopesos_delta1	0.000262398144493521	0.000984663510460683	0.000820871551447232	544
mvr_mconsumospesos_delta1	0.000258260086158659	0.000353315890549289	0.000731646382811664	545
mtransferencias_emitidas_delta1	0.000255925202405502	0.00236802306642693	0.000945786787537028	546
Visa_mconsumosdolares_avg3	0.00025581337566265	0.000293049772547164	0.000874406652628574	547
canarito168	0.000254235699503614	0.000389373768553621	0.000892251686355687	548
Visa_delinquency_tend	0.00025344874758531	0.000824123137575958	0.000356900674542275	549
mtransferencias_emitidas_tend	0.000252729149701552	0.000481092418556704	0.000624576180448981	550
canarito60	0.000251636773521353	0.000539171243908635	0.000963631821264142	551
Visa_Finiciomora_tend	0.000247602015648091	0.00245059326908657	0.000588886112994754	552
Visa_mconsumospesos_lag1	0.00024679225887544	0.000292466418598987	0.00071380134908455	553
Visa_Finiciomora_isNA_tend	0.000246457626996703	0.00188219701713394	0.000481815910632071	554
ccaja_ahorro_lag1	0.000238884852310128	0.00068782136793942	0.00042828080945073	555
mvr_Visa_mlimitecompra	0.00023814227262021	0.000287447752849637	0.000731646382811664	556
Master_mconsumospesos_avg3	0.00023672591740039	0.00187959602519714	0.000910096720082801	557
mv_Finiciomora_lag1	0.000235471434311382	0.00347933624876481	0.000803026517720119	558
matm_avg3	0.000234759739033925	0.000668905442485145	0.000678111281630322	559
mv_msaldototal_avg3	0.000234663493391713	0.000414236716138015	0.000499660944359185	560
ccajas_consultas_avg3	0.00023386134942676	0.0024201036316637	0.00085656161890146	561
cpagomiscuentas_avg3	0.000232808876482117	0.000491187060690521	0.000874406652628574	562
Master_mlimitecompra_tend	0.000230117399185447	0.00108713188972481	0.000535351011813412	563
Visa_mpagospesos_avg3	0.00022958969147036	0.000408299941604903	0.000767336450265891	564
Visa_delinquency	0.000228537999940114	0.000255487775026484	0.00028552053963382	565
Visa_mconsumototal_tend	0.000227866001022678	0.000395040310158234	0.000767336450265891	566
Visa_mlimitecompra_lag1	0.000227448579110121	0.000546609860714316	0.000767336450265891	567
Visa_cconsumos_lag1	0.000223120554654608	0.000302149259149348	0.000695956315357436	568
cextraccion_autoservicio_avg3	0.000222588537664963	0.00113776033251154	0.000803026517720119	569
Master_msaldototal_tend	0.000222571549256266	0.000384122064857504	0.000410435775723616	570
mvr_Visa_mlimitecompra_avg3	0.000220939293850198	0.000316016914685139	0.000767336450265891	571
mvr_msaldopesos_lag1	0.000219576961180317	0.000336440755062061	0.000624576180448981	572
ctarjeta_debito_avg3	0.000219293597274524	0.000429206557663076	0.000660266247903209	573
ccomisiones_otras_lag1	0.000216595206267689	0.000334543431453122	0.000731646382811664	574
mv_mpagospesos_avg3	0.000216016489317617	0.000268709452410162	0.000588886112994754	575
Visa_msaldopesos_lag1	0.000215846396887376	0.000323157971636967	0.000678111281630322	576
mpagomiscuentas_tend	0.000215668077613868	0.000747752351565331	0.000606731146721867	577
mextraccion_autoservicio_tend	0.000213910944765255	0.00187492312096164	0.000803026517720119	578
mvr_Master_mlimitecompra_avg3	0.000213445646516565	0.000426056749975421	0.000678111281630322	579
Visa_msaldototal_delta1	0.000213183864542969	0.000499801494367675	0.000731646382811664	580
catm_trx_tend	0.000203751964960554	0.000913282545111532	0.000749491416538777	581
Visa_msaldopesos_delta1	0.000201463352133316	0.00058446600222318	0.000678111281630322	582
ccaja_seguridad_lag1	0.000200790581630087	0.000434803643332415	0.000160605303544024	583
Visa_cconsumos_delta1	0.000199964504645983	0.000263997835030412	0.000535351011813412	584
minversion2_lag1	0.00019621926427113	0.00407848440071558	0.000892251686355687	585
tcallcenter_avg3	0.000195156111762392	0.000904096902786358	0.000481815910632071	586
cliente_vip_lag1	0.000192039639376989	0.00121388783297839	0.000410435775723616	587
mv_status07_avg3	0.000191634642382328	9.13136801509645e-06	3.56900674542275e-05	588
mvr_Visa_mlimitecompra_lag1	0.000187490898394295	0.000285998666724626	0.000535351011813412	589
ccajas_consultas	0.000182767411343543	0.0013723103691482	0.000339055640815161	590
Master_mfinanciacion_limite_lag1	0.000182682572685145	0.000201035460393379	0.000642421214176095	591
mv_mfinanciacion_limite_avg3	0.000182135919722419	0.00032028257182474	0.000695956315357436	592
mvr_msaldototal_lag1	0.000181862386877332	0.00028069648412473	0.000606731146721867	593
cliente_edad_tend	0.000181214799393715	0.00230514646797226	0.000910096720082801	594
cliente_vip_delta1	0.000180062082746685	0.000193171378541565	0.000303365573360934	595
ctarjeta_debito_transacciones_tend	0.000179855440772438	0.000360902907741266	0.000588886112994754	596
ccuenta_debitos_automaticos_avg3	0.000177282491712007	0.00105124670270709	0.000731646382811664	597
thomebanking_delta1	0.000175670610561175	0.000814110476218202	0.000499660944359185	598
ctarjeta_visa_debitos_automaticos_avg3	0.000175296583407981	0.00078368839702746	0.000678111281630322	599
mpagomiscuentas_lag1	0.000174903653680515	0.000789872252510646	0.00057104107926764	600
mv_cconsumos_delta1	0.000174671707652346	0.00037119111559634	0.00042828080945073	601
mttarjeta_visa_debitos_automaticos_lag1	0.000174322650782957	0.000234908702531927	0.000499660944359185	602
mvr_mconsumosdolares_avg3	0.00017223719654562	0.00038268626265454	0.000624576180448981	603
mv_fechaalta_delta1	0.000171882066486027	0.000748155044173669	0.000303365573360934	604
Master_mpagominimo_lag1	0.000168357649411688	0.00154095203677843	0.000588886112994754	605
mvr_msaldodolares2_delta1	0.000167460773670715	0.000294696219799731	0.000410435775723616	606
mcomisiones_mantenimiento_delta1	0.000166450390860559	0.00114955873253304	0.000463970876904957	607
mvr_mconsumototal_avg3	0.000165947166949775	0.000213266157192352	0.000463970876904957	608
ccajas_depositos_tend	0.000165863779303638	0.000872592753259732	0.000410435775723616	609
catm_trx_avg3	0.000165111407867429	0.000423784819764757	0.000553196045540526	610
mv_mconsumototal_avg3	0.00016214350265634	0.000949505902830507	0.000535351011813412	611
cpayroll_trx_delta1	0.000160056071652083	0.000950731819065128	0.000410435775723616	612
mautoservicio_lag1	0.000159148792926118	0.000586307533359522	0.000749491416538777	613
ctransferencias_recibidas_delta1	0.000156857154870888	0.00138532026286038	0.000606731146721867	614
mvr_msaldodolares2_avg3	0.000154752070695275	0.000333222250520392	0.000499660944359185	615
mtransferencias_recibidas_delta1	0.000154587478354094	0.000308904702821184	0.000535351011813412	616
mcuenta_debitos_automaticos_avg3	0.000153847771908395	0.000335815651644593	0.000553196045540526	617
ctransferencias_emitidas	0.000153648783379519	0.000501552694834098	0.000606731146721867	618
mvr_Master_mlimitecompra_lag1	0.000153267576667559	0.000169470204825337	0.000463970876904957	619
internet	0.000153016416088938	0.000208105543247413	0.00042828080945073	620
Visa_Finiciomora	0.000152661418161248	0.000218063550754462	5.35351011813412e-05	621
ctransferencias_recibidas	0.000152581179437111	0.000280603876211031	0.000446125843177844	622
mv_mfinanciacion_limite_lag1	0.00015202996973425	0.000303156939521769	0.000517505978086299	623
Visa_mpagado_avg3	0.000149925452107427	0.000316344078708125	0.000356900674542275	624
cextraccion_autoservicio	0.00014798559200441	0.000753741123164741	0.000446125843177844	625
ccuenta_debitos_automaticos	0.00014791216213776	0.000104366461954331	0.000231985438452479	626
Visa_mconsumototal	0.000144348674608896	0.000301560212091722	0.000553196045540526	627
Visa_mconsumototal_lag1	0.00014406508265023	0.000187703336686396	0.000410435775723616	628
Master_msaldopesos_avg3	0.00014247828154268	0.000289536744476682	0.000463970876904957	629
ctarjeta_debito_transacciones_lag1	0.000142317038960645	0.00038770416932263	0.000588886112994754	630
Master_mpagominimo_avg3	0.000142224691698816	0.000299908451270337	0.000463970876904957	631
cextraccion_autoservicio_tend	0.000141721727887859	0.000658061207607248	0.000446125843177844	632
mtarjeta_visa_descuentos_avg3	0.000141221192247946	0.00316374138326014	0.000695956315357436	633
mv_cconsumos_lag1	0.000140623333221393	0.000278577508787921	0.000481815910632071	634
mv_mfinanciacion_limite	0.000140296716266329	0.000187639573860571	0.00042828080945073	635
Visa_fultimo_cierre_isNA_tend	0.000139583519655535	0.00236502621361313	0.000535351011813412	636
Master_mconsumototal_avg3	0.000138471322562859	0.000726174328132841	0.000481815910632071	637
ccajas_extracciones_avg3	0.000138256701697763	0.000463573582161142	0.000410435775723616	638
mv_status04_delta1	0.000137272433639669	0.000760375113835004	0.000196295370998251	639
Visa_msaldototal_lag1	0.000136493066761409	0.000170285837639022	0.000410435775723616	640
mv_mlimitecompra	0.000134691928603547	0.000104243490790238	0.000356900674542275	641
mcuenta_debitos_automaticos_delta1	0.000134069952696448	0.00125393582162501	0.000463970876904957	642
Visa_mconsumosdolares_lag1	0.000133622635319097	0.000136548091505353	0.00042828080945073	643
mvr_mconsumototal	0.000130172941538085	0.000139552155591121	0.000374745708269389	644
Master_mlimitecompra_lag1	0.000129677212491756	0.000227635944981519	0.00042828080945073	645
mvr_mconsumototal_lag1	0.000129307131278674	0.000161898748799186	0.000392590741996502	646
Master_cconsumos_tend	0.000128460395271942	0.000441995179188022	0.000446125843177844	647
mextraccion_autoservicio	0.000127152522918964	0.000604465895716488	0.000446125843177844	648
internet_tend	0.000126717119174743	0.00370181271842328	0.000927941753809915	649
Master_status_delta1	0.000125783882404072	9.01257179793343e-06	3.56900674542275e-05	650
Visa_mfinanciacion_limite_tend	0.000125202896355549	0.000632346950389957	0.000303365573360934	651
mvr_mconsumototal_delta1	0.000123984002159666	0.000248156947759699	0.000374745708269389	652
ccajas_otras_tend	0.000122549800357345	0.00123063620189523	0.00028552053963382	653
Master_mconsumospesos	0.000121868740058627	0.000776961798443498	0.00042828080945073	654
Visa_mconsumototal_delta1	0.000121708443783663	0.000378531810919503	0.000446125843177844	655
ctransferencias_emitidas_lag1	0.000119918480503251	0.00035414822315069	0.000392590741996502	656
mv_mconsumospesos_delta1	0.000119718061138924	0.000235354283231446	0.000321210607088047	657
matm_tend	0.000118689387814849	0.000272307497581745	0.000410435775723616	658
ctarjeta_visa_debitos_automaticos	0.000116948515845809	0.000185746804739191	0.000321210607088047	659
Master_mpagospesos	0.000116900164510969	7.58804195167791e-05	0.000196295370998251	660
Master_fultimo_cierre_delta1	0.00011502540959519	0.000103471884689624	0.000356900674542275	661
mextraccion_autoservicio_lag1	0.000109273071326334	0.00025044026418926	0.000410435775723616	662
tmobile_app_tend	0.000108775878132147	0.000762549502103781	0.000392590741996502	663
matm_other_avg3	0.000108435242528522	0.000891384189387395	0.00042828080945073	664
mv_mconsumospesos	0.000108017083606522	0.00013035019301886	0.000321210607088047	665
ccomisiones_mantenimiento	0.000106358743848707	0.000451398298294137	0.000231985438452479	666
Master_status	0.000104220863840011	5.63029547445648e-05	3.56900674542275e-05	667
tpaquete4_avg3	0.000103796122732694	0.000153397797770377	7.1380134908455e-05	668
mv_mlimitecompra_lag1	0.000102726553549921	0.000153713196033835	0.000356900674542275	669
Visa_mconsumospesos_isNA_tend	0.000102306305666312	0.000594501436018731	0.000249830472179592	670
mvr_Master_mlimitecompra_delta1	0.000101988773266882	0.00160539727665654	0.000410435775723616	671
mttarjeta_master_debitos_automaticos_tend	0.000101806533147261	0.000999506585415353	0.000339055640815161	672
mv_msaldopesos_delta1	0.000101269847644827	0.000400588435086315	0.00028552053963382	673
tpaquete3_tend	0.000100517177766396	0.00399611345688665	0.000874406652628574	674
mv_mconsumosdolares_avg3	0.000100248462488935	0.000210658333524214	0.000374745708269389	675
Master_mlimitecompra_delta1	0.000100242564759279	0.000376541499856235	0.000303365573360934	676
Master_msaldototal_avg3	9.99486042834717e-05	0.000101149475575181	0.00028552053963382	677
Master_mpagospesos_lag1	9.72117154136118e-05	0.000207863775866158	0.000321210607088047	678
cprestamos_personales_delta1	9.64075236616482e-05	0.000535467686441936	0.000124915236089796	679
Master_mconsumototal_tend	9.58405536451893e-05	0.000354509166289738	0.000231985438452479	680
cseguro_vida	9.56155268061238e-05	0.0011468138946975	0.000339055640815161	681
mcuenta_debitos_automaticos_lag1	9.56151536540448e-05	0.000180884130188735	0.000356900674542275	682
Master_msaldototal	9.54949220810891e-05	0.000123067946952704	0.000231985438452479	683
cplazo_fijo_avg3	9.50729222673722e-05	0.000635563177687847	0.000214140404725365	684
mforex_buy_tend	9.24030304419816e-05	0.00201042861435662	0.000481815910632071	685
mv_mpagospesos_delta1	8.9209803313755e-05	0.000221863132000529	0.000321210607088047	686
ctransferencias_recibidas_lag1	8.90373696279055e-05	8.98691485135126e-05	0.000303365573360934	687
Visa_fechaalta_delta1	8.88113793639939e-05	0.00026585492733258	0.000249830472179592	688
ctarjeta_visa_debitos_automaticos_lag1	8.86226446054482e-05	0.000211130861608457	0.000303365573360934	689
ccajas_extracciones_tend	8.75247568891622e-05	0.00104653508532734	0.00042828080945073	690
tcallcenter_delta1	8.688409337039e-05	0.000481980543630702	0.000267675505906706	691
cpagomiscuentas_lag1	8.67898660677699e-05	0.000166403896076263	0.000267675505906706	692
Master_mfinanciacion_limite_delta1	8.65622159152964e-05	0.000367248447532795	0.000267675505906706	693
mv_mconsumototal	8.52449820329972e-05	0.00010727715904514	0.000160605303544024	694
mtarjeta_master_consumo_avg3	8.43448640352396e-05	0.000338355537539976	0.000267675505906706	695
Master_cconsumos_avg3	8.4123687496192e-05	8.75011945234803e-05	0.000267675505906706	696
matm_other_tend	8.41007847437813e-05	0.00181626170074279	0.000517505978086299	697
mvr_mconsumosdolares_lag1	8.39717562773567e-05	0.000223608639357503	0.000321210607088047	698
mv_msaldopesos_lag1	8.35021162984714e-05	0.000261999933154545	0.000231985438452479	699
ccomisiones_otras_delta1	8.24567837500195e-05	0.000153949270305641	0.00028552053963382	700
Master_Fvencimiento_delta1	7.78626120796263e-05	3.27133659735315e-05	7.1380134908455e-05	701
ctarjeta_master_debitos_automaticos_avg3	7.7697028634857e-05	0.00163308476560875	0.000446125843177844	702
