semilla	subsamping	oficial	meseta	ganancia
999983	0.1	1	19464	16220000
999983	0.1	0	5000	10250000
999983	0.1	0	5500	10475000
999983	0.1	0	6000	10750000
999983	0.1	0	6500	10875000
999983	0.1	0	7000	11350000
999983	0.1	0	7500	12175000
999983	0.1	0	8000	12850000
999983	0.1	0	8500	13075000
999983	0.1	0	9000	13500000
999983	0.1	0	9500	13675000
999983	0.1	0	10000	14050000
999983	0.1	0	10500	14275000
999983	0.1	0	11000	14450000
999983	0.1	0	11500	14775000
999983	0.1	0	12000	14750000
999983	0.1	0	12500	14925000
999983	0.1	0	13000	15250000
999983	0.1	0	13500	15375000
999983	0.1	0	14000	15550000
999983	0.1	0	14500	15825000
999983	0.1	0	15000	15950000
687683	0.1	1	19464	16370000
687683	0.1	0	5000	9950000
687683	0.1	0	5500	10525000
687683	0.1	0	6000	10900000
687683	0.1	0	6500	11275000
687683	0.1	0	7000	11850000
687683	0.1	0	7500	12525000
687683	0.1	0	8000	12800000
687683	0.1	0	8500	13325000
687683	0.1	0	9000	13850000
687683	0.1	0	9500	14325000
687683	0.1	0	10000	14600000
687683	0.1	0	10500	14675000
687683	0.1	0	11000	14950000
687683	0.1	0	11500	15075000
687683	0.1	0	12000	15150000
687683	0.1	0	12500	15575000
687683	0.1	0	13000	15800000
687683	0.1	0	13500	15825000
687683	0.1	0	14000	16350000
687683	0.1	0	14500	16375000
687683	0.1	0	15000	16500000
771941	0.1	1	19464	16370000
771941	0.1	0	5000	10050000
771941	0.1	0	5500	10425000
771941	0.1	0	6000	10550000
771941	0.1	0	6500	11225000
771941	0.1	0	7000	11550000
771941	0.1	0	7500	12275000
771941	0.1	0	8000	12600000
771941	0.1	0	8500	12775000
771941	0.1	0	9000	13350000
771941	0.1	0	9500	13775000
771941	0.1	0	10000	14200000
771941	0.1	0	10500	14525000
771941	0.1	0	11000	14700000
771941	0.1	0	11500	14725000
771941	0.1	0	12000	15050000
771941	0.1	0	12500	15225000
771941	0.1	0	13000	15600000
771941	0.1	0	13500	15825000
771941	0.1	0	14000	1.6e+07
771941	0.1	0	14500	16225000
771941	0.1	0	15000	16050000
273313	0.1	1	19464	16520000
273313	0.1	0	5000	10050000
273313	0.1	0	5500	10325000
273313	0.1	0	6000	10800000
273313	0.1	0	6500	11325000
273313	0.1	0	7000	12050000
273313	0.1	0	7500	12825000
273313	0.1	0	8000	13300000
273313	0.1	0	8500	13475000
273313	0.1	0	9000	13500000
273313	0.1	0	9500	13825000
273313	0.1	0	10000	14100000
273313	0.1	0	10500	14125000
273313	0.1	0	11000	14350000
273313	0.1	0	11500	15075000
273313	0.1	0	12000	15050000
273313	0.1	0	12500	15325000
273313	0.1	0	13000	15550000
273313	0.1	0	13500	15775000
273313	0.1	0	14000	15900000
273313	0.1	0	14500	16125000
273313	0.1	0	15000	16300000
346469	0.1	1	19464	16520000
346469	0.1	0	5000	9700000
346469	0.1	0	5500	10225000
346469	0.1	0	6000	10650000
346469	0.1	0	6500	10975000
346469	0.1	0	7000	11500000
346469	0.1	0	7500	12325000
346469	0.1	0	8000	12600000
346469	0.1	0	8500	12875000
346469	0.1	0	9000	13200000
346469	0.1	0	9500	13875000
346469	0.1	0	10000	14200000
346469	0.1	0	10500	14375000
346469	0.1	0	11000	14600000
346469	0.1	0	11500	14825000
346469	0.1	0	12000	14800000
346469	0.1	0	12500	15075000
346469	0.1	0	13000	15400000
346469	0.1	0	13500	15425000
346469	0.1	0	14000	15600000
346469	0.1	0	14500	15725000
346469	0.1	0	15000	15950000
964823	0.1	1	19464	16670000
964823	0.1	0	5000	10350000
964823	0.1	0	5500	10925000
964823	0.1	0	6000	11300000
964823	0.1	0	6500	11625000
964823	0.1	0	7000	11700000
964823	0.1	0	7500	11825000
964823	0.1	0	8000	12500000
964823	0.1	0	8500	13025000
964823	0.1	0	9000	13700000
964823	0.1	0	9500	14175000
964823	0.1	0	10000	14300000
964823	0.1	0	10500	14525000
964823	0.1	0	11000	14900000
964823	0.1	0	11500	15025000
964823	0.1	0	12000	15100000
964823	0.1	0	12500	15125000
964823	0.1	0	13000	15250000
964823	0.1	0	13500	15275000
964823	0.1	0	14000	15700000
964823	0.1	0	14500	16025000
964823	0.1	0	15000	16300000
721577	0.1	1	19464	16770000
721577	0.1	0	5000	10450000
721577	0.1	0	5500	10725000
721577	0.1	0	6000	1.1e+07
721577	0.1	0	6500	11125000
721577	0.1	0	7000	11500000
721577	0.1	0	7500	12225000
721577	0.1	0	8000	12700000
721577	0.1	0	8500	12925000
721577	0.1	0	9000	13700000
721577	0.1	0	9500	14425000
721577	0.1	0	10000	14250000
721577	0.1	0	10500	14475000
721577	0.1	0	11000	14600000
721577	0.1	0	11500	14625000
721577	0.1	0	12000	14850000
721577	0.1	0	12500	14775000
721577	0.1	0	13000	15150000
721577	0.1	0	13500	15225000
721577	0.1	0	14000	15500000
721577	0.1	0	14500	16075000
721577	0.1	0	15000	16250000
217849	0.1	1	19464	16720000
217849	0.1	0	5000	9850000
217849	0.1	0	5500	10525000
217849	0.1	0	6000	10700000
217849	0.1	0	6500	11025000
217849	0.1	0	7000	11450000
217849	0.1	0	7500	11825000
217849	0.1	0	8000	12650000
217849	0.1	0	8500	13075000
217849	0.1	0	9000	13500000
217849	0.1	0	9500	13775000
217849	0.1	0	10000	14050000
217849	0.1	0	10500	14275000
217849	0.1	0	11000	14200000
217849	0.1	0	11500	13975000
217849	0.1	0	12000	14350000
217849	0.1	0	12500	15075000
217849	0.1	0	13000	15350000
217849	0.1	0	13500	15525000
217849	0.1	0	14000	15750000
217849	0.1	0	14500	15875000
217849	0.1	0	15000	16150000
180263	0.1	1	19464	16520000
180263	0.1	0	5000	10250000
180263	0.1	0	5500	10575000
180263	0.1	0	6000	10800000
180263	0.1	0	6500	11575000
180263	0.1	0	7000	12050000
180263	0.1	0	7500	12375000
180263	0.1	0	8000	12950000
180263	0.1	0	8500	13325000
180263	0.1	0	9000	13600000
180263	0.1	0	9500	13775000
180263	0.1	0	10000	14150000
180263	0.1	0	10500	14275000
180263	0.1	0	11000	14550000
180263	0.1	0	11500	14725000
180263	0.1	0	12000	14900000
180263	0.1	0	12500	15225000
180263	0.1	0	13000	15200000
180263	0.1	0	13500	15525000
180263	0.1	0	14000	15900000
180263	0.1	0	14500	16075000
180263	0.1	0	15000	16200000
480383	0.1	1	19464	15820000
480383	0.1	0	5000	10050000
480383	0.1	0	5500	10375000
480383	0.1	0	6000	10550000
480383	0.1	0	6500	10525000
480383	0.1	0	7000	11100000
480383	0.1	0	7500	11825000
480383	0.1	0	8000	12300000
480383	0.1	0	8500	12775000
480383	0.1	0	9000	13450000
480383	0.1	0	9500	13825000
480383	0.1	0	10000	14450000
480383	0.1	0	10500	14375000
480383	0.1	0	11000	14250000
480383	0.1	0	11500	14475000
480383	0.1	0	12000	14800000
480383	0.1	0	12500	15025000
480383	0.1	0	13000	15150000
480383	0.1	0	13500	15525000
480383	0.1	0	14000	15750000
480383	0.1	0	14500	16125000
480383	0.1	0	15000	16050000
585443	0.1	1	19464	16370000
585443	0.1	0	5000	10200000
585443	0.1	0	5500	10325000
585443	0.1	0	6000	10550000
585443	0.1	0	6500	10975000
585443	0.1	0	7000	11600000
585443	0.1	0	7500	12275000
585443	0.1	0	8000	12350000
585443	0.1	0	8500	12575000
585443	0.1	0	9000	13350000
585443	0.1	0	9500	14175000
585443	0.1	0	10000	14500000
585443	0.1	0	10500	14575000
585443	0.1	0	11000	14650000
585443	0.1	0	11500	15175000
585443	0.1	0	12000	15550000
585443	0.1	0	12500	15525000
585443	0.1	0	13000	15700000
585443	0.1	0	13500	15975000
585443	0.1	0	14000	1.6e+07
585443	0.1	0	14500	15825000
585443	0.1	0	15000	15850000
203209	0.1	1	19464	16470000
203209	0.1	0	5000	10250000
203209	0.1	0	5500	10475000
203209	0.1	0	6000	10950000
203209	0.1	0	6500	11325000
203209	0.1	0	7000	11550000
203209	0.1	0	7500	12225000
203209	0.1	0	8000	12550000
203209	0.1	0	8500	12725000
203209	0.1	0	9000	12950000
203209	0.1	0	9500	13675000
203209	0.1	0	10000	13750000
203209	0.1	0	10500	14075000
203209	0.1	0	11000	14250000
203209	0.1	0	11500	14725000
203209	0.1	0	12000	14850000
203209	0.1	0	12500	14875000
203209	0.1	0	13000	15250000
203209	0.1	0	13500	15575000
203209	0.1	0	14000	15900000
203209	0.1	0	14500	16075000
203209	0.1	0	15000	1.6e+07
859361	0.1	1	19464	16270000
859361	0.1	0	5000	10050000
859361	0.1	0	5500	10275000
859361	0.1	0	6000	10650000
859361	0.1	0	6500	11575000
859361	0.1	0	7000	11800000
859361	0.1	0	7500	12425000
859361	0.1	0	8000	12800000
859361	0.1	0	8500	12975000
859361	0.1	0	9000	13400000
859361	0.1	0	9500	13675000
859361	0.1	0	10000	13700000
859361	0.1	0	10500	14025000
859361	0.1	0	11000	14350000
859361	0.1	0	11500	14425000
859361	0.1	0	12000	14750000
859361	0.1	0	12500	15325000
859361	0.1	0	13000	15450000
859361	0.1	0	13500	15375000
859361	0.1	0	14000	15550000
859361	0.1	0	14500	15975000
859361	0.1	0	15000	15950000
320113	0.1	1	19464	16570000
320113	0.1	0	5000	10100000
320113	0.1	0	5500	10675000
320113	0.1	0	6000	11050000
320113	0.1	0	6500	11325000
320113	0.1	0	7000	11600000
320113	0.1	0	7500	12075000
320113	0.1	0	8000	12550000
320113	0.1	0	8500	12825000
320113	0.1	0	9000	13500000
320113	0.1	0	9500	13825000
320113	0.1	0	10000	14300000
320113	0.1	0	10500	14425000
320113	0.1	0	11000	14750000
320113	0.1	0	11500	15375000
320113	0.1	0	12000	15400000
320113	0.1	0	12500	15775000
320113	0.1	0	13000	15750000
320113	0.1	0	13500	15875000
320113	0.1	0	14000	16300000
320113	0.1	0	14500	16725000
320113	0.1	0	15000	16650000
681167	0.1	1	19464	16170000
681167	0.1	0	5000	1e+07
681167	0.1	0	5500	10425000
681167	0.1	0	6000	10850000
681167	0.1	0	6500	11575000
681167	0.1	0	7000	11950000
681167	0.1	0	7500	12325000
681167	0.1	0	8000	12850000
681167	0.1	0	8500	13325000
681167	0.1	0	9000	13800000
681167	0.1	0	9500	13725000
681167	0.1	0	10000	14350000
681167	0.1	0	10500	14675000
681167	0.1	0	11000	14700000
681167	0.1	0	11500	15025000
681167	0.1	0	12000	15250000
681167	0.1	0	12500	15225000
681167	0.1	0	13000	15450000
681167	0.1	0	13500	15725000
681167	0.1	0	14000	16150000
681167	0.1	0	14500	16425000
681167	0.1	0	15000	16650000
272761	0.1	1	19464	16170000
272761	0.1	0	5000	10250000
272761	0.1	0	5500	10525000
272761	0.1	0	6000	10700000
272761	0.1	0	6500	11175000
272761	0.1	0	7000	11600000
272761	0.1	0	7500	11975000
272761	0.1	0	8000	12450000
272761	0.1	0	8500	12775000
272761	0.1	0	9000	13300000
272761	0.1	0	9500	13675000
272761	0.1	0	10000	13850000
272761	0.1	0	10500	14225000
272761	0.1	0	11000	14450000
272761	0.1	0	11500	14825000
272761	0.1	0	12000	15250000
272761	0.1	0	12500	15575000
272761	0.1	0	13000	15550000
272761	0.1	0	13500	15475000
272761	0.1	0	14000	15950000
272761	0.1	0	14500	16075000
272761	0.1	0	15000	16200000
806159	0.1	1	19464	16520000
806159	0.1	0	5000	10150000
806159	0.1	0	5500	10525000
806159	0.1	0	6000	10850000
806159	0.1	0	6500	11125000
806159	0.1	0	7000	11750000
806159	0.1	0	7500	12175000
806159	0.1	0	8000	12450000
806159	0.1	0	8500	12875000
806159	0.1	0	9000	13200000
806159	0.1	0	9500	13725000
806159	0.1	0	10000	13950000
806159	0.1	0	10500	14325000
806159	0.1	0	11000	14350000
806159	0.1	0	11500	14575000
806159	0.1	0	12000	14700000
806159	0.1	0	12500	15125000
806159	0.1	0	13000	15350000
806159	0.1	0	13500	15475000
806159	0.1	0	14000	15900000
806159	0.1	0	14500	16275000
806159	0.1	0	15000	16550000
803651	0.1	1	19464	16370000
803651	0.1	0	5000	10250000
803651	0.1	0	5500	10475000
803651	0.1	0	6000	10800000
803651	0.1	0	6500	11125000
803651	0.1	0	7000	11300000
803651	0.1	0	7500	11975000
803651	0.1	0	8000	12200000
803651	0.1	0	8500	12475000
803651	0.1	0	9000	12900000
803651	0.1	0	9500	13825000
803651	0.1	0	10000	13950000
803651	0.1	0	10500	14025000
803651	0.1	0	11000	14600000
803651	0.1	0	11500	14775000
803651	0.1	0	12000	15150000
803651	0.1	0	12500	15575000
803651	0.1	0	13000	15750000
803651	0.1	0	13500	16025000
803651	0.1	0	14000	16150000
803651	0.1	0	14500	16275000
803651	0.1	0	15000	16050000
600751	0.1	1	19464	16420000
600751	0.1	0	5000	1e+07
600751	0.1	0	5500	10375000
600751	0.1	0	6000	10750000
600751	0.1	0	6500	11325000
600751	0.1	0	7000	11950000
600751	0.1	0	7500	12475000
600751	0.1	0	8000	1.3e+07
600751	0.1	0	8500	13175000
600751	0.1	0	9000	13350000
600751	0.1	0	9500	13875000
600751	0.1	0	10000	14050000
600751	0.1	0	10500	14125000
600751	0.1	0	11000	14200000
600751	0.1	0	11500	14375000
600751	0.1	0	12000	14850000
600751	0.1	0	12500	15125000
600751	0.1	0	13000	15450000
600751	0.1	0	13500	15575000
600751	0.1	0	14000	15900000
600751	0.1	0	14500	15925000
600751	0.1	0	15000	16350000
656701	0.1	1	19464	16370000
656701	0.1	0	5000	10200000
656701	0.1	0	5500	10625000
656701	0.1	0	6000	10850000
656701	0.1	0	6500	11225000
656701	0.1	0	7000	11500000
656701	0.1	0	7500	12375000
656701	0.1	0	8000	12500000
656701	0.1	0	8500	13275000
656701	0.1	0	9000	13600000
656701	0.1	0	9500	14225000
656701	0.1	0	10000	14400000
656701	0.1	0	10500	14625000
656701	0.1	0	11000	14550000
656701	0.1	0	11500	14725000
656701	0.1	0	12000	14900000
656701	0.1	0	12500	15075000
656701	0.1	0	13000	15150000
656701	0.1	0	13500	15425000
656701	0.1	0	14000	15950000
656701	0.1	0	14500	15975000
656701	0.1	0	15000	16250000
194717	0.1	1	19464	16470000
194717	0.1	0	5000	10350000
194717	0.1	0	5500	10725000
194717	0.1	0	6000	10950000
194717	0.1	0	6500	11425000
194717	0.1	0	7000	11700000
194717	0.1	0	7500	11975000
194717	0.1	0	8000	12200000
194717	0.1	0	8500	12775000
194717	0.1	0	9000	13900000
194717	0.1	0	9500	14225000
194717	0.1	0	10000	14650000
194717	0.1	0	10500	14825000
194717	0.1	0	11000	15050000
194717	0.1	0	11500	15175000
194717	0.1	0	12000	15200000
194717	0.1	0	12500	15325000
194717	0.1	0	13000	15650000
194717	0.1	0	13500	15875000
194717	0.1	0	14000	15950000
194717	0.1	0	14500	16175000
194717	0.1	0	15000	16400000
