fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ratio_corte	iteracion_bayesiana	ganancia
20211112 002826	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	204	TRUE	0.0485679609421641	0.812200082595518	6848	557	0.0330103018586863	1	5320000
20211112 003042	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	184	TRUE	0.0694525726698339	0.401175229586079	3844	906	0.0356213334672324	2	5930000
20211112 003231	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	247	TRUE	0.0280438727512956	0.160725437295332	6456	657	0.0360648740930431	3	5263750
20211112 003542	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	232	TRUE	0.0426151562482119	0.566880352397857	4333	491	0.0320981145339057	4	5806250
20211112 003739	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	163	TRUE	0.0769388209364843	0.349702172529942	3299	713	0.0350689998577322	5	6012500
20211112 003859	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	93	TRUE	0.0868696545087732	0.312519602611428	2060	213	0.035512540483543	6	5696250
20211112 004035	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	140	TRUE	0.0846899416751694	0.95427214524243	2866	601	0.0299055174780113	7	5483750
20211112 004224	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	201	TRUE	0.0730772462580353	0.630408691486809	5420	413	0.0336295849966107	8	6127500
20211112 004420	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	206	TRUE	0.0985639136622194	0.243620223802282	2260	1020	0.0412953060011884	9	6282500
20211112 004745	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	266	TRUE	0.0344197078992147	0.534330553532345	5829	795	0.0362824600604219	10	5581250
20211112 005114	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	308	TRUE	0.0513272671634331	0.69484128067561	1470	749	0.027261011105253	11	5828750
20211112 005649	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	503	TRUE	0.0368544003763236	0.489423041073314	1028	130	0.0353033232072172	12	6477500
20211112 005752	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	57	TRUE	0.0904848694708198	0.873797504692629	348	249	0.0374457081167935	13	6007500
20211112 010017	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	283	TRUE	0.0225729210360441	0.723101025544747	7367	292	0.0406174420258927	14	5833750
20211112 010302	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	366	TRUE	0.0644040121824946	0.909390308032744	7800	946	0.035253111060899	15	6185000
20211112 010559	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	524	TRUE	0.0586509651492815	0.136960567996721	4809	353	0.0395629869532107	16	6541250
20211112 010754	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	265	TRUE	0.0612565426128928	0.164614455723374	4882	299	0.0327927158913074	17	6002500
20211112 011132	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	453	TRUE	0.0317840394599736	0.969354339546012	5367	102	0.0356464395403915	18	6276250
20211112 011320	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	185	TRUE	0.0554934794114903	0.734236518382677	4314	846	0.0292778656490338	19	5327500
20211112 011558	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	329	TRUE	0.0473255690898746	0.718817888564453	6321	730	0.0313198262659737	20	5672500
20211112 011808	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	174	TRUE	0.062278566761408	0.423446070845309	5296	627	0.0379394608889224	21	5883750
20211112 012028	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	256	TRUE	0.0291698684212565	0.990747633903171	6196	506	0.0426175591875675	22	5735000
20211112 012140	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	86	TRUE	0.0845429159516469	0.265302602361399	2184	862	0.0296711941285264	23	5268750
