fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ratio_corte	iteracion_bayesiana	ganancia
20211116 025711	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	369	TRUE	0.0485679609421641	0.812200082595518	6848	557	0.0315123061601935	1	5793750
20211116 030107	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	354	TRUE	0.0694525726698339	0.401175229586079	3844	906	0.0337383779803001	2	5511250
20211116 030849	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	1341	TRUE	0.0280438727512956	0.160725437295332	6456	657	0.0294619768522005	3	6050000
20211116 031519	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	533	TRUE	0.0426151562482119	0.566880352397857	4333	491	0.0331776756797469	4	6295000
20211116 031820	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	281	TRUE	0.0769388209364843	0.349702172529942	3299	713	0.0293782899416702	5	5712500
20211116 031955	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	114	TRUE	0.0868696545087732	0.312519602611428	2060	213	0.0412199877817111	6	6143750
20211116 032238	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	282	TRUE	0.0846899416751694	0.95427214524243	2866	601	0.0314035131765041	7	6060000
20211116 032505	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	282	TRUE	0.0730772462580353	0.630408691486809	5420	413	0.0350857372398383	8	5810000
20211116 032604	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	62	TRUE	0.0985639136622194	0.243620223802282	2260	1020	0.0366423137757023	9	5027500
20211116 033022	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	338	TRUE	0.0344197078992147	0.534330553532345	5829	795	0.0324830743223452	10	5798750
20211116 033345	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	265	TRUE	0.0513272671634331	0.69484128067561	1470	749	0.0379227235068163	11	6236250
20211116 033611	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	157	TRUE	0.0368544003763236	0.489423041073314	1028	130	0.0318637911844208	12	5441250
20211116 033828	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	222	TRUE	0.0904848694708198	0.873797504692629	348	249	0.0287255320395337	13	5410000
20211116 034149	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	457	TRUE	0.0225729210360441	0.723101025544747	7367	292	0.0325918673060347	14	5332500
20211116 034319	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	172	TRUE	0.0644040121824946	0.909390308032744	7800	946	0.03086791694911	15	5390000
20211116 034519	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	315	TRUE	0.0586509651492815	0.136960567996721	4809	353	0.0348179391261413	16	5700000
20211116 035105	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	468	TRUE	0.0539116790626976	0.567212088482711	3325	306	0.0342656055166411	17	5982500
20211116 035558	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	382	TRUE	0.0395606655808166	0.566685972573215	3476	694	0.0297214062748446	18	6011250
20211116 040014	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	327	TRUE	0.0414115924737112	0.565959721980945	5444	432	0.0303323207217159	19	5370000
20211116 040320	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	389	TRUE	0.0317840394599736	0.969354339546012	5367	102	0.0294536081611475	20	5451250
20211116 040549	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	288	TRUE	0.0554934794114903	0.734236518382677	4314	846	0.0381654155473542	21	6200000
