fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ratio_corte	iteracion_bayesiana	ganancia
20211113 142344	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	127	TRUE	0.0485679609421641	0.812200082595518	6848	557	0.0395797243353167	1	5688750
20211113 142613	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	203	TRUE	0.0694525726698339	0.401175229586079	3844	906	0.0300728912990719	2	5708750
20211113 142845	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	377	TRUE	0.0280438727512956	0.160725437295332	6456	657	0.0354539596461717	3	5655000
20211113 143233	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	283	TRUE	0.0426151562482119	0.566880352397857	4333	491	0.0332111504439591	4	5590000
20211113 143509	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	237	TRUE	0.0769388209364843	0.349702172529942	3299	713	0.0244909743666993	5	5592500
20211113 143653	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	139	TRUE	0.0868696545087732	0.312519602611428	2060	213	0.0294368707790414	6	5403750
20211113 143823	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	113	TRUE	0.0846899416751694	0.95427214524243	2866	601	0.0374791828810056	7	6152500
20211113 144055	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	293	TRUE	0.0730772462580353	0.630408691486809	5420	413	0.0369435866536115	8	6132500
20211113 144211	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	104	TRUE	0.0985639136622194	0.243620223802282	2260	1020	0.0291188605190262	9	5951250
20211113 144842	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	575	TRUE	0.0344197078992147	0.534330553532345	5829	795	0.0279807185358138	10	5471250
20211113 145009	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	77	TRUE	0.0513272671634331	0.69484128067561	1470	749	0.0334705798666031	11	5951250
20211113 145422	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	341	TRUE	0.0368544003763236	0.489423041073314	1028	130	0.0304494823964584	12	6152500
20211113 145529	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	60	TRUE	0.0904848694708198	0.873797504692629	348	249	0.0315039374691405	13	6095000
20211113 145801	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	269	TRUE	0.0225729210360441	0.723101025544747	7367	292	0.0403161691479836	14	5528750
20211113 150006	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	248	TRUE	0.0644040121824946	0.909390308032744	7800	946	0.0292778656490338	15	5677500
20211113 150237	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	423	TRUE	0.0586509651492815	0.136960567996721	4809	353	0.0288175876411171	16	5696250
20211113 150400	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	92	TRUE	0.0818102005346969	0.85925603559363	2770	417	0.0322152762086482	17	5888750
20211113 150518	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	82	TRUE	0.0877150013479188	0.959670650179917	2207	495	0.0372783342957328	18	6132500
20211113 150745	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	152	TRUE	0.0863224115421413	0.937409241873164	895	622	0.0348597825814064	19	5843750
20211113 150912	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	104	TRUE	0.0897933507835768	0.96709869600025	2758	285	0.0302570025022386	20	5681250
20211113 151046	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	100	TRUE	0.0513223771014626	0.957260246043558	1984	695	0.0349685755650959	21	5777500
20211113 151333	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	298	TRUE	0.0317840394599736	0.969354339546012	5367	102	0.0296042446001021	22	5328750
20211113 151455	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	97	TRUE	0.0554934794114903	0.734236518382677	4314	846	0.0367260006862327	23	5565000
20211113 151810	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	401	TRUE	0.0473255690898746	0.718817888564453	6321	730	0.0303155833396099	24	5672500
20211113 151921	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	55	TRUE	0.0951282418151335	0.956450466030884	1508	588	0.0339559639476789	25	5928750
20211113 152205	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	188	TRUE	0.0384115911981237	0.485257761055845	1169	139	0.0295372950716778	26	5838750
20211113 152340	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	148	TRUE	0.0857027102432095	0.957787301000752	4256	755	0.0313700384122919	27	5465000
20211113 152504	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	71	TRUE	0.062278566761408	0.423446070845309	5296	627	0.041722109244893	28	5118750
20211113 152729	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	251	TRUE	0.0291698684212565	0.990747633903171	6196	506	0.0422660741633401	29	5737500
20211113 152829	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	60	TRUE	0.0845429159516469	0.265302602361399	2184	862	0.0406341794079988	30	5931250
20211113 152941	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	70	TRUE	0.0722323446390033	0.951347630601563	2650	667	0.0427263521712569	31	5818750
20211113 153319	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	280	TRUE	0.0476338022232428	0.572736529607885	6004	663	0.0325081803955043	32	5745000
20211113 153616	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	302	TRUE	0.0551776551933028	0.327766494586272	6499	587	0.0320311650054815	33	5816250
20211113 153758	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	116	TRUE	0.0798047164328769	0.393344031555881	5062	686	0.0339559639476789	34	5728750
20211113 154017	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	135	TRUE	0.0386352451506071	0.404612072499818	875	661	0.0334371051023909	35	6106250
20211113 154131	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	167	TRUE	0.0433675417006388	0.112609258927475	2956	217	0.0371695413120434	36	5648750
20211113 170446	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	95	TRUE	0.0697419938869402	0.427681592786498	466	679	0.0398140476848016	37	6703750
20211113 170712	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	135	TRUE	0.0556473292419501	0.554259937580652	5574	930	0.0354455909551187	38	5606250
20211113 171007	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	249	TRUE	0.0495886520421691	0.37796487140283	4246	549	0.0344580854108609	39	5803750
20211113 171240	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	205	TRUE	0.0849849735815264	0.319760480330302	1022	336	0.0400567397253396	40	6317500
20211113 171454	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	135	TRUE	0.0465037125027552	0.727070892823022	1014	527	0.0296879315106324	41	5766250
20211113 171703	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	233	TRUE	0.0574375245955959	0.803841766718193	7531	301	0.0329935644765802	42	5772500
20211113 171934	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	137	TRUE	0.0289933062436432	0.914142998647527	367	455	0.0294787142343066	43	5997500
20211113 172200	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	206	TRUE	0.0775838731076382	0.402970562975947	6385	731	0.0343241863540124	44	5723750
20211113 172353	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	128	TRUE	0.0345491855871305	0.707065885409084	1984	378	0.0328094532734135	45	5600000
20211113 172547	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	134	TRUE	0.0926832483600639	0.398507780198264	3202	509	0.0319642154770572	46	5676250
20211113 172810	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	140	TRUE	0.0389983416760899	0.639422746171732	1062	636	0.0318470538023148	47	5893750
20211113 173032	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	340	TRUE	0.0361606589905545	0.154521770766121	3700	912	0.0320562710786406	48	5862500
20211113 173235	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	241	TRUE	0.0772020599885657	0.216171464156941	5029	768	0.0365335207920129	49	5993750
