fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	num_iterations	early_stopping_rounds	force_row_wise	learning_rate	feature_fraction	bagging_fraction	bagging_freq	min_gain_to_split	max_bin	lambda_l1	lambda_l2	min_data_in_leaf	num_leaves	seed	gleaf_size	gnum_leaves	semilla	isemilla	num_iterations	pos_actual	pos_ratio_actual	gan_validate	gan_test	pos_acum	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211126 014700	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	77	170.645059270319	155.898697618395	353	488	964333	64.0808299635537	0.802700850204914	964333	2	64	5523	0.0462202806858979	5496250	4996250	5600	0.0468646698969814	5600000	5100000	6
20211126 014724	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	77	170.645059270319	155.898697618395	353	488	187049	64.0808299635537	0.802700850204914	187049	3	40	5372	0.04495660833689	5685000	5135000	5296	0.0443205878168596	5530000	5230000	6
20211126 014750	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	77	170.645059270319	155.898697618395	353	488	205151	64.0808299635537	0.802700850204914	205151	4	73	5190	0.0434335065652381	5512500	5212500	5682	0.0475509025633301	5597500	4997500	6
20211126 014817	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	77	170.645059270319	155.898697618395	353	488	813697	64.0808299635537	0.802700850204914	813697	5	77	4563	0.0381863372749868	5146250	4896250	4751	0.0397596511929569	5561250	5161250	6
20211126 014841	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	77	170.645059270319	155.898697618395	353	488	344719	64.0808299635537	0.802700850204914	344719	6	46	5872	0.0491409538634062	5160000	4510000	4582	0.0383453424049944	5522500	5172500	6
20211126 014917	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	77	170.645059270319	155.898697618395	353	488	127217	64.0808299635537	0.802700850204914	127217	7	53	4913	0.0411153791435482	5208750	4958750	4464	0.0373578368607366	5570000	5220000	6
20211126 014942	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	77	170.645059270319	155.898697618395	353	488	464371	64.0808299635537	0.802700850204914	464371	8	55	5483	0.0458855330437766	5396250	4796250	4363	0.0365125990643803	5446250	5246250	6
20211126 015009	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	77	170.645059270319	155.898697618395	353	488	645137	64.0808299635537	0.802700850204914	645137	9	100	5159	0.0431740771425941	5351250	5201250	4614	0.0386131405186915	5482500	5132500	6
20211126 015036	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	232	TRUE	0.123699772359687	0.180681682141731	0.982049080290599	401	9.05543825851055	77	170.645059270319	155.898697618395	353	488	480803	64.0808299635537	0.802700850204914	480803	10	77	4388	0.0367218163407061	5665000	5315000	4551	0.0380859129823504	5511250	5211250	6
20211126 015119	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	45	91.4323899499141	152.529438659549	16098	7	378821	25.1164709297009	0.4647782075305	378821	1	21	4668	0.0390650498355552	3265000	3665000	4668	0.0390650498355552	3265000	3665000	7
20211126 015144	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	45	91.4323899499141	152.529438659549	16098	7	964333	25.1164709297009	0.4647782075305	964333	2	12	5327	0.0445800172395036	3591250	3341250	5004	0.0418769300293741	3195000	3745000	7
20211126 015212	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	45	91.4323899499141	152.529438659549	16098	7	187049	25.1164709297009	0.4647782075305	187049	3	39	4732	0.0396006460629493	3485000	3935000	4317	0.0361276392759408	3253750	3603750	7
20211126 015238	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	45	91.4323899499141	152.529438659549	16098	7	205151	25.1164709297009	0.4647782075305	205151	4	18	5676	0.0475006904170119	3455000	3255000	5049	0.0422535211267606	3438750	3738750	7
20211126 015304	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	45	91.4323899499141	152.529438659549	16098	7	813697	25.1164709297009	0.4647782075305	813697	5	8	4733	0.0396090147540023	3483750	3483750	4770	0.0399186563229645	3487500	3837500	7
20211126 015329	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	45	91.4323899499141	152.529438659549	16098	7	344719	25.1164709297009	0.4647782075305	344719	6	11	4753	0.039776388575063	3658750	3308750	4735	0.0396257521361084	3581250	3881250	7
20211126 015354	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	45	91.4323899499141	152.529438659549	16098	7	127217	25.1164709297009	0.4647782075305	127217	7	7	5026	0.0420610412325408	3617500	3667500	4826	0.0403873030219343	3717500	3767500	7
20211126 015419	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	45	91.4323899499141	152.529438659549	16098	7	464371	25.1164709297009	0.4647782075305	464371	8	7	5699	0.0476931703112316	3426250	3326250	4801	0.0401780857456085	3648750	3748750	7
20211126 015446	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	45	91.4323899499141	152.529438659549	16098	7	645137	25.1164709297009	0.4647782075305	645137	9	25	4402	0.0368389780154486	3397500	3847500	4929	0.0412492782003967	3638750	3688750	7
20211126 015513	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	222	TRUE	0.180688375353231	0.578350096669747	0.248918626999948	111	13.83273416257	45	91.4323899499141	152.529438659549	16098	7	480803	25.1164709297009	0.4647782075305	480803	10	24	5068	0.0424125262567682	3315000	3365000	4964	0.0415421823872528	3645000	3645000	7
20211126 015604	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	30	145.756030876655	25.0160459976178	478	330	378821	61.0390264387242	0.734272518527927	378821	1	52	5180	0.0433498196547078	4575000	4275000	5180	0.0433498196547078	4575000	4275000	8
20211126 015633	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	30	145.756030876655	25.0160459976178	478	330	964333	61.0390264387242	0.734272518527927	964333	2	10	4054	0.0339266735289933	4682500	4482500	4291	0.035910053308562	4586250	4686250	8
20211126 015703	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	30	145.756030876655	25.0160459976178	478	330	187049	61.0390264387242	0.734272518527927	187049	3	16	3967	0.0331985974073795	4791250	4941250	3776	0.0316001774162503	4630000	4830000	8
20211126 015733	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	30	145.756030876655	25.0160459976178	478	330	205151	61.0390264387242	0.734272518527927	205151	4	18	4245	0.0355250935201225	4493750	4443750	3952	0.033073067041584	4610000	4660000	8
20211126 015803	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	30	145.756030876655	25.0160459976178	478	330	813697	61.0390264387242	0.734272518527927	813697	5	17	5218	0.043667829914723	4377500	4327500	5211	0.0436092490773518	4486250	4536250	8
20211126 015836	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	30	145.756030876655	25.0160459976178	478	330	344719	61.0390264387242	0.734272518527927	344719	6	53	6959	0.0582377210380524	4251250	4001250	4455	0.0372825186412593	4381250	4581250	8
20211126 015906	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	30	145.756030876655	25.0160459976178	478	330	127217	61.0390264387242	0.734272518527927	127217	7	19	4394	0.0367720284870243	4307500	4557500	4395	0.0367803971780774	4456250	4706250	8
20211126 015938	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	30	145.756030876655	25.0160459976178	478	330	464371	61.0390264387242	0.734272518527927	464371	8	46	7092	0.0593507569481057	4435000	3635000	4225	0.0353577196990619	4518750	4618750	8
20211126 020007	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	248	TRUE	0.0827439808099298	0.526902774552582	0.43905542238499	686	29.8489984907792	30	145.756030876655	25.0160459976178	478	330	645137	61.0390264387242	0.734272518527927	645137	9	10	4254	0.0356004117395998	4532500	4832500	4257	0.0356255178127589	4528750	4578750	8
