fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	num_iterations	early_stopping_rounds	force_row_wise	learning_rate	feature_fraction	bagging_fraction	bagging_freq	min_gain_to_split	max_bin	lambda_l1	lambda_l2	min_data_in_leaf	num_leaves	seed	gleaf_size	gnum_leaves	semilla	isemilla	num_iterations	pos_actual	pos_ratio_actual	gan_validate	gan_test	pos_acum	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211126 041445	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	225	TRUE	0.158683690582402	0.870305344733642	0.149073354652501	33	32.8378237507422	164	67.9639937530737	76.4676809019875	6453	31	344719	34.7331191296689	0.924353310710983	344719	6	13	5260	0.0440193149389504	3375000	3775000	5018	0.0419940917041166	3227500	3827500	37
20211126 041458	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	225	TRUE	0.158683690582402	0.870305344733642	0.149073354652501	33	32.8378237507422	164	67.9639937530737	76.4676809019875	6453	31	127217	34.7331191296689	0.924353310710983	127217	7	33	4769	0.0399102876319115	3238750	3888750	4472	0.0374247863891609	3210000	3710000	37
20211126 041510	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	225	TRUE	0.158683690582402	0.870305344733642	0.149073354652501	33	32.8378237507422	164	67.9639937530737	76.4676809019875	6453	31	464371	34.7331191296689	0.924353310710983	464371	8	21	5188	0.0434167691831321	3265000	3665000	4562	0.0381779685839338	3247500	3797500	37
20211126 041522	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	225	TRUE	0.158683690582402	0.870305344733642	0.149073354652501	33	32.8378237507422	164	67.9639937530737	76.4676809019875	6453	31	645137	34.7331191296689	0.924353310710983	645137	9	8	5388	0.0450905073937385	3365000	3965000	5042	0.0421949402893893	3247500	3747500	37
20211126 041535	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	225	TRUE	0.158683690582402	0.870305344733642	0.149073354652501	33	32.8378237507422	164	67.9639937530737	76.4676809019875	6453	31	480803	34.7331191296689	0.924353310710983	480803	10	35	7950	0.0665310938716075	3212500	2662500	4660	0.038998100307131	3225000	3775000	37
20211126 041645	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	344	TRUE	0.027608868760406	0.860773703557788	0.787999046365148	724	24.4258827567683	16	11.4668382401578	16.9235516118351	18190	2	378821	23.7886587772518	0.115468814981228	378821	1	1181	4323	0.036177851422259	5046250	4696250	4323	0.036177851422259	5046250	4696250	38
20211126 041737	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	344	TRUE	0.027608868760406	0.860773703557788	0.787999046365148	724	24.4258827567683	16	11.4668382401578	16.9235516118351	18190	2	964333	23.7886587772518	0.115468814981228	964333	2	1146	3943	0.0329977488221067	5021250	4521250	4952	0.0414417580946164	4960000	4860000	38
20211126 041830	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	344	TRUE	0.027608868760406	0.860773703557788	0.787999046365148	724	24.4258827567683	16	11.4668382401578	16.9235516118351	18190	2	187049	23.7886587772518	0.115468814981228	187049	3	1143	4353	0.03642891215385	5058750	4658750	4743	0.0396927016645326	4971250	4821250	38
20211126 041920	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	344	TRUE	0.027608868760406	0.860773703557788	0.787999046365148	724	24.4258827567683	16	11.4668382401578	16.9235516118351	18190	2	205151	23.7886587772518	0.115468814981228	205151	4	1112	4782	0.0400190806156009	5022500	4672500	4741	0.0396759642824266	4973750	4773750	38
20211126 042012	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	344	TRUE	0.027608868760406	0.860773703557788	0.787999046365148	724	24.4258827567683	16	11.4668382401578	16.9235516118351	18190	2	813697	23.7886587772518	0.115468814981228	813697	5	1144	4371	0.0365795485928046	4886250	4536250	4296	0.0359518967638272	4930000	4580000	38
20211126 042105	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	344	TRUE	0.027608868760406	0.860773703557788	0.787999046365148	724	24.4258827567683	16	11.4668382401578	16.9235516118351	18190	2	344719	23.7886587772518	0.115468814981228	344719	6	1179	4494	0.0376088975923276	5132500	4782500	4780	0.0400023432334949	4975000	4775000	38
20211126 042158	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	344	TRUE	0.027608868760406	0.860773703557788	0.787999046365148	724	24.4258827567683	16	11.4668382401578	16.9235516118351	18190	2	127217	23.7886587772518	0.115468814981228	127217	7	1168	4605	0.0385378222992142	5093750	4793750	4761	0.0398433381034872	4998750	4798750	38
20211126 042251	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	344	TRUE	0.027608868760406	0.860773703557788	0.787999046365148	724	24.4258827567683	16	11.4668382401578	16.9235516118351	18190	2	464371	23.7886587772518	0.115468814981228	464371	8	1183	4229	0.035391194463274	5013750	4763750	4761	0.0398433381034872	5048750	4798750	38
20211126 042344	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	344	TRUE	0.027608868760406	0.860773703557788	0.787999046365148	724	24.4258827567683	16	11.4668382401578	16.9235516118351	18190	2	645137	23.7886587772518	0.115468814981228	645137	9	1142	4809	0.0402450352740328	4938750	4738750	4755	0.039793125957169	5056250	4756250	38
20211126 042437	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	344	TRUE	0.027608868760406	0.860773703557788	0.787999046365148	724	24.4258827567683	16	11.4668382401578	16.9235516118351	18190	2	480803	23.7886587772518	0.115468814981228	480803	10	1129	4171	0.0349058103821981	4986250	4486250	4770	0.0399186563229645	5037500	4737500	38
20211126 042531	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	233	TRUE	0.121062012989074	0.501205814392306	0.405219476256752	949	4.98362391459523	39	102.960974425077	185.886317599798	8856	22	378821	31.4506590180099	0.867693632920273	378821	1	85	5571	0.0466219778564435	4436250	4136250	5571	0.0466219778564435	4436250	4136250	39
20211126 042607	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	233	TRUE	0.121062012989074	0.501205814392306	0.405219476256752	949	4.98362391459523	39	102.960974425077	185.886317599798	8856	22	964333	31.4506590180099	0.867693632920273	964333	2	90	5249	0.043927259337367	4488750	4538750	5439	0.0455173106374432	4601250	4201250	39
20211126 042643	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	233	TRUE	0.121062012989074	0.501205814392306	0.405219476256752	949	4.98362391459523	39	102.960974425077	185.886317599798	8856	22	187049	31.4506590180099	0.867693632920273	187049	3	85	5826	0.0487559940749667	4517500	4317500	6058	0.0506975303992703	4477500	4027500	39
20211126 042717	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	233	TRUE	0.121062012989074	0.501205814392306	0.405219476256752	949	4.98362391459523	39	102.960974425077	185.886317599798	8856	22	205151	31.4506590180099	0.867693632920273	205151	4	71	6151	0.0514758186672023	4161250	3961250	6058	0.0506975303992703	4477500	3977500	39
20211126 042753	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	233	TRUE	0.121062012989074	0.501205814392306	0.405219476256752	949	4.98362391459523	39	102.960974425077	185.886317599798	8856	22	813697	31.4506590180099	0.867693632920273	813697	5	84	4876	0.040805737574586	4305000	4255000	6198	0.0518691471466948	4452500	4052500	39
20211126 042830	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	233	TRUE	0.121062012989074	0.501205814392306	0.405219476256752	949	4.98362391459523	39	102.960974425077	185.886317599798	8856	22	344719	31.4506590180099	0.867693632920273	344719	6	85	6195	0.0518440410735357	4156250	3856250	6224	0.0520867331140736	4470000	4070000	39
20211126 042906	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	233	TRUE	0.121062012989074	0.501205814392306	0.405219476256752	949	4.98362391459523	39	102.960974425077	185.886317599798	8856	22	127217	31.4506590180099	0.867693632920273	127217	7	87	5580	0.0466972960759208	4225000	4175000	6322	0.0529068648372708	4397500	3947500	39
20211126 042941	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	233	TRUE	0.121062012989074	0.501205814392306	0.405219476256752	949	4.98362391459523	39	102.960974425077	185.886317599798	8856	22	464371	31.4506590180099	0.867693632920273	464371	8	80	5995	0.0501703028629292	4356250	4106250	6341	0.0530658699672784	4373750	4023750	39
20211126 043017	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	233	TRUE	0.121062012989074	0.501205814392306	0.405219476256752	949	4.98362391459523	39	102.960974425077	185.886317599798	8856	22	645137	31.4506590180099	0.867693632920273	645137	9	80	6259	0.0523796373009298	4376250	4326250	5733	0.0479777058070347	4333750	4233750	39
20211126 043053	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	233	TRUE	0.121062012989074	0.501205814392306	0.405219476256752	949	4.98362391459523	39	102.960974425077	185.886317599798	8856	22	480803	31.4506590180099	0.867693632920273	480803	10	87	5030	0.042094515996753	4662500	4112500	5873	0.0491493225544593	4408750	4108750	39
20211126 043141	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	241	TRUE	0.0956660823401762	0.236075291255256	0.749050829253392	142	17.2108876239508	132	132.348300848389	0.896486243000254	24	1594	378821	91.1588657130487	0.178311131299008	378821	1	77	4627	0.0387219335023809	5566250	5266250	4627	0.0387219335023809	5566250	5266250	40
20211126 043213	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	241	TRUE	0.0956660823401762	0.236075291255256	0.749050829253392	142	17.2108876239508	132	132.348300848389	0.896486243000254	24	1594	964333	91.1588657130487	0.178311131299008	964333	2	83	4938	0.041324596419874	5727500	4927500	4552	0.0380942816734035	5760000	5410000	40
20211126 043241	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	241	TRUE	0.0956660823401762	0.236075291255256	0.749050829253392	142	17.2108876239508	132	132.348300848389	0.896486243000254	24	1594	187049	91.1588657130487	0.178311131299008	187049	3	60	5088	0.0425799000778288	5240000	5040000	4380	0.0366548668122819	5725000	5375000	40
20211126 043313	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	241	TRUE	0.0956660823401762	0.236075291255256	0.749050829253392	142	17.2108876239508	132	132.348300848389	0.896486243000254	24	1594	205151	91.1588657130487	0.178311131299008	205151	4	81	4767	0.0398935502498054	5141250	5141250	5004	0.0418769300293741	5545000	5295000	40
20211126 043342	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	241	TRUE	0.0956660823401762	0.236075291255256	0.749050829253392	142	17.2108876239508	132	132.348300848389	0.896486243000254	24	1594	813697	91.1588657130487	0.178311131299008	813697	5	63	5958	0.049860661293967	5402500	4652500	4813	0.0402785100382449	5533750	5333750	40
20211126 043413	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	241	TRUE	0.0956660823401762	0.236075291255256	0.749050829253392	142	17.2108876239508	132	132.348300848389	0.896486243000254	24	1594	344719	91.1588657130487	0.178311131299008	344719	6	82	5133	0.0429564911752153	5333750	5183750	4839	0.0404960960056238	5501250	5251250	40
20211126 043442	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	241	TRUE	0.0956660823401762	0.236075291255256	0.749050829253392	142	17.2108876239508	132	132.348300848389	0.896486243000254	24	1594	127217	91.1588657130487	0.178311131299008	127217	7	67	6019	0.050371151448202	5226250	4676250	4988	0.0417430309725256	5465000	5215000	40
20211126 043512	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	241	TRUE	0.0956660823401762	0.236075291255256	0.749050829253392	142	17.2108876239508	132	132.348300848389	0.896486243000254	24	1594	464371	91.1588657130487	0.178311131299008	464371	8	65	5068	0.0424125262567682	5515000	5265000	4910	0.0410902730703891	5562500	5212500	40
20211126 043542	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	241	TRUE	0.0956660823401762	0.236075291255256	0.749050829253392	142	17.2108876239508	132	132.348300848389	0.896486243000254	24	1594	645137	91.1588657130487	0.178311131299008	645137	9	65	5374	0.0449733457189961	5432500	5282500	6220	0.0520532583498615	5525000	4875000	40
20211126 043612	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	241	TRUE	0.0956660823401762	0.236075291255256	0.749050829253392	142	17.2108876239508	132	132.348300848389	0.896486243000254	24	1594	480803	91.1588657130487	0.178311131299008	480803	10	78	4419	0.0369812457633502	5376250	5376250	6262	0.0524047433740889	5472500	4872500	40
20211126 043707	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.164094527545677	0.614001124335761	0.918355110624738	330	25.4305151543353	170	20.7048444714079	106.337378753357	121	1035	378821	74.8135360296366	0.583941832821612	378821	1	43	5011	0.0419355108667453	6036250	5586250	5011	0.0419355108667453	6036250	5586250	41
20211126 043729	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.164094527545677	0.614001124335761	0.918355110624738	330	25.4305151543353	170	20.7048444714079	106.337378753357	121	1035	964333	74.8135360296366	0.583941832821612	964333	2	46	4717	0.0394751156971538	5953750	5503750	4647	0.0388893073234415	5991250	5691250	41
20211126 043753	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.164094527545677	0.614001124335761	0.918355110624738	330	25.4305151543353	170	20.7048444714079	106.337378753357	121	1035	187049	74.8135360296366	0.583941832821612	187049	3	49	5186	0.043400031801026	5867500	5917500	4640	0.0388307264860703	5950000	5650000	41
20211126 043816	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.164094527545677	0.614001124335761	0.918355110624738	330	25.4305151543353	170	20.7048444714079	106.337378753357	121	1035	205151	74.8135360296366	0.583941832821612	205151	4	55	4464	0.0373578368607366	5820000	5220000	4434	0.0371067761291456	5957500	5657500	41
20211126 043838	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.164094527545677	0.614001124335761	0.918355110624738	330	25.4305151543353	170	20.7048444714079	106.337378753357	121	1035	813697	74.8135360296366	0.583941832821612	813697	5	24	5036	0.0421447281430711	5705000	5455000	4681	0.0391738428192446	5948750	5798750	41
20211126 043900	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.164094527545677	0.614001124335761	0.918355110624738	330	25.4305151543353	170	20.7048444714079	106.337378753357	121	1035	344719	74.8135360296366	0.583941832821612	344719	6	35	4622	0.0386800900471157	5722500	5772500	4626	0.0387135648113279	6067500	5617500	41
20211126 043923	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.164094527545677	0.614001124335761	0.918355110624738	330	25.4305151543353	170	20.7048444714079	106.337378753357	121	1035	127217	74.8135360296366	0.583941832821612	127217	7	50	4978	0.0416593440619953	5777500	5527500	4613	0.0386047718276384	6083750	5633750	41
20211126 043946	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.164094527545677	0.614001124335761	0.918355110624738	330	25.4305151543353	170	20.7048444714079	106.337378753357	121	1035	464371	74.8135360296366	0.583941832821612	464371	8	48	4584	0.0383620797871005	5770000	5770000	4534	0.0379436452344489	6132500	5582500	41
20211126 044009	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.164094527545677	0.614001124335761	0.918355110624738	330	25.4305151543353	170	20.7048444714079	106.337378753357	121	1035	645137	74.8135360296366	0.583941832821612	645137	9	40	4501	0.0376674784296988	5673750	5573750	4635	0.0387888830308052	6056250	5656250	41
20211126 044032	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.164094527545677	0.614001124335761	0.918355110624738	330	25.4305151543353	170	20.7048444714079	106.337378753357	121	1035	480803	74.8135360296366	0.583941832821612	480803	10	51	4162	0.0348304921627208	5847500	5597500	4494	0.0376088975923276	6082500	5632500	41
20211126 044138	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	260	TRUE	0.0660318442781273	0.542445372032639	0.952737796334114	765	22.769623501534	199	19.2258996871638	91.3631339807209	171	627	378821	71.3266200259107	0.499689117318365	378821	1	77	4174	0.0349309164553572	6032500	5632500	4174	0.0349309164553572	6032500	5632500	42
20211126 044227	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	260	TRUE	0.0660318442781273	0.542445372032639	0.952737796334114	765	22.769623501534	199	19.2258996871638	91.3631339807209	171	627	964333	71.3266200259107	0.499689117318365	964333	2	109	4989	0.0417513996635786	6263750	5763750	5013	0.0419522482488514	6133750	5733750	42
20211126 044315	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	260	TRUE	0.0660318442781273	0.542445372032639	0.952737796334114	765	22.769623501534	199	19.2258996871638	91.3631339807209	171	627	187049	71.3266200259107	0.499689117318365	187049	3	108	5139	0.0430067033215335	5926250	5926250	4920	0.0411739599809194	6e+06	5750000	42
20211126 044400	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	260	TRUE	0.0660318442781273	0.542445372032639	0.952737796334114	765	22.769623501534	199	19.2258996871638	91.3631339807209	171	627	205151	71.3266200259107	0.499689117318365	205151	4	79	5299	0.0443456938900187	6076250	5726250	5038	0.0421614655251772	6052500	5802500	42
20211126 044445	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	260	TRUE	0.0660318442781273	0.542445372032639	0.952737796334114	765	22.769623501534	199	19.2258996871638	91.3631339807209	171	627	813697	71.3266200259107	0.499689117318365	813697	5	82	5420	0.0453583055074356	5925000	5825000	5230	0.0437682542073594	6012500	5862500	42
20211126 044535	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	260	TRUE	0.0660318442781273	0.542445372032639	0.952737796334114	765	22.769623501534	199	19.2258996871638	91.3631339807209	171	627	344719	71.3266200259107	0.499689117318365	344719	6	119	4659	0.0389897316160779	5976250	5476250	4870	0.0407555254282678	6012500	5662500	42
20211126 044623	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	260	TRUE	0.0660318442781273	0.542445372032639	0.952737796334114	765	22.769623501534	199	19.2258996871638	91.3631339807209	171	627	127217	71.3266200259107	0.499689117318365	127217	7	110	4899	0.0409982174688057	6126250	5826250	4838	0.0404877273145707	6002500	5702500	42
20211126 044712	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	260	TRUE	0.0660318442781273	0.542445372032639	0.952737796334114	765	22.769623501534	199	19.2258996871638	91.3631339807209	171	627	464371	71.3266200259107	0.499689117318365	464371	8	109	5422	0.0453750428895416	6072500	5472500	4101	0.0343200020084859	6073750	5573750	42
20211126 044759	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	260	TRUE	0.0660318442781273	0.542445372032639	0.952737796334114	765	22.769623501534	199	19.2258996871638	91.3631339807209	171	627	645137	71.3266200259107	0.499689117318365	645137	9	103	5244	0.0438854158821019	6295000	5795000	4134	0.0345961688132359	6032500	5632500	42
20211126 044848	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	260	TRUE	0.0660318442781273	0.542445372032639	0.952737796334114	765	22.769623501534	199	19.2258996871638	91.3631339807209	171	627	480803	71.3266200259107	0.499689117318365	480803	10	109	4152	0.0347468052521905	6060000	5410000	4175	0.0349392851464103	6031250	5581250	42
20211126 044934	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	226	TRUE	0.150468173878268	0.754552571601831	0.617171955477489	9	10.4587543811358	39	10.1462651079132	74.981737216356	455	273	378821	61.5449958174257	0.579443686164212	378821	1	85	4408	0.0368891901617668	5890000	5540000	4408	0.0368891901617668	5890000	5540000	43
20211126 044950	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	226	TRUE	0.150468173878268	0.754552571601831	0.617171955477489	9	10.4587543811358	39	10.1462651079132	74.981737216356	455	273	964333	61.5449958174257	0.579443686164212	964333	2	43	4261	0.035658992576971	5623750	5373750	3379	0.0282778070681965	5726250	5276250	43
20211126 045005	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	226	TRUE	0.150468173878268	0.754552571601831	0.617171955477489	9	10.4587543811358	39	10.1462651079132	74.981737216356	455	273	187049	61.5449958174257	0.579443686164212	187049	3	33	4572	0.0382616554944641	5985000	5435000	4088	0.0342112090247964	5790000	5590000	43
20211126 045021	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	226	TRUE	0.150468173878268	0.754552571601831	0.617171955477489	9	10.4587543811358	39	10.1462651079132	74.981737216356	455	273	205151	61.5449958174257	0.579443686164212	205151	4	71	3989	0.0333827086105462	5963750	5413750	4420	0.0369896144544032	5825000	5475000	43
20211126 045038	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	226	TRUE	0.150468173878268	0.754552571601831	0.617171955477489	9	10.4587543811358	39	10.1462651079132	74.981737216356	455	273	813697	61.5449958174257	0.579443686164212	813697	5	79	4260	0.035650623885918	5775000	5325000	4354	0.036437280844903	5907500	5457500	43
20211126 045054	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	226	TRUE	0.150468173878268	0.754552571601831	0.617171955477489	9	10.4587543811358	39	10.1462651079132	74.981737216356	455	273	344719	61.5449958174257	0.579443686164212	344719	6	71	3669	0.0307047274735759	5863750	5213750	4258	0.0356338865038119	5877500	5377500	43
20211126 045109	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	226	TRUE	0.150468173878268	0.754552571601831	0.617171955477489	9	10.4587543811358	39	10.1462651079132	74.981737216356	455	273	127217	61.5449958174257	0.579443686164212	127217	7	58	4841	0.0405128333877298	5798750	5548750	3957	0.0331149104968492	5853750	5303750	43
20211126 045126	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	226	TRUE	0.150468173878268	0.754552571601831	0.617171955477489	9	10.4587543811358	39	10.1462651079132	74.981737216356	455	273	464371	61.5449958174257	0.579443686164212	464371	8	78	3271	0.027373988434469	5911250	5161250	3997	0.0334496581389705	6003750	5353750	43
20211126 045142	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	226	TRUE	0.150468173878268	0.754552571601831	0.617171955477489	9	10.4587543811358	39	10.1462651079132	74.981737216356	455	273	645137	61.5449958174257	0.579443686164212	645137	9	59	3872	0.0324035717573414	5760000	5260000	4104	0.0343451080816449	5970000	5320000	43
20211126 045157	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	226	TRUE	0.150468173878268	0.754552571601831	0.617171955477489	9	10.4587543811358	39	10.1462651079132	74.981737216356	455	273	480803	61.5449958174257	0.579443686164212	480803	10	59	3671	0.0307214648556819	5561250	5411250	4092	0.0342446837890086	5935000	5285000	43
20211126 045247	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.166469669389286	0.275649888954181	0.895186173329511	689	3.36053096023757	138	44.4831723199633	108.33928189082	82	2126	378821	78.6911583704349	0.812622922498197	378821	1	48	4162	0.0348304921627208	5997500	5247500	4162	0.0348304921627208	5997500	5247500	44
20211126 045315	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.166469669389286	0.275649888954181	0.895186173329511	689	3.36053096023757	138	44.4831723199633	108.33928189082	82	2126	964333	78.6911583704349	0.812622922498197	964333	2	38	4898	0.0409898487777527	6127500	5077500	4923	0.0411990660540785	5946250	5496250	44
20211126 045343	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.166469669389286	0.275649888954181	0.895186173329511	689	3.36053096023757	138	44.4831723199633	108.33928189082	82	2126	187049	78.6911583704349	0.812622922498197	187049	3	42	3940	0.0329726427489476	5775000	5575000	4304	0.0360188462922514	5970000	5570000	44
20211126 045415	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.166469669389286	0.275649888954181	0.895186173329511	689	3.36053096023757	138	44.4831723199633	108.33928189082	82	2126	205151	78.6911583704349	0.812622922498197	205151	4	84	3642	0.030478772815144	5897500	5197500	4140	0.0346463809595541	6025000	5675000	44
20211126 045443	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.166469669389286	0.275649888954181	0.895186173329511	689	3.36053096023757	138	44.4831723199633	108.33928189082	82	2126	813697	78.6911583704349	0.812622922498197	813697	5	41	4388	0.0367218163407061	5815000	5115000	4285	0.0358598411622438	6093750	5393750	44
20211126 045515	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.166469669389286	0.275649888954181	0.895186173329511	689	3.36053096023757	138	44.4831723199633	108.33928189082	82	2126	344719	78.6911583704349	0.812622922498197	344719	6	82	4173	0.0349225477643042	6183750	5533750	4186	0.0350313407479936	6217500	5617500	44
20211126 045544	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.166469669389286	0.275649888954181	0.895186173329511	689	3.36053096023757	138	44.4831723199633	108.33928189082	82	2126	127217	78.6911583704349	0.812622922498197	127217	7	63	3367	0.0281773827755601	6341250	5341250	4767	0.0398935502498054	6191250	5691250	44
20211126 045615	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.166469669389286	0.275649888954181	0.895186173329511	689	3.36053096023757	138	44.4831723199633	108.33928189082	82	2126	464371	78.6911583704349	0.812622922498197	464371	8	72	3785	0.0316754956357276	5968750	5568750	4641	0.0388390951771233	6248750	5698750	44
20211126 045643	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.166469669389286	0.275649888954181	0.895186173329511	689	3.36053096023757	138	44.4831723199633	108.33928189082	82	2126	645137	78.6911583704349	0.812622922498197	645137	9	49	3601	0.0301356564819697	6098750	5398750	4557	0.0381361251286686	6153750	5553750	44
20211126 045713	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	224	TRUE	0.166469669389286	0.275649888954181	0.895186173329511	689	3.36053096023757	138	44.4831723199633	108.33928189082	82	2126	480803	78.6911583704349	0.812622922498197	480803	10	49	4129	0.0345543253579708	6088750	5688750	4811	0.0402617726561389	6236250	5636250	44
20211126 045802	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	240	TRUE	0.0981127514889742	0.647903749963614	0.919983882871884	511	3.59931461570855	241	39.2216440896105	122.764862815836	389	459	378821	63.1148061621597	0.832407284242491	378821	1	77	4486	0.0375419480639033	6092500	5642500	4486	0.0375419480639033	6092500	5642500	45
20211126 045832	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	240	TRUE	0.0981127514889742	0.647903749963614	0.919983882871884	511	3.59931461570855	241	39.2216440896105	122.764862815836	389	459	964333	63.1148061621597	0.832407284242491	964333	2	86	4427	0.0370481952917744	6216250	5616250	4225	0.0353577196990619	6168750	5618750	45
20211126 045902	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	240	TRUE	0.0981127514889742	0.647903749963614	0.919983882871884	511	3.59931461570855	241	39.2216440896105	122.764862815836	389	459	187049	63.1148061621597	0.832407284242491	187049	3	95	3934	0.0329224306026294	5882500	5532500	4556	0.0381277564376156	6055000	5705000	45
20211126 045930	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	240	TRUE	0.0981127514889742	0.647903749963614	0.919983882871884	511	3.59931461570855	241	39.2216440896105	122.764862815836	389	459	205151	63.1148061621597	0.832407284242491	205151	4	72	4353	0.03642891215385	6008750	5508750	4321	0.036161114040153	6148750	5598750	45
20211126 050000	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	240	TRUE	0.0981127514889742	0.647903749963614	0.919983882871884	511	3.59931461570855	241	39.2216440896105	122.764862815836	389	459	813697	63.1148061621597	0.832407284242491	813697	5	101	5149	0.0430903902320638	5813750	6013750	4288	0.0358849472354029	6140000	5540000	45
20211126 050028	binary	custom	TRUE	TRUE	FALSE	-100	-1	9999	240	TRUE	0.0981127514889742	0.647903749963614	0.919983882871884	511	3.59931461570855	241	39.2216440896105	122.764862815836	389	459	344719	63.1148061621597	0.832407284242491	344719	6	56	4559	0.0381528625107747	6001250	5401250	4191	0.0350731842032588	6111250	5611250	45
