fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	num_iterations	early_stopping_rounds	force_row_wise	learning_rate	feature_fraction	bagging_fraction	bagging_freq	min_gain_to_split	max_bin	lambda_l1	lambda_l2	min_data_in_leaf	num_leaves	gleaf_size	gnum_leaves	acumulaciones	pos_ratio_actual	gan_validate	gan_test	pos_ratio_acum	gan_validate_acum	gan_test_acum	iteracion_bayesiana
20211126 081917	binary	custom	TRUE	TRUE	FALSE	-100	-1	42.5	235	TRUE	0.111547977874145	0.613123147603368	0.942461839690884	464	10.1703609889308	63	0.352090624108812	31.366148323816	39	4910	86.1750038682097	0.892546027897705	10	0.0415112182303566	6199625	5654625	0.0329810114400007	6273750	5773750	84
20211126 082613	binary	custom	TRUE	TRUE	FALSE	-100	-1	80	272	TRUE	0.0553285476021529	0.418417968699149	0.903756485135298	642	9.35009745483685	27	4.43307838428344	24.8768955762731	75	886	79.5995956685922	0.309607682058234	10	0.0366866678382834	6215250	5690250	0.0342614211711146	6232500	5582500	85
20211126 083308	binary	custom	TRUE	TRUE	FALSE	-100	-1	74.5	240	TRUE	0.0975664591987121	0.576126275877426	0.919153165081566	607	5.12050775209119	17	0.4772437898292	29.9397802597998	93	2180	77.4714289221256	0.94488791042564	10	0.0352957913852694	6258000	5713000	0.0341526281874252	6148750	5748750	86
20211126 083902	binary	custom	TRUE	TRUE	FALSE	-100	-1	42.2	229	TRUE	0.135430099835513	0.522418351496415	0.936908655561917	571	20.9028348841243	31	0.385689339335582	65.6603861273005	54	3491	82.8695012633984	0.878613388993515	10	0.0377419597800708	6017625	5717625	0.0379436452344489	6132500	6082500	87
20211126 085935	binary	custom	TRUE	TRUE	FALSE	-100	-1	544.1	308	TRUE	0.0369793825936467	0.652211238911518	0.930744380431706	534	0.374390576373864	46	3.78873377924871	137.588504900964	55	2889	82.6826730544508	0.740526270968474	10	0.0368824952089244	6691000	5831000	0.0486639384733834	6531250	6031250	88
20211126 090354	binary	custom	TRUE	TRUE	FALSE	-100	-1	36.3	227	TRUE	0.144743385346117	0.618911474287588	0.922431458050411	583	17.2508240196921	214	0.218241546457286	69.2068870605248	47	858	84.2309359203398	0.188048621094359	10	0.0403680550325124	6005375	5685375	0.0349141790732512	6185000	5635000	89
20211126 090939	binary	custom	TRUE	TRUE	FALSE	-100	-1	132.6	240	TRUE	0.0999885231509238	0.608054761147997	0.929965507847866	561	0.125173423024844	19	54.8067659065444	81.6849961097769	30	4040	88.6864520266555	0.564901274600279	10	0.0346037006351836	6306375	5786375	0.0360941645117287	6408750	5808750	90
20211126 091330	binary	custom	TRUE	TRUE	FALSE	-100	-1	37	220	TRUE	0.199821289058987	0.647836566568249	0.826691906216398	576	6.68638344681316	201	1.1549213759624	47.4454284763932	65	1419	80.9457591101355	0.429899771231875	10	0.0396257521361084	6086250	5826250	0.0377427966491761	6162500	5862500	91
20211126 092644	binary	custom	TRUE	TRUE	FALSE	-100	-1	292.9	285	TRUE	0.0469043200079636	0.507882318308757	0.92431221792476	561	1.85725669002829	58	0.301567341729125	69.9045315067547	55	2920	82.7158303341485	0.748431984131167	10	0.0414810909425657	6579125	5904125	0.0477182763843907	6622500	6122500	92
20211126 095456	binary	custom	TRUE	TRUE	FALSE	-100	-1	415.8	261	TRUE	0.0645799894506398	0.528277993724056	0.951026098257139	581	0.0899287646831976	78	2.19130675781308	86.2536185298408	39	3872	86.1682446705301	0.703857206367285	10	0.0342630949093252	6652250	5737250	0.0349476538374633	6530000	5830000	93
20211126 100143	binary	custom	TRUE	TRUE	FALSE	-100	-1	207.1	316	TRUE	0.0343741578097455	0.712486624215233	0.913712355468272	536	1.71785487249418	34	34.7356825288451	73.5061712961207	58	2790	82.206435652245	0.754182020216751	10	0.0354054212380642	6546625	5656625	0.0340689412768949	6511250	5611250	94
20211126 100737	binary	custom	TRUE	TRUE	FALSE	-100	-1	51.2	231	TRUE	0.12635660264961	0.442001250827437	0.902864976565274	542	20.2384786650875	67	0.958709126830828	56.9350060218072	89	1607	77.8787781628037	0.666344671424856	10	0.0358673729841915	6022625	5572625	0.0365209677554334	6195000	5745000	95
20211126 101132	binary	custom	TRUE	TRUE	FALSE	-100	-1	31.8	222	TRUE	0.17653720092367	0.705609546209972	0.926346955316753	574	12.2614840113107	204	164.271091465426	62.973310715516	61	2236	81.6125852814281	0.635786615220476	10	0.0457273647828743	5269875	5099875	0.0430987589231168	5462500	5312500	96
20211126 101437	binary	custom	TRUE	TRUE	FALSE	-100	-1	26.8	223	TRUE	0.168652978077729	0.8816571720151	0.940031783764847	580	14.8891402575132	41	4.40453383294518	13.9372849445802	52	3012	83.1579660145294	0.729942100474435	10	0.0395747031206849	6073875	5548875	0.03513176504063	6252500	5502500	97
20211126 102055	binary	custom	TRUE	TRUE	FALSE	-100	-1	52.3	240	TRUE	0.0991698614953697	0.512136473995786	0.97334552002754	613	46.8279652105779	38	0.0707436078677219	46.3921275705782	12	5749	97.6567251277188	0.32162525731518	10	0.0394834843882068	5882500	5652500	0.0427807486631016	5860000	5760000	98
20211126 103015	binary	custom	TRUE	TRUE	FALSE	-100	-1	111.2	246	TRUE	0.0854308057305602	0.507137863815807	0.856538569682422	546	1.69441742833117	209	35.608937323061	53.5897559810394	12	9762	97.7228282466856	0.546073735337003	10	0.0397111127848493	6288500	5703500	0.0336756127974024	6270000	5520000	99
20211126 104117	binary	custom	TRUE	TRUE	FALSE	-100	-1	235.2	258	TRUE	0.0683986682954509	0.424173229768763	0.936529571810869	581	1.2678523148192	45	0.204448121691517	97.9427698697919	30	6209	88.6693007090715	0.868215737767886	10	0.0423664984559765	6611875	6066875	0.0460612755558903	6670000	6070000	100
20211126 104813	binary	custom	TRUE	TRUE	FALSE	-100	-1	64.4	247	TRUE	0.0841847472656594	0.567849233963226	0.938946705794296	780	36.8102245089873	52	53.8722957894308	106.006873891069	46	4061	84.4408067782631	0.870700230519181	10	0.0433481459164972	5670250	5510250	0.0414417580946164	5860000	5560000	101
20211126 105820	binary	custom	TRUE	TRUE	FALSE	-100	-1	169.2	323	TRUE	0.0324968555494247	0.525040028340901	0.934779811224108	538	15.8436356606399	43	0.0627888303442595	130.889717326757	47	3262	84.2457821960439	0.714504106683809	10	0.0363946005205326	6218875	5653875	0.0332739156268568	6130000	5730000	102
20211126 111747	binary	custom	TRUE	TRUE	FALSE	-100	-1	445.4	282	TRUE	0.0486033903251233	0.54092754941253	0.932148387657332	259	0.782657615850288	95	3.23981568618098	163.001737059374	96	1749	77.1555209849589	0.782663140179195	10	0.0373528156461048	6660750	5855750	0.0472579983764739	6541250	6191250	103
20211126 113230	binary	custom	TRUE	TRUE	FALSE	-100	-1	281.2	254	TRUE	0.0734571352996023	0.458992587333733	0.921413391970361	304	0.153463577520705	47	11.0673546372104	152.751518799319	44	1753	84.9928520404094	0.359503666342158	10	0.0392491610387219	6557500	5817500	0.0422367837446545	6441250	5991250	104
20211126 113726	binary	custom	TRUE	TRUE	FALSE	-100	-1	69.7	250	TRUE	0.0790185760723569	0.606713446341911	0.931269104366677	356	16.1294242053243	32	0.368153268452059	84.7235241392227	18	11842	93.9273245588689	0.993599666913782	10	0.0371101236055669	6112000	5747000	0.0355920430485468	6133750	5833750	105
20211126 120444	binary	custom	TRUE	TRUE	FALSE	-100	-1	449.8	290	TRUE	0.0442647769661238	0.524623486841988	0.931705415626342	308	0.150609736159313	166	12.4654995889505	197.475112475249	49	3068	83.7397943330055	0.700780980579239	10	0.0411505276459709	6678500	5858500	0.0353326136259028	6472500	5972500	106
20211126 121301	binary	custom	TRUE	TRUE	FALSE	-100	-1	202.2	284	TRUE	0.0475147436041555	0.25351502697015	0.929936241150903	306	4.82530906975985	46	8.25252761889429	189.241848693608	155	954	72.3075259429873	0.689251850613889	10	0.0349501644447792	6139625	5634625	0.0326964759441976	6066250	5766250	107
20211126 124422	binary	custom	TRUE	TRUE	FALSE	-100	-1	422.4	282	TRUE	0.0484548559739172	0.909304695868647	0.909957121826226	264	0.265863960649212	122	0.641660515682516	173.646772171248	74	2294	79.7234480046994	0.791146906815203	10	0.0398483593181191	6688000	5773000	0.0427305365167834	6617500	5917500	108
20211126 125437	binary	custom	TRUE	TRUE	FALSE	-100	-1	164.2	289	TRUE	0.0445307012987476	0.458788756554693	0.922289971612203	186	5.32983442668358	135	5.1504662840444	139.65917821186	102	373	76.4634671203515	0.177106819940776	10	0.0373695530282109	6283250	5753250	0.0324621525947127	6301250	5701250	109
20211126 125904	binary	custom	TRUE	TRUE	FALSE	-100	-1	50.2	235	TRUE	0.113804628724081	0.930529771140505	0.882252777505203	694	27.6919466444081	234	68.7080174248299	37.1165299474402	16	8533	94.7350953636802	0.636440282302174	10	0.0419664750236416	5731625	5556625	0.0398768128676994	5693750	5743750	110
20211126 131847	binary	custom	TRUE	TRUE	FALSE	-100	-1	380.1	291	TRUE	0.043879953457238	0.544011392033252	0.956719263236743	314	0.0133614771761963	100	37.6294751479279	166.567772615676	59	2257	82.0270215711448	0.620781676763293	10	0.0391529210916121	6551875	5731875	0.0308218891483183	6496250	5796250	111
20211126 132458	binary	custom	TRUE	TRUE	FALSE	-100	-1	69	235	TRUE	0.114252900979261	0.341828982066697	0.928123366496272	199	6.33776835557175	79	0.222660186346025	98.4512599756517	63	3253	81.2691569906462	0.955291984658959	10	0.0406634698266844	6096250	5701250	0.0345124819027056	6195000	5745000	112
20211126 133047	binary	custom	TRUE	TRUE	FALSE	-100	-1	43.4	237	TRUE	0.107333065999579	0.424144336165964	0.98896456835158	793	25.2912617848604	33	3.0380062988276	8.53776039331421	104	1588	76.2864054841725	0.769952027949156	10	0.0391956014159825	6145500	5610500	0.0357761542517135	6106250	5606250	113
20211126 134221	binary	custom	TRUE	TRUE	FALSE	-100	-1	243.1	257	TRUE	0.0692796883658786	0.588735236648101	0.880239757353922	191	1.10818686969686	94	8.32867539853119	197.58667105367	68	2467	80.5747765731158	0.782004290169363	10	0.0406325056697882	6540875	6005875	0.0367385537228122	6462500	6012500	114
20211126 141838	binary	custom	TRUE	TRUE	FALSE	-100	-1	725.9	324	TRUE	0.0321148673959284	0.532796625237395	0.823873338477118	323	0.440553411960551	144	0.556993886045554	160.723339000537	107	1399	76.0022785445727	0.697795639136751	10	0.0385470278593725	6752375	5772375	0.0450737700116325	6667500	6017500	115
20211126 142654	binary	custom	TRUE	TRUE	FALSE	-100	-1	83	245	TRUE	0.0869805165584903	0.546663416695472	0.919763480629438	547	6.81940598422178	233	6.73247481449588	158.809630168432	61	3342	81.699972564852	0.950169106492976	10	0.037634840534592	6308625	5718625	0.0327132133263036	6363750	5513750	116
20211126 143232	binary	custom	TRUE	TRUE	FALSE	-100	-1	30.5	224	TRUE	0.160934041895438	0.501253144291459	0.883090519140918	580	45.7041217179835	37	47.5783114643733	24.627754006586	38	4660	86.4115687337812	0.825429649467722	10	0.0425773894705129	5615375	5280375	0.0426635869883591	5927500	5477500	117
20211126 152209	binary	custom	TRUE	TRUE	FALSE	-100	-1	1274.4	345	TRUE	0.0273986009574877	0.678959915798622	0.911373370921651	284	0.153129177594101	118	0.229952926821937	168.477342265851	577	273	59.1576114356983	0.733728217716374	10	0.039591440502791	6716375	5671375	0.0402282978919267	6591250	5741250	118
20211126 152648	binary	custom	TRUE	TRUE	FALSE	-100	-1	38.3	220	TRUE	0.196670168752276	0.680384799199547	0.76273525813267	345	18.6438370314387	209	27.2087525326697	131.638144165921	10	17291	99.8457402250444	0.806061255534971	10	0.0410969680232315	5686500	5566500	0.0359770028369863	5976250	5626250	119
20211126 160551	binary	custom	TRUE	TRUE	FALSE	-100	-1	574	300	TRUE	0.0399047997408333	0.469804663816249	0.810986666765298	246	0.0707907972616177	94	0.213789070209027	52.2195178358864	64	3026	81.1075264499394	0.902718528776044	10	0.0377444703873867	6742250	5727250	0.0405965202982601	6686250	5936250	120
20211126 161212	binary	custom	TRUE	TRUE	FALSE	-100	-1	34.1	220	TRUE	0.195701380022124	0.56229105167831	0.726081215022065	650	12.2274006488337	218	38.9376133941017	44.9920671963964	33	1934	87.8549712318836	0.29750209646986	10	0.0416777551823119	5804750	5439750	0.0337760370900387	6155000	5855000	121
20211126 163910	binary	custom	TRUE	TRUE	FALSE	-100	-1	563.6	279	TRUE	0.0502591352888932	0.423830711448606	0.878370866606252	247	0.367817750687242	168	0.775438170191886	183.88928269026	103	2003	76.3703068169862	0.961640793376557	10	0.0341584862711623	6722875	5827875	0.0449984517921552	6578750	5978750	122
20211126 164336	binary	custom	TRUE	TRUE	FALSE	-100	-1	46.7	236	TRUE	0.109066239516463	0.856871200657879	0.934318842118866	318	31.8898378939477	251	108.231863061814	133.898606232229	56	1477	82.4229811624608	0.385541254287725	10	0.0455148000301273	5471625	5326625	0.0460194321006251	5676250	5376250	123
20211126 170815	binary	custom	TRUE	TRUE	FALSE	-100	-1	347.3	253	TRUE	0.0745597278919317	0.582559476540232	0.803921447572767	350	0.041233856960404	45	0.10268311766559	136.422694049857	58	1468	82.0922829830297	0.396773476989637	10	0.0373544893843154	6680500	5655500	0.0461533311574737	6656250	5906250	124
20211126 171419	binary	custom	TRUE	TRUE	FALSE	-100	-1	62.6	230	TRUE	0.132422083781074	0.427379293923114	0.978472395711932	584	5.49564567568073	45	81.2655061595894	75.1389810264928	60	2974	81.7827858508695	0.831699364282512	10	0.0390458018461332	5977875	5512875	0.0397680198840099	6060000	5660000	125
20211126 171849	binary	custom	TRUE	TRUE	FALSE	-100	-1	53.8	223	TRUE	0.168834031232126	0.881272428360779	0.770967551562146	668	0.87436641208088	237	57.5393700026915	53.605278194183	51	2273	83.4749193115739	0.540334463623209	10	0.037124350380357	6094875	5469875	0.0368891901617668	6190000	5740000	126
20211126 172509	binary	custom	TRUE	TRUE	FALSE	-100	-1	45.7	232	TRUE	0.124625638644057	0.526536280274388	0.99989650901037	358	33.6023973916404	38	0.780103283353559	61.9702176667174	70	1131	80.217466961253	0.368860314077498	10	0.0393705070589909	5974375	5714375	0.0350731842032588	5961250	5861250	127
20211126 174359	binary	custom	TRUE	TRUE	FALSE	-100	-1	329.2	224	TRUE	0.162636830940782	0.544545606996805	0.937381993946617	307	0.0392519289002362	24	0.860513495376501	78.1813347476826	50	2073	83.6978497847448	0.483098976040756	10	0.0363217929083712	6579750	5444750	0.0327048446352506	6465000	5665000	128
20211126 175106	binary	custom	TRUE	TRUE	FALSE	-100	-1	104.8	261	TRUE	0.0651193348811311	0.325135503744743	0.971902203445119	271	31.5501038574637	112	1.44821635440854	157.229538493512	62	3069	81.5472527222426	0.886928425768927	10	0.039025716987606	5875875	5675875	0.0439356280284201	5887500	5687500	129
20211126 175546	binary	custom	TRUE	TRUE	FALSE	-100	-1	29.3	220	TRUE	0.199660613020588	0.601862602401869	0.7845710615686	545	40.5722385993911	207	11.6783106444982	35.5036739181171	47	1630	84.2224112561404	0.357118890841088	10	0.0400065275790214	5669375	5414375	0.0352154519511603	6090000	5890000	130
20211126 182053	binary	custom	TRUE	TRUE	FALSE	-100	-1	854.9	312	TRUE	0.0357014747136571	0.22417382847564	0.906065947395781	644	0.0272301562704446	151	19.0556209988329	86.2232332317333	86	2399	78.1935891335209	0.961717981623061	10	0.0392048069761409	6754125	5814125	0.0404709899324647	6655000	5705000	131
20211126 182624	binary	custom	TRUE	TRUE	FALSE	-100	-1	34.4	220	TRUE	0.198271410474901	0.335172031467029	0.937753662797488	686	40.1753560020611	188	12.5399051673669	44.6120363913726	45	3659	84.7771043504099	0.767516022659341	10	0.0409764588720678	5734500	5319500	0.0352070832601073	6091250	5691250	132
20211126 185258	binary	custom	TRUE	TRUE	FALSE	-100	-1	478.8	281	TRUE	0.0491062443876686	0.787648102299762	0.712625190180937	316	0.482726965673276	183	0.188844765925861	165.720966823264	72	1549	79.9840427045306	0.51988636659762	10	0.0368239143715531	6624750	5634750	0.0476680642380725	6530000	5880000	133
20211126 185946	binary	custom	TRUE	TRUE	FALSE	-100	-1	97	240	TRUE	0.0984155428658457	0.480426014396428	0.971631991532713	400	7.82226773844161	4	42.9332942510444	161.515607341034	68	903	80.5977124315434	0.286118544704417	10	0.029747349217109	5266750	4696750	0.0267212305323324	5308750	4508750	134
20211126 192049	binary	custom	TRUE	TRUE	FALSE	-100	-1	295.4	291	TRUE	0.0437047266680189	0.83791401690402	0.916111479457225	347	0.378952560198913	93	0.0131243564345139	157.928293618516	111	1475	75.6359307261311	0.763152864137403	10	0.0402684676089813	6635250	5665250	0.0380775442912974	6612500	5862500	135
20211126 194352	binary	custom	TRUE	TRUE	FALSE	-100	-1	396.4	263	TRUE	0.062561233684919	0.842873170949497	0.82970671915664	252	0.370667961641356	158	3.88553522738287	159.531388800574	63	2444	81.3677897452852	0.717679603460018	10	0.0373971697086859	6714125	5639125	0.0467809829864511	6562500	5912500	136
20211126 194747	binary	custom	TRUE	TRUE	FALSE	-100	-1	30.4	224	TRUE	0.164966767908684	0.616441405032355	0.766046828615596	739	23.6464888767358	151	2.58219510728664	28.6974736757755	70	869	80.2989646359612	0.283435434492849	10	0.0384800783309483	5902375	5657375	0.0380189634539262	6121250	5821250	137
20211126 201658	binary	custom	TRUE	TRUE	FALSE	-100	-1	255.3	252	TRUE	0.076841766759866	0.725101470301564	0.923354491484371	596	0.0393915668401134	53	0.183596362671813	191.167457406978	19	2289	93.3079302911174	0.202752239455219	10	0.0388600169047559	6610625	5760625	0.03744989246232	6506250	6006250	138
20211126 202113	binary	custom	TRUE	TRUE	FALSE	-100	-1	96.9	236	TRUE	0.110193953637317	0.654199543202691	0.587668583582892	529	0.907092171593429	22	6.17114315171656	51.8287767972269	16	10695	95.1873878122962	0.797688161417526	10	0.0404199409170412	6372625	5627625	0.0321022988794323	6455000	5805000	139
20211126 203843	binary	custom	TRUE	TRUE	FALSE	-100	-1	170.4	225	TRUE	0.155416086814415	0.514374541176944	0.721797283028392	618	0.0893839711511741	158	0.135437948514568	192.900589024113	51	3126	83.4652539135201	0.743130157364344	10	0.0370825069250918	6541125	5636125	0.0430150720125865	6675000	6125000	140
20211126 210309	binary	custom	TRUE	TRUE	FALSE	-100	-1	295.9	227	TRUE	0.143855463722014	0.607063674019035	0.72948334267247	337	0.0543624581583202	144	3.77367508722093	190.954364915306	50	3915	83.7265956018603	0.912476332424722	10	0.0370532165064062	6595500	5655500	0.0302611868477651	6530000	5780000	141
20211126 211403	binary	custom	TRUE	TRUE	FALSE	-100	-1	163.2	227	TRUE	0.145287517857984	0.530037971972446	0.790785618716539	734	0.818349799246713	168	0.19210831908718	175.769979135891	83	1947	78.5343833849243	0.753058175786207	10	0.0375293950273238	6394375	5674375	0.0359435280727741	6431250	6081250	142
20211126 212001	binary	custom	TRUE	TRUE	FALSE	-100	-1	67.9	223	TRUE	0.171841278440252	0.317670290773419	0.772459775241423	691	4.00147386255506	161	0.828601233891272	184.597813844946	43	591	85.2623115462682	0.11849919429466	10	0.0363393671595826	6192125	5617125	0.0308972073677956	6235000	5585000	143
20211126 212520	binary	custom	TRUE	TRUE	FALSE	-100	-1	112.3	228	TRUE	0.140305151587084	0.649481176353611	0.67603301810049	678	1.84472914504172	167	0.850904923048966	193.414560265682	77	2231	79.3419465214741	0.800631012850551	10	0.0381754579766179	6292875	5847875	0.0355585682843346	6388750	5838750	144
20211126 213348	binary	custom	TRUE	TRUE	FALSE	-100	-1	86	226	TRUE	0.15110406875773	0.523227953809249	0.779769745506876	615	1.21148037656249	157	1.10686388871177	108.884972153909	42	3512	85.3894939838072	0.687645507244043	10	0.0393721807972015	6349125	5754125	0.0391487367460855	6402500	5952500	145
20211126 214352	binary	custom	TRUE	TRUE	FALSE	-100	-1	191.4	236	TRUE	0.110792971414831	0.699210993332288	0.944636803111456	839	0.96696755245617	152	0.0611652923662314	127.686814308862	117	1488	75.147806697042	0.811536438631311	10	0.0382532868034111	6576250	5901250	0.0444628555647611	6458750	6058750	146
20211126 215516	binary	custom	TRUE	TRUE	FALSE	-100	-1	156.3	236	TRUE	0.110129814909924	0.554781573824085	0.906705667107887	730	0.052417051608688	157	38.3930363461977	156.90083289298	84	2289	78.409037545928	0.896403680044682	10	0.0409346154168027	6475750	5860750	0.0365711799017516	6387500	5887500	147
20211126 215929	binary	custom	TRUE	TRUE	FALSE	-100	-1	39.9	222	TRUE	0.177157641692738	0.616503241770665	0.836789659174749	936	10.1412802159651	151	0.0646217347475243	172.285943617731	85	1841	78.3871385025977	0.729406733601931	10	0.0388240315332279	6056000	5616000	0.0295080046529922	6192500	5242500	148
20211126 222449	binary	custom	TRUE	TRUE	FALSE	-100	-1	288	230	TRUE	0.131432314564608	0.467519363973732	0.745266756302813	595	0.0198674819260023	176	0.390021254390056	158.644727641805	73	2566	79.8617474927381	0.873085056290663	10	0.0374373394257404	6538125	5588125	0.0474672156527997	6560000	5960000	149
20211126 230025	binary	custom	TRUE	TRUE	FALSE	-100	-1	347.2	239	TRUE	0.101350657048075	0.740487911338931	0.914633549099614	731	0.0111545679250863	162	0.559253363069117	39.7418478792157	197	545	69.8965005890093	0.50052106904389	10	0.0374708141899526	6558125	5658125	0.0379520139255019	6481250	5831250	150
20211126 230520	binary	custom	TRUE	TRUE	FALSE	-100	-1	53.8	223	TRUE	0.173332197891851	0.598378492507493	0.567888920328537	666	0.849683835908482	12	55.1845360785398	37.8652826092389	31	1251	88.3607114701025	0.180717526981113	10	0.0374097227452654	5922250	5377250	0.0347216991790314	6263750	6063750	151
20211126 231036	binary	custom	TRUE	TRUE	FALSE	-100	-1	87.9	223	TRUE	0.167593483730975	0.598687506065038	0.530705059878872	734	0.000814749905600027	6	25.5087737435886	6.25409588802165	219	171	68.8796022252749	0.174563061569451	10	0.0395378808800515	6189375	5274375	0.0378348522507595	6398750	5898750	152
20211126 231758	binary	custom	TRUE	TRUE	FALSE	-100	-1	87.5	232	TRUE	0.122183798270768	0.558383255696848	0.686627717623125	849	0.359043718518569	22	63.5463870972237	49.6784704137151	20	2461	92.8693167337605	0.229472026401766	10	0.039737892596219	6159500	5574500	0.0441113705405338	6211250	5961250	153
20211126 232347	binary	custom	TRUE	TRUE	FALSE	-100	-1	93.9	239	TRUE	0.100540894867111	0.596671291032426	0.55380943520361	724	0.0994117230176687	15	65.1600446551336	31.3010767294412	55	715	82.7424702931387	0.183348959838664	10	0.0359736553605651	6116750	5526750	0.0390566811445022	6216250	5666250	154
20211126 232926	binary	custom	TRUE	TRUE	FALSE	-100	-1	38.9	220	TRUE	0.199735075942093	0.44084777238242	0.6163183348836	752	5.55074237857355	14	37.9364832649211	42.1834135365032	89	1668	77.82227311212	0.691705593386895	10	0.0383135413789929	5807250	5372250	0.0345710627400768	5986250	5536250	155
20211126 233447	binary	custom	TRUE	TRUE	FALSE	-100	-1	79.6	235	TRUE	0.113430053166397	0.877621240142941	0.983096953787411	723	3.42296786716678	184	28.834771923101	137.408984492382	73	2914	79.911016937075	0.991585216825404	10	0.0370038412291933	6367875	5787875	0.0390985245997673	6360000	5810000	156
20211126 233809	binary	custom	TRUE	TRUE	FALSE	-100	-1	64.2	225	TRUE	0.155062055516775	0.788944575566574	0.630360470290872	721	0.690430151464497	12	68.8624406408117	35.5522132431013	12	8037	97.9731541841368	0.449620988871833	10	0.0372013423380449	5923375	5483375	0.0382030746570929	6093750	5843750	157
20211126 234839	binary	custom	TRUE	TRUE	FALSE	-100	-1	141.9	231	TRUE	0.125262080865731	0.798501026149002	0.944669713813226	770	0.244934230502106	45	3.20853947212002	135.322916262514	19	3152	93.3167922622188	0.279146672679929	10	0.0354288535730126	6513125	5748125	0.0386215092097445	6531250	6031250	158
